accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,transactionAmount,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
733869381,733869381,7500.0,7500.0,2016-01-01T21:51:03,walmart.com,MEX,MEX,05,08,online_retail,01/2026,2013-12-14,2013-12-14,768,768,988,ADDRESS_VERIFICATION,,0.0,0.0,,,,False,,,False,False
733869381,733869381,7500.0,7500.0,2016-01-03T13:55:54,walmart.com,US,US,02,08,online_retail,03/2023,2013-12-14,2013-12-14,669,669,1506,PURCHASE,,0.0,285.37,,,,False,,,False,False
733869381,733869381,7500.0,7214.63,2016-01-05T07:40:19,ebay.com,US,US,05,01,online_retail,05/2023,2013-12-14,2013-12-14,669,669,1506,PURCHASE,,285.37,127.16,,,,False,,,False,False
733869381,733869381,7500.0,7087.47,2016-01-05T09:38:48,amazon.com,US,US,02,01,online_retail,09/2021,2013-12-14,2013-12-14,768,768,988,PURCHASE,,412.53,5.72,,,,False,,,False,False
733869381,733869381,7500.0,7081.75,2016-01-05T21:50:00,walmart.com,US,US,09,01,online_retail,12/2023,2013-12-14,2013-12-14,669,669,1506,PURCHASE,,418.25,73.34,,,,False,,,False,False
733869381,733869381,7500.0,7008.41,2016-01-07T06:47:04,34th BBQ #166379,US,US,05,01,food,12/2032,2013-12-14,2013-12-14,669,669,1506,PURCHASE,,491.59,61.01,,,,True,,,False,False
733869381,733869381,7500.0,6947.4,2016-01-07T17:55:04,gap.com,US,US,05,08,online_retail,07/2022,2013-12-14,2013-12-14,768,768,988,PURCHASE,,552.6,130.78,,,,False,,,False,False
733869381,733869381,7500.0,6816.62,2016-01-08T08:05:09,oldnavy.com,US,US,05,01,online_retail,02/2022,2013-12-14,2013-12-14,768,768,988,PURCHASE,,683.38,6.03,,,,False,,,False,False
733869381,733869381,7500.0,6810.59,2016-01-10T06:30:48,walmart.com,US,US,05,08,online_retail,12/2023,2013-12-14,2013-12-14,669,669,1506,ADDRESS_VERIFICATION,,689.41,0.0,,,,False,,,False,False
733869381,733869381,7500.0,6810.59,2016-01-13T18:22:29,DailyOmnivore,US,US,02,01,food_delivery,04/2026,2013-12-14,2013-12-14,669,669,1506,PURCHASE,,689.41,44.51,,,,False,,,False,False
733869381,733869381,7500.0,6766.08,2016-01-17T16:29:17,amazon.com,US,US,05,01,online_retail,01/2020,2013-12-14,2013-12-14,768,768,988,,,733.92,73.07,,,,False,,,False,False
