accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
955604751,955604751,20000.0,20000.0,2016-01-05T07:59:20,16.7,Lyft,US,02,01,rideshare,11/2032,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,0.0,,,,,False,,,False,False
955604751,955604751,20000.0,19983.3,2016-01-25T11:47:41,115.75,Lyft,US,09,01,rideshare,05/2023,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,16.7,,,,US,False,,,False,False
955604751,955604751,20000.0,20000.0,2016-02-29T15:19:38,143.14,Regal Cinemas #05791,US,05,08,entertainment,05/2028,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,0.0,,,,US,True,,,False,False
955604751,955604751,20000.0,20000.0,2016-07-29T13:51:00,71.89,Shell Gas #171819,US,05,08,fuel,04/2023,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,0.0,,,,US,True,,,False,False
955604751,955604751,20000.0,20000.0,2016-08-05T21:45:50,160.39,staples.com,US,05,01,online_retail,01/2026,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,0.0,,,,US,False,,,False,False
955604751,955604751,20000.0,19839.61,2016-08-12T15:24:14,55.82,Shell Gas #171819,US,05,08,fuel,04/2023,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,160.39,,,,US,True,,,False,False
955604751,955604751,20000.0,19783.79,2016-08-26T20:17:34,56.04,Shell Gas #171819,US,05,08,fuel,04/2023,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,216.21,,,,US,True,,,False,False
955604751,955604751,20000.0,19727.75,2016-08-30T17:40:55,205.89,Uber,US,05,01,rideshare,12/2032,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,272.25,,,,US,False,,,False,False
955604751,955604751,20000.0,20000.0,2016-09-10T17:30:24,56.04,Shell Gas #171819,US,05,08,fuel,04/2023,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,0.0,,,,US,True,,,False,False
955604751,955604751,20000.0,19943.96,2016-09-25T13:12:40,56.04,Shell Gas #171819,US,05,08,fuel,04/2023,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,56.04,,,,US,True,,,False,False
955604751,955604751,20000.0,20000.0,2016-10-09T00:46:43,63.3,Shell Gas #171819,US,05,08,fuel,04/2023,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,0.0,,,,US,True,,,False,False
955604751,955604751,20000.0,19936.7,2016-10-22T05:27:38,57.13,Shell Gas #171819,US,05,08,fuel,04/2023,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,63.3,,,,US,True,,,False,False
955604751,955604751,20000.0,19879.57,2016-10-28T09:21:16,33.41,Delta Airlines,US,05,01,airline,01/2026,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,120.43,,,,US,False,,,False,False
955604751,955604751,20000.0,20000.0,2016-11-05T03:37:31,63.41,Shell Gas #171819,US,05,08,fuel,04/2023,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,0.0,,,,US,True,,,False,False
955604751,955604751,20000.0,19936.59,2016-11-19T04:30:32,68.84,Shell Gas #171819,US,05,08,fuel,04/2023,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,63.41,,,,US,True,,,False,False
955604751,955604751,20000.0,20000.0,2016-12-02T12:47:54,56.04,Shell Gas #171819,US,05,08,fuel,04/2023,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,0.0,,,,US,True,,,False,False
955604751,955604751,20000.0,19943.96,2016-12-14T18:47:16,4.42,Apple iTunes,US,05,01,mobileapps,10/2029,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,56.04,,,,US,False,,,False,False
955604751,955604751,20000.0,19939.54,2016-12-17T10:50:43,56.04,Shell Gas #171819,US,05,08,fuel,04/2023,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,60.46,,,,US,True,,,False,False
955604751,955604751,20000.0,19883.5,2016-12-30T23:39:31,69.24,Shell Gas #171819,US,05,08,fuel,04/2023,2012-01-27,2012-01-27,645,645,9548,PURCHASE,,116.5,,,,US,True,,,False,False
