accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posEntryMode,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
797387625,797387625,7500.0,7500.0,2016-01-09T01:40:41,291.34,AMC #706324,US,US,01,entertainment,True,01/2032,2015-05-17,2015-05-17,722,722,2741,PURCHASE,,0.0,,,,,,,False,False
797387625,797387625,7500.0,7208.66,2016-01-10T10:08:37,107.45,AMC #724446,US,US,01,entertainment,True,08/2027,2015-05-17,2015-05-17,722,722,2741,PURCHASE,,291.34,,,,80,,,False,False
797387625,797387625,7500.0,7101.21,2016-01-20T19:08:08,131.92,EZ Putt Putt #804489,US,US,01,entertainment,False,12/2024,2015-05-17,2015-05-17,759,759,9881,PURCHASE,,398.79,,,,09,,,False,False
797387625,797387625,7500.0,6994.29,2016-02-08T11:02:31,82.04,oldnavy.com,US,US,08,online_retail,False,07/2031,2015-05-17,2015-05-17,722,722,2741,PURCHASE,,505.71,,,,02,,,False,False
797387625,797387625,7500.0,6912.25,2016-02-14T17:01:12,207.98,AMC #706324,US,US,01,entertainment,True,07/2032,2015-05-17,2015-05-17,722,722,2741,PURCHASE,,587.75,,,,05,,,False,False
797387625,797387625,7500.0,6704.27,2016-02-20T10:12:32,377.72,AMC #145832,US,US,01,entertainment,True,06/2025,2015-05-17,2015-05-17,722,722,2741,PURCHASE,,795.73,,,,02,,,False,False
797387625,797387625,7500.0,6351.55,2016-03-10T02:42:38,377.72,AMC #145832,US,US,01,entertainment,True,06/2025,2015-05-17,2015-05-17,722,722,2741,REVERSAL,,1148.45,,,,02,,,False,False
797387625,797387625,7500.0,6729.27,2016-03-11T09:26:45,111.08,EZ Putt Putt #804489,US,US,08,entertainment,True,09/2022,2015-05-17,2015-05-17,759,759,9881,PURCHASE,,770.73,,,,05,,,False,False
797387625,797387625,7500.0,6643.19,2016-04-29T13:08:07,89.75,AMC #79863,US,US,01,entertainment,True,06/2033,2015-05-17,2015-05-17,722,722,2741,PURCHASE,,856.81,,,,02,,,False,False
797387625,797387625,7500.0,6578.44,2016-07-01T01:02:45,129.59,oldnavy.com,US,US,01,online_retail,False,10/2025,2015-05-17,2015-05-17,722,722,2741,PURCHASE,,921.56,,,,90,,,False,False
797387625,797387625,7500.0,6473.85,2016-08-17T20:02:20,73.09,staples.com,US,US,08,online_retail,False,12/2023,2015-05-17,2015-05-17,759,759,9881,PURCHASE,,1026.15,,,,02,,,False,False
797387625,797387625,7500.0,6400.76,2016-08-19T00:10:37,43.41,AMC #606218,US,US,01,entertainment,True,09/2020,2015-05-17,2015-05-17,759,759,9881,PURCHASE,,1099.24,,,,90,,,False,False
797387625,797387625,7500.0,6357.35,2016-08-26T00:30:23,78.78,AMC #724446,US,US,08,entertainment,True,03/2021,2015-05-17,2015-05-17,759,759,9881,PURCHASE,,1142.65,,,,02,,,False,False
797387625,797387625,7500.0,6278.57,2016-08-29T19:27:55,11.08,AMC #552863,US,US,01,entertainment,True,11/2023,2015-05-17,2015-05-17,722,722,2741,PURCHASE,,1221.43,,,,05,,,False,False
797387625,797387625,7500.0,6292.49,2016-09-02T19:55:23,98.82,EZ Putt Putt #804489,US,US,01,entertainment,True,10/2028,2015-05-17,2015-05-17,759,759,9881,PURCHASE,,1207.51,,,,09,,,False,False
797387625,797387625,7500.0,6218.67,2016-11-19T19:17:27,47.2,sears.com,US,US,01,online_retail,False,10/2026,2015-05-17,2015-05-17,722,722,2741,PURCHASE,,1281.33,,,,02,,,False,False
797387625,797387625,7500.0,6196.47,2016-12-22T05:49:31,219.73,Regal Cinemas #05791,US,US,01,entertainment,True,03/2031,2015-05-17,2015-05-17,722,722,2741,PURCHASE,,1303.53,,,,05,,,False,False
