accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
571253802,571253802,15000.0,15000.0,2016-01-21T05:49:37,77.67,Wall Street Times,US,05,01,subscriptions,03/2029,2012-08-13,2012-08-13,781,781,5587,PURCHASE,,0.0,,,,,False,,,False,False
571253802,571253802,15000.0,14922.33,2016-01-22T03:15:56,46.5,Lyft,US,05,01,rideshare,04/2024,2012-08-13,2012-08-13,781,781,5587,PURCHASE,,77.67,,,,US,False,,,False,False
571253802,571253802,15000.0,14875.83,2016-01-22T18:02:11,417.03,Uber,US,02,01,rideshare,07/2027,2012-08-13,2012-08-13,641,641,7633,PURCHASE,,124.17,,,,US,False,,,False,False
571253802,571253802,15000.0,14483.8,2016-02-04T06:24:30,261.17,Lyft,US,05,01,rideshare,05/2025,2012-08-13,2012-08-13,641,641,7633,PURCHASE,,516.2,,,,US,False,,,False,False
571253802,571253802,15000.0,14222.63,2016-02-10T21:02:50,68.78,Lyft,US,09,08,rideshare,01/2027,2012-08-13,2012-08-13,641,641,7633,PURCHASE,,777.37,,,,US,False,,,False,False
571253802,571253802,15000.0,14153.85,2016-02-14T15:38:30,0.0,Lyft,US,02,01,rideshare,01/2030,2012-08-13,2012-08-13,641,641,7633,ADDRESS_VERIFICATION,,846.15,,,,US,False,,,False,False
571253802,571253802,15000.0,14153.85,2016-02-16T21:51:23,111.08,Oklahoma City Post,US,02,01,subscriptions,10/2020,2012-08-13,2012-08-13,641,641,7633,PURCHASE,,846.15,,,,US,False,,,False,False
571253802,571253802,15000.0,14067.77,2016-03-01T04:06:55,42.21,Uber,US,09,08,rideshare,11/2024,2012-08-13,2012-08-13,641,641,7633,PURCHASE,,932.23,,,,US,False,,,False,False
571253802,571253802,15000.0,14025.56,2016-03-29T19:17:16,37.28,Uber,US,09,08,rideshare,09/2021,2012-08-13,2012-08-13,641,641,7633,PURCHASE,,974.44,,,,US,False,,,False,False
571253802,571253802,15000.0,14013.28,2016-05-24T13:54:50,76.57,Uber,US,09,08,rideshare,10/2021,2012-08-13,2012-08-13,641,641,7633,PURCHASE,,986.72,,,,US,False,,,False,False
571253802,571253802,15000.0,13961.71,2016-06-04T05:27:13,251.08,Uber,US,90,08,rideshare,03/2020,2012-08-13,2012-08-13,781,781,5587,PURCHASE,,1038.29,,,,US,False,,,False,False
571253802,571253802,15000.0,13710.63,2016-06-07T13:32:29,42.8,Uber,US,02,08,rideshare,04/2027,2012-08-13,2012-08-13,781,781,5587,PURCHASE,,1289.37,,,,US,False,,,False,False
571253802,571253802,15000.0,13667.83,2016-06-18T13:40:29,100.06,Uber,US,02,01,rideshare,12/2028,2012-08-13,2012-08-13,641,641,7633,PURCHASE,,1332.17,,,,US,False,,,False,False
571253802,571253802,15000.0,13567.77,2016-06-21T11:48:51,389.45,NY News,US,02,01,subscriptions,01/2033,2012-08-13,2012-08-13,641,641,7633,PURCHASE,,1432.23,,,,US,False,,,False,False
571253802,571253802,15000.0,13178.32,2016-06-29T16:57:29,133.58,Seattle News,US,02,01,subscriptions,07/2028,2012-08-13,2012-08-13,781,781,5587,PURCHASE,,1821.68,,,,US,False,,,False,False
571253802,571253802,15000.0,13069.74,2016-07-22T04:06:26,70.96,Washington News,US,02,01,subscriptions,08/2026,2012-08-13,2012-08-13,781,781,5587,PURCHASE,,1930.26,,,,US,False,,,False,False
571253802,571253802,15000.0,12998.78,2016-07-22T14:32:15,249.85,Lyft,US,05,01,rideshare,02/2033,2012-08-13,2012-08-13,781,781,5587,PURCHASE,,2001.22,,,,US,False,,,False,False
571253802,571253802,15000.0,12773.93,2016-08-26T16:42:18,201.23,Lyft,US,05,08,rideshare,04/2033,2012-08-13,2012-08-13,641,641,7633,PURCHASE,,2226.07,,,,US,False,,,False,False
571253802,571253802,15000.0,12597.7,2016-09-06T06:01:09,79.36,Lyft,US,09,01,rideshare,08/2020,2012-08-13,2012-08-13,641,641,7633,PURCHASE,,2402.3,,,,US,False,,,False,False
