accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
198822479,198822479,10000.0,10000.0,2016-01-27T13:37:03,232.11,apple.com,US,US,05,01,online_retail,03/2032,2015-08-21,2015-08-21,857,857,3631,PURCHASE,True,,0.0,,,,False,,,False
198822479,198822479,10000.0,9792.89,2016-02-17T08:06:35,87.98,Planet Fitness #469218,US,US,05,01,health,03/2027,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,207.11,,,,False,,,False
198822479,198822479,10000.0,9704.91,2016-02-27T23:21:41,230.97,Golds Gym #546595,US,US,09,01,health,10/2027,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,295.09,,,,False,,,False
198822479,198822479,10000.0,9498.94,2016-04-08T23:55:33,58.06,1st Deli,US,US,05,01,food,08/2025,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,501.06,,,,True,,,False
198822479,198822479,10000.0,9440.88,2016-04-19T08:04:26,110.36,NYSC #404673,US,US,09,01,health,11/2030,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,559.12,,,,False,,,False
198822479,198822479,10000.0,9355.52,2016-05-04T14:39:47,28.91,Golds Gym #364682,US,US,02,01,health,09/2031,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,644.48,,,,True,,,False
198822479,198822479,10000.0,9326.61,2016-05-26T17:52:06,10.58,WSC #940909,US,US,09,01,health,09/2030,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,673.39,,,,False,,,False
198822479,198822479,10000.0,9316.03,2016-05-27T22:27:12,51.29,Walgreens #853025,US,US,05,01,health,02/2029,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,683.97,,,,False,,,False
198822479,198822479,10000.0,9289.74,2016-06-10T18:54:12,13.86,Planet Fitness #07369,US,US,09,01,health,07/2020,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,710.26,,,,False,,,False
198822479,198822479,10000.0,9300.88,2016-08-07T12:20:16,109.81,WSC #467811,US,US,05,01,health,12/2020,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,699.12,,,,True,,,False
198822479,198822479,10000.0,9216.07,2016-09-09T13:11:28,37.35,NYSC #194420,US,US,05,01,health,10/2025,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,783.93,,,,False,,,False
198822479,198822479,10000.0,9178.72,2016-09-11T12:59:41,22.58,Planet Fitness #160323,US,US,05,08,health,08/2032,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,821.28,,,,True,,,False
198822479,198822479,10000.0,9156.14,2016-09-15T23:58:27,238.01,Rock Weights #190263,US,US,09,01,health,09/2031,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,843.86,,,,False,,,False
198822479,198822479,10000.0,8918.13,2016-09-20T19:46:28,238.96,34th Pub,US,US,05,01,food,06/2021,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,1081.87,,,,True,,,False
198822479,198822479,10000.0,8679.17,2016-09-23T22:12:59,53.22,Rock Weights #643628,,US,09,01,health,09/2021,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,1320.83,,,,True,,,False
198822479,198822479,10000.0,8650.95,2016-10-16T06:07:33,20.65,1st Restaurant,US,US,05,01,food,02/2023,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,1349.05,,,,True,,,False
198822479,198822479,10000.0,8630.3,2016-10-17T00:24:55,117.78,sears.com,US,US,09,01,online_retail,11/2032,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,1369.7,,,,False,,,False
198822479,198822479,10000.0,8537.52,2016-12-27T20:13:19,12.06,hulu.com,US,US,02,01,online_subscriptions,01/2023,2015-08-21,2015-08-21,857,857,3631,PURCHASE,False,,1462.48,,,,False,,,False
