accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
634012537,634012537,500.0,500.0,2016-01-05T21:03:48,66.14,Uber,US,US,09,01,rideshare,02/2024,2015-11-02,2015-11-02,460,460,9637,PURCHASE,True,,0.0,,,,False,,,False
634012537,634012537,500.0,433.86,2016-01-29T23:52:28,17.02,Uber,US,US,05,01,rideshare,08/2026,2015-11-02,2015-11-02,100,100,1946,PURCHASE,False,,66.14,,,,False,,,False
634012537,634012537,500.0,416.84,2016-01-31T21:21:11,5.72,Lyft,US,US,02,01,rideshare,07/2025,2015-11-02,2015-11-02,896,896,450,PURCHASE,False,,83.16,,,,False,,,False
634012537,634012537,500.0,436.12,2016-02-12T10:02:44,8.6,34th BBQ #493821,US,US,09,08,food,05/2032,2015-11-02,2015-11-02,460,460,9637,PURCHASE,False,,63.88,,,,True,,,False
634012537,634012537,500.0,427.52,2016-02-12T23:27:11,66.5,Lyft,US,US,05,08,rideshare,03/2023,2015-11-02,2015-11-02,100,100,1946,PURCHASE,False,,72.48,,,,False,,,False
634012537,634012537,500.0,361.02,2016-02-14T16:30:01,15.3,sears.com,US,US,90,01,online_retail,01/2033,2015-11-02,2015-11-02,460,460,9637,PURCHASE,False,,138.98,,,,False,,,False
634012537,634012537,500.0,345.72,2016-02-15T19:13:30,182.06,Uber,US,US,05,01,rideshare,03/2028,2015-11-02,2015-11-02,100,100,1946,PURCHASE,False,,154.28,,,,False,,,False
634012537,634012537,500.0,163.66,2016-02-19T14:54:39,17.37,gap.com,US,US,05,01,online_retail,02/2023,2015-11-02,2015-11-02,100,100,1946,PURCHASE,False,,336.34,,,,False,,,False
634012537,634012537,500.0,171.29,2016-03-08T12:20:29,12.4,Uber,US,US,05,01,rideshare,05/2033,2015-11-02,2015-11-02,100,100,1946,PURCHASE,False,,328.71,,,,False,,,False
634012537,634012537,500.0,158.89,2016-03-19T06:27:25,60.74,Uptown Diner,US,US,09,08,food,05/2026,2015-11-02,2015-11-02,896,856,450,PURCHASE,False,,341.11,,,,True,,,False
634012537,634012537,500.0,98.15,2016-03-19T18:25:32,424.48,alibaba.com,US,US,09,01,online_retail,07/2022,2015-11-02,2015-11-02,100,100,1946,PURCHASE,False,,401.85,,,,False,,,False
634012537,634012537,500.0,414.6,2016-04-05T15:24:38,255.31,EZ Putt Putt #240241,US,US,05,01,entertainment,06/2026,2015-11-02,2015-11-02,896,896,450,PURCHASE,False,,85.4,,,,True,,,False
634012537,634012537,500.0,159.29,2016-04-08T19:46:24,5.55,Play Store,US,US,02,01,mobileapps,11/2023,2015-11-02,2015-11-02,460,460,9637,PURCHASE,False,,340.71,,,,False,,,False
634012537,634012537,500.0,153.74,2016-04-27T20:47:36,147.37,target.com,US,US,09,01,online_retail,10/2024,2015-11-02,2015-11-02,896,896,450,PURCHASE,False,,346.26,,,,False,,,False
634012537,634012537,500.0,399.34,2016-05-01T09:39:15,165.93,Lyft,US,US,05,08,rideshare,07/2024,2015-11-02,2015-11-02,896,896,450,PURCHASE,False,,100.66,,,,False,,,False
634012537,634012537,500.0,233.41,2016-05-10T08:23:10,5.55,Play Store,US,US,02,01,mobileapps,11/2023,2015-11-02,2015-11-02,460,460,9637,PURCHASE,False,,266.59,,,,False,,,False
634012537,634012537,500.0,227.86,2016-05-14T13:30:15,172.36,South Steakhouse #253522,US,US,05,08,food,03/2027,2015-11-02,2015-11-02,460,460,9637,PURCHASE,False,,272.14,,,,True,,,False
