accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,expirationDateKeyInMatch,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posOnPremises,recurringAuthInd,isFraud
112078688,112078688,7500.0,7500.0,2016-01-03T20:39:03,499.68,34th BBQ #493821,US,US,02,01,food,True,10/2020,2014-11-29,2014-11-29,439,439,4249,True,PURCHASE,,0.0,,,,,,False
112078688,112078688,7500.0,7000.32,2016-01-07T12:38:50,108.88,McDonalds #409846,US,US,02,01,fastfood,True,10/2020,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,499.68,,,,,,False
112078688,112078688,7500.0,6891.44,2016-01-11T18:04:49,14.74,Quizno's #696130,US,US,02,01,fastfood,True,03/2024,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,608.56,,,,,,False
112078688,112078688,7500.0,6876.7,2016-01-22T19:56:11,123.31,Wendys #998169,US,US,09,01,fastfood,True,01/2029,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,623.3,,,,,,False
112078688,112078688,7500.0,6753.39,2016-01-29T06:50:14,420.35,Burger King #627282,US,US,02,01,fastfood,True,05/2023,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,746.61,,,,,,False
112078688,112078688,7500.0,6333.04,2016-01-29T12:10:18,52.88,KFC #240649,US,US,02,08,fastfood,True,05/2031,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,1166.96,,,,,,False
112078688,112078688,7500.0,6305.16,2016-02-09T05:13:44,195.4,Krispy Kreme #51392,US,US,09,08,fastfood,True,06/2022,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,1194.84,,,,,,False
112078688,112078688,7500.0,6109.76,2016-02-09T10:34:53,30.88,KFC #599920,US,US,05,01,fastfood,True,08/2023,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,1390.24,,,,,,False
112078688,112078688,7500.0,6078.88,2016-02-10T07:50:40,119.47,Domino's Pizza #514430,US,US,02,01,fastfood,True,11/2028,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,1421.12,,,,,,False
112078688,112078688,7500.0,5959.41,2016-02-11T17:23:41,469.26,AMC #724446,US,US,05,01,entertainment,True,11/2032,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,1540.59,,,,,,False
112078688,112078688,7500.0,5490.15,2016-02-13T09:29:06,315.0,Quizno's #44090,US,US,02,01,fastfood,True,06/2033,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,2009.85,,,,,,False
112078688,112078688,7500.0,5175.15,2016-02-13T10:59:54,164.06,In-N-Out #612798,US,US,05,01,fastfood,True,07/2027,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,2324.85,,,,,,False
112078688,112078688,7500.0,5011.09,2016-02-14T19:15:23,250.41,Burger King #911143,MEX,MEX,05,01,fastfood,True,08/2024,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,2488.91,,,,,,False
112078688,112078688,7500.0,4760.68,2016-02-26T05:28:11,54.56,Subway #923262,US,US,02,01,fastfood,True,01/2020,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,2739.32,,,,,,False
112078688,112078688,7500.0,4706.12,2016-02-28T20:25:22,43.19,Quizno's #602023,US,US,09,01,fastfood,True,09/2029,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,2793.88,,,,,,False
112078688,112078688,7500.0,4687.93,2016-03-13T00:43:49,431.77,Krispy Kreme #563567,US,US,05,08,fastfood,True,10/2022,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,2812.07,,,,,,False
112078688,112078688,7500.0,4256.16,2016-03-17T22:48:35,694.32,Subway #807580,US,US,05,01,fastfood,True,10/2020,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,3243.84,,,,,,False
112078688,112078688,7500.0,3561.84,2016-03-29T08:34:30,45.4,Domino's Pizza #225172,US,US,05,01,fastfood,True,10/2026,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,3938.16,,,,,,False
112078688,112078688,7500.0,3516.44,2016-03-30T08:53:53,23.08,Franks Pub #87366,US,US,05,01,food,True,09/2021,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,3983.56,,,,,,False
112078688,112078688,7500.0,3518.36,2016-04-01T10:32:41,76.18,Wendys #663947,US,US,02,01,fastfood,True,08/2022,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,3981.64,,,,,,False
112078688,112078688,7500.0,3442.18,2016-04-08T08:15:54,568.13,Shake Shack #516243,US,US,09,01,fastfood,True,06/2027,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,4057.82,,,,,,False
112078688,112078688,7500.0,2874.05,2016-04-09T04:50:41,27.86,Franks Pub #960098,US,US,02,01,food,True,06/2033,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,4625.95,,,,,,False
112078688,112078688,7500.0,2846.19,2016-04-09T05:35:29,285.38,Krispy Kreme #375200,US,US,02,08,fastfood,True,07/2027,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,4653.81,,,,,,False
112078688,112078688,7500.0,2560.81,2016-04-10T12:47:41,17.21,Subway #339213,US,US,09,01,fastfood,True,06/2023,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,4939.19,,,,,,False
112078688,112078688,7500.0,2543.6,2016-04-13T03:08:03,6.4,Hardee's #533765,US,US,02,08,fastfood,True,01/2020,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,4956.4,,,,,,False
112078688,112078688,7500.0,2537.2,2016-04-17T21:01:20,175.38,Taco Bell #715722,US,US,05,01,fastfood,False,04/2032,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,4962.8,,,,,,False
112078688,112078688,7500.0,2361.82,2016-04-19T22:08:00,211.42,Subway #902211,US,US,09,01,fastfood,True,12/2029,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,5138.18,,,,,,False
112078688,112078688,7500.0,2150.4,2016-04-22T07:24:43,146.22,Ray's Fries #24425,US,US,05,01,food,True,09/2023,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,5349.6,,,,,,False
112078688,112078688,7500.0,2004.18,2016-04-27T05:47:24,10.15,Wendys #112329,US,US,09,01,fastfood,True,10/2023,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,5495.82,,,,,,False
112078688,112078688,7500.0,1994.03,2016-04-27T23:22:15,453.51,Domino's Pizza #347016,US,US,05,01,fastfood,True,01/2022,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,5505.97,,,,,,False
112078688,112078688,7500.0,1540.52,2016-04-30T10:03:07,14.53,Auntie Anne's #871300,US,US,05,01,fastfood,True,07/2031,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,5959.48,,,,,,False
112078688,112078688,7500.0,1550.99,2016-05-01T14:12:46,211.42,Subway #902211,US,US,09,01,fastfood,True,12/2029,2014-11-29,2014-11-29,588,588,4840,False,REVERSAL,,5949.01,,,,,,False
112078688,112078688,7500.0,1762.41,2016-05-05T20:44:53,18.88,Dunkin' Donuts #740199,US,US,09,01,fastfood,True,09/2027,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,5737.59,,,,,,False
112078688,112078688,7500.0,1743.53,2016-05-07T03:28:53,43.93,Franks Pub #934222,US,US,80,01,food,True,02/2030,2014-11-29,2014-11-29,439,439,4249,False,PURCHASE,,5756.47,,,,,,False
112078688,112078688,7500.0,1699.6,2016-05-09T01:22:23,167.09,AMC #692956,US,US,02,01,entertainment,True,04/2030,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,5800.4,,,,,,False
112078688,112078688,7500.0,1532.51,2016-05-10T10:55:37,384.74,AMC #128743,US,US,05,01,entertainment,True,08/2028,2014-11-29,2014-11-29,588,588,4840,False,PURCHASE,,5967.49,,,,,,False
112078688,112078688,7500.0,1147.77,2016-05-11T13:01:18,57.19,Best Deli #329705,US,US,05,01,food,True,06/2026,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,6352.23,,,,,,False
112078688,112078688,7500.0,1090.58,2016-05-11T13:01:28,57.19,Best Deli #329705,US,US,05,01,food,True,06/2026,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,6409.42,,,,,,False
112078688,112078688,7500.0,1033.39,2016-05-11T13:02:26,57.19,Best Deli #329705,US,US,05,01,food,True,06/2026,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,6466.61,,,,,,False
112078688,112078688,7500.0,976.2,2016-05-13T22:09:45,126.81,Hardee's #998351,US,US,09,01,fastfood,True,10/2025,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,6523.8,,,,,,False
112078688,112078688,7500.0,849.39,2016-05-15T17:11:23,9.23,In-N-Out #08453,US,US,02,01,fastfood,True,05/2020,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,6650.61,,,,,,False
112078688,112078688,7500.0,840.16,2016-05-28T00:26:08,357.67,Quizno's #205329,US,US,05,01,fastfood,True,03/2024,2014-11-29,2016-05-10,588,588,4840,False,PURCHASE,,6659.84,,,,,,False
112078688,112078688,7500.0,482.49,2016-05-28T01:46:52,1268.63,Taco Bell #164602,US,US,09,08,fastfood,True,12/2021,2014-11-29,2016-05-10,588,588,4840,False,PURCHASE,,7017.51,,,,,,False
112078688,112078688,7500.0,4408.73,2016-05-28T02:11:00,9.64,John's Cafe,US,US,09,01,food,True,02/2024,2014-11-29,2016-05-10,588,588,4840,False,PURCHASE,,3091.27,,,,,,False
112078688,112078688,7500.0,4399.09,2016-05-28T18:52:36,205.47,EZ Putt Putt #551896,US,US,02,01,entertainment,True,12/2029,2014-11-29,2016-05-10,588,588,4840,False,PURCHASE,,3100.91,,,,,,False
112078688,112078688,7500.0,4218.62,2016-06-13T12:41:42,28.26,South Steakhouse #378389,US,US,09,01,food,True,07/2020,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,3281.38,,,,,,False
112078688,112078688,7500.0,4190.36,2016-06-17T12:52:03,127.17,Quizno's #351628,US,US,09,08,fastfood,True,08/2023,2014-11-29,2016-05-10,588,588,4840,False,PURCHASE,,3309.64,,,,,,False
112078688,112078688,7500.0,4063.19,2016-06-17T14:47:23,48.9,Wendys #337732,US,US,02,01,fastfood,True,05/2022,2014-11-29,2016-05-10,588,588,4840,False,PURCHASE,,3436.81,,,,,,False
112078688,112078688,7500.0,4014.29,2016-06-20T21:21:23,16.88,EZ Putt Putt #804489,US,US,09,01,entertainment,True,07/2025,2014-11-29,2016-05-10,588,588,4840,False,PURCHASE,,3485.71,,,,,,False
112078688,112078688,7500.0,3997.41,2016-06-22T15:27:11,329.7,Auntie Anne's #681669,US,US,09,01,fastfood,True,02/2030,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,3502.59,,,,,,False
112078688,112078688,7500.0,3667.71,2016-06-25T10:34:31,177.48,Taco Bell #611130,US,US,05,08,fastfood,True,08/2022,2014-11-29,2016-05-10,588,588,4840,False,PURCHASE,,3832.29,,,,,,False
112078688,112078688,7500.0,3490.23,2016-06-28T09:43:13,240.89,Dunkin' Donuts #65877,US,US,02,08,fastfood,True,09/2028,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,4009.77,,,,,,False
112078688,112078688,7500.0,3249.34,2016-06-29T02:57:46,39.17,Best Deli #329705,US,US,09,01,food,True,03/2031,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,4250.66,,,,,,False
112078688,112078688,7500.0,3235.17,2016-07-01T10:31:27,55.93,Burger King #497325,US,US,02,01,fastfood,True,02/2023,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,4264.83,,,,,,False
112078688,112078688,7500.0,3179.24,2016-07-02T09:25:07,224.92,Hardee's #275916,US,US,09,08,fastfood,True,10/2030,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,4320.76,,,,,,False
112078688,112078688,7500.0,2954.32,2016-07-04T20:48:17,12.55,In-N-Out #612798,US,US,02,01,fastfood,True,04/2028,2014-11-29,2016-05-10,588,588,4840,False,PURCHASE,,4545.68,,,,,,False
112078688,112078688,7500.0,2941.77,2016-07-08T17:07:15,351.53,Wendys #435577,US,US,90,08,fastfood,True,02/2029,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,4558.23,,,,,,False
112078688,112078688,7500.0,2590.24,2016-07-09T21:09:29,202.85,EZ Putt Putt #982199,US,US,09,01,entertainment,False,08/2021,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,4909.76,,,,,,False
112078688,112078688,7500.0,2387.39,2016-07-16T00:07:52,300.95,Subway #251733,US,US,09,01,fastfood,True,10/2023,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,5112.61,,,,,,False
112078688,112078688,7500.0,2086.44,2016-07-21T18:25:18,38.49,Uptown Steakhouse,US,US,05,01,food,True,02/2030,2014-11-29,2016-05-10,588,588,4840,False,PURCHASE,,5413.56,,,,,,False
112078688,112078688,7500.0,2047.95,2016-07-31T03:31:20,166.2,Domino's Pizza #643011,US,US,90,01,fastfood,True,01/2031,2014-11-29,2016-05-10,588,588,4840,False,PURCHASE,,5452.05,,,,,,False
112078688,112078688,7500.0,1906.75,2016-08-01T23:14:01,162.51,Subway #185290,US,US,09,01,fastfood,True,08/2030,2014-11-29,2016-05-10,588,588,4840,False,PURCHASE,,5593.25,,,,,,False
112078688,112078688,7500.0,1744.24,2016-08-03T18:23:58,460.04,Krispy Kreme #420031,US,US,09,08,fastfood,True,12/2032,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,5755.76,,,,,,False
112078688,112078688,7500.0,1284.2,2016-08-16T21:07:46,107.4,Hardee's #622001,US,US,02,01,fastfood,True,10/2026,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,6215.8,,,,,,False
112078688,112078688,7500.0,1176.8,2016-08-26T18:55:02,396.41,Arbys #412890,US,US,02,08,fastfood,True,12/2019,2014-11-29,2016-05-10,439,439,4249,False,PURCHASE,,6323.2,,,,,,False
