accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
274518271,274518271,250.0,250.0,2016-01-23T19:30:27,27.05,Regal Cinemas #729464,US,05,01,entertainment,True,12/2032,2013-11-30,2013-11-30,869,869,9107,PURCHASE,,0.0,,,,,,,False,False
274518271,274518271,250.0,247.95,2016-03-16T07:46:10,73.9,sears.com,US,09,01,online_retail,False,08/2030,2013-11-30,2013-11-30,869,869,9107,PURCHASE,,2.05,,,,US,,,False,False
274518271,274518271,250.0,199.05,2016-04-05T03:38:24,6.04,Play Store,US,05,01,mobileapps,False,02/2030,2013-11-30,2013-11-30,202,202,8503,PURCHASE,,50.95,,,,US,,,False,False
274518271,274518271,250.0,193.01,2016-04-15T22:24:35,0.0,AMC #128743,US,05,01,entertainment,False,02/2021,2013-11-30,2013-11-30,869,869,9107,ADDRESS_VERIFICATION,,56.99,,,,US,,,False,False
274518271,274518271,250.0,193.01,2016-04-16T15:27:44,86.13,cheapfast.com,US,05,08,online_retail,False,08/2031,2013-11-30,2013-11-30,869,869,9107,PURCHASE,,56.99,,,,US,,,False,False
274518271,274518271,250.0,131.88,2016-05-06T04:35:11,6.04,Play Store,US,05,01,mobileapps,False,02/2030,2013-11-30,2013-11-30,202,202,8503,PURCHASE,,118.12,,,,US,,,False,False
274518271,274518271,250.0,125.84,2016-05-20T23:14:49,70.35,Rodeway Inn #368799,US,09,01,hotels,True,12/2029,2013-11-30,2013-11-30,202,202,8503,PURCHASE,,124.16,,,,US,,,False,False
274518271,274518271,250.0,80.49000000000001,2016-06-06T06:47:12,6.04,Play Store,US,05,01,mobileapps,False,02/2030,2013-11-30,2013-11-30,202,202,8503,PURCHASE,,169.51,,,,US,,,False,False
274518271,274518271,250.0,74.45,2016-06-18T10:49:52,57.92,EZ Putt Putt #551896,CAN,09,01,entertainment,True,06/2026,2013-11-30,2013-11-30,202,202,8503,PURCHASE,,175.55,,,,CAN,,,False,False
274518271,274518271,250.0,41.53,2016-07-07T04:34:00,6.04,Play Store,US,05,01,mobileapps,False,02/2030,2013-11-30,2013-11-30,202,202,8503,PURCHASE,,208.47,,,,US,,,False,False
274518271,274518271,250.0,35.49,2016-07-07T09:59:41,441.36,apple.com,US,05,01,online_retail,False,10/2021,2013-11-30,2013-11-30,869,869,9107,PURCHASE,,214.51,,,,US,,,False,False
274518271,274518271,250.0,3.8500000000000014,2016-08-06T15:13:17,6.04,Play Store,US,05,01,mobileapps,False,02/2030,2013-11-30,2013-11-30,202,202,8503,PURCHASE,,246.15,,,,US,,,False,False
274518271,274518271,250.0,250.0,2016-09-05T18:49:39,6.04,Play Store,US,05,01,mobileapps,False,02/2030,2013-11-30,2013-11-30,202,202,8503,PURCHASE,,0.0,,,,US,,,False,False
274518271,274518271,250.0,250.0,2016-10-07T15:55:15,6.04,Play Store,US,05,01,mobileapps,False,02/2030,2013-11-30,2013-11-30,202,202,8503,PURCHASE,,0.0,,,,US,,,False,False
274518271,274518271,250.0,250.0,2016-11-05T15:44:19,575.42,staples.com,US,05,01,online_retail,False,07/2021,2013-11-30,2013-11-30,869,869,9107,PURCHASE,,0.0,,,,US,,,False,False
274518271,274518271,250.0,-135.43,2016-11-08T12:32:03,6.04,Play Store,US,05,01,mobileapps,False,02/2030,2013-11-30,2013-11-30,202,202,8503,PURCHASE,,385.43,,,,US,,,False,False
274518271,274518271,250.0,250.0,2016-12-09T02:27:58,6.04,Play Store,US,05,01,mobileapps,False,02/2030,2013-11-30,2013-11-30,202,202,8503,PURCHASE,,0.0,,,,US,,,False,False
