accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posEntryMode,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
290288534,290288534,7500.0,7500.0,2016-01-03T21:46:16,53.42,Next Day eCards,US,US,01,online_gifts,05/2021,2014-04-21,2014-04-21,714,714,6719,PURCHASE,,0.0,,,,,False,,,False,False
290288534,290288534,7500.0,7446.58,2016-01-06T13:47:56,4.29,Next Day eCards,US,US,01,online_gifts,05/2022,2014-04-21,2014-04-21,714,714,6719,PURCHASE,,53.42,,,,09,False,,,False,False
290288534,290288534,7500.0,7442.29,2016-01-14T06:35:57,10.92,walmart.com,US,US,01,online_retail,03/2033,2014-04-21,2014-04-21,848,848,2861,PURCHASE,,57.71,,,,09,False,,,False,False
290288534,290288534,7500.0,7500.0,2016-02-19T10:22:42,586.41,apple.com,US,US,01,online_retail,12/2031,2014-04-21,2014-04-21,848,848,2861,PURCHASE,,0.0,,,,09,False,,,False,False
290288534,290288534,7500.0,7500.0,2016-04-28T01:13:02,174.77,Mobile eCards,US,US,08,online_gifts,07/2029,2014-04-21,2014-04-21,848,848,2861,PURCHASE,,0.0,,,,05,False,,,False,False
290288534,290288534,7500.0,7500.0,2016-05-24T23:46:26,86.95,alibaba.com,US,US,01,online_retail,06/2029,2014-04-21,2014-04-21,848,848,2861,PURCHASE,,0.0,,,,02,False,,,False,False
290288534,290288534,7500.0,7413.05,2016-05-28T08:31:08,164.21,Fresh Flowers,US,US,01,online_gifts,01/2024,2014-04-21,2014-04-21,848,848,2861,PURCHASE,,86.95,,,,05,False,,,False,False
290288534,290288534,7500.0,7248.84,2016-05-31T13:51:15,190.96,gap.com,US,US,01,online_retail,03/2027,2014-04-21,2014-04-21,848,848,2861,PURCHASE,,251.16,,,,05,False,,,False,False
290288534,290288534,7500.0,7057.88,2016-05-31T13:53:18,190.96,gap.com,US,US,01,online_retail,03/2027,2014-04-21,2014-04-21,848,848,2861,PURCHASE,,442.12,,,,05,False,,,False,False
290288534,290288534,7500.0,7500.0,2016-07-15T09:24:36,41.68,discount.com,US,US,01,online_retail,10/2022,2014-04-21,2014-04-21,848,848,2861,PURCHASE,,0.0,,,,05,False,,,False,False
290288534,290288534,7500.0,7500.0,2016-08-13T17:53:23,31.6,Blue Mountain eCards,US,US,01,online_gifts,02/2032,2014-04-21,2014-04-21,848,848,2861,PURCHASE,,0.0,,,,02,False,,,False,False
290288534,290288534,7500.0,7500.0,2016-09-25T02:54:34,16.78,Next Day eCards,US,US,01,online_gifts,12/2025,2014-04-21,2014-04-21,714,714,6719,PURCHASE,,0.0,,,,05,False,,,False,False
290288534,290288534,7500.0,7500.0,2016-11-23T14:21:23,628.67,Blue Mountain Online Services,US,US,01,online_gifts,01/2032,2014-04-21,2014-04-21,848,848,2861,PURCHASE,,0.0,,,,02,False,,,False,False
290288534,290288534,7500.0,7500.0,2016-12-22T00:28:10,99.65,oldnavy.com,US,US,08,online_retail,03/2032,2014-04-21,2014-04-21,848,848,2861,PURCHASE,,0.0,,,,09,False,,,False,False
290288534,290288534,7500.0,7400.35,2016-12-22T10:09:34,162.03,ebay.com,US,US,08,online_retail,04/2026,2014-04-21,2014-04-21,714,714,6719,PURCHASE,,99.65,,,,02,False,,,False,False
