accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,transactionAmount,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
301860230,301860230,7500.0,7500.0,2016-01-09T15:51:35,sears.com,US,US,05,01,online_retail,01/2028,2008-03-26,2008-03-26,787,787,9153,ADDRESS_VERIFICATION,,0.0,0.0,,,,False,,,False,False
301860230,301860230,7500.0,7500.0,2016-01-10T19:02:29,apple.com,US,US,05,01,online_retail,04/2029,2008-03-26,2008-03-26,787,787,9153,PURCHASE,,0.0,166.25,,,,False,,,False,False
301860230,301860230,7500.0,7333.75,2016-01-26T15:04:36,Fresh Flowers,US,US,05,08,online_gifts,11/2021,2008-03-26,2008-03-26,787,787,9153,PURCHASE,,166.25,33.33,,,,False,,,False,False
301860230,301860230,7500.0,7500.0,2016-02-05T07:02:59,oldnavy.com,US,US,02,01,online_retail,06/2027,2008-03-26,2008-03-26,787,787,9153,PURCHASE,,0.0,48.17,,,,False,,,False,False
301860230,301860230,7500.0,7451.83,2016-02-05T21:39:15,Fresh eCards,US,US,05,01,online_gifts,10/2028,2008-03-26,2008-03-26,787,787,9153,PURCHASE,,48.17,248.35,,,,False,,,False,False
301860230,301860230,7500.0,7203.48,2016-02-09T11:37:05,amazon.com,US,US,05,01,online_retail,11/2024,2008-03-26,2008-03-26,787,787,9153,PURCHASE,,296.52,52.64,,,,False,,,False,False
301860230,301860230,7500.0,7150.84,2016-02-16T12:40:33,Lyft,US,US,09,08,rideshare,03/2033,2008-03-26,2008-03-26,787,787,9153,PURCHASE,,349.16,120.55,,,,False,,,False,True
301860230,301860230,7500.0,7030.29,2016-02-19T04:47:27,discount.com,US,US,02,01,online_retail,02/2030,2008-03-26,2008-03-26,787,787,9153,PURCHASE,,469.71,159.26,,,,False,,,False,False
301860230,301860230,7500.0,6871.03,2016-02-19T16:55:07,apple.com,US,US,09,01,online_retail,01/2023,2008-03-26,2008-03-26,787,787,9153,PURCHASE,,628.97,359.8,,,,False,,,False,False
301860230,301860230,7500.0,7500.0,2016-03-16T20:00:53,staples.com,US,US,09,08,online_retail,06/2024,2008-03-26,2008-03-26,787,787,9153,PURCHASE,,0.0,123.17,,,,False,,,False,False
301860230,301860230,7500.0,7376.83,2016-03-27T03:49:36,cheapfast.com,US,US,09,08,online_retail,03/2033,2008-03-26,2008-03-26,787,787,9153,PURCHASE,,123.17,387.1,,,,False,,,False,False
301860230,301860230,7500.0,6989.73,2016-03-28T03:32:15,discount.com,US,US,05,01,online_retail,09/2026,2008-03-26,2008-03-26,787,787,9153,PURCHASE,,510.27,395.11,,,,False,,,False,False
301860230,301860230,7500.0,7500.0,2016-04-18T13:46:09,Wendys #928763,US,US,09,01,fastfood,10/2027,2008-03-26,2008-03-26,787,787,9153,ADDRESS_VERIFICATION,,0.0,0.0,,,,False,,,False,False
