accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posEntryMode,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
413425884,413425884,15000.0,15000.0,2016-01-01T01:11:56,28.82,Burger King #651216,US,US,08,fastfood,True,03/2032,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,0.0,,,,,,,False,False
413425884,413425884,15000.0,14971.18,2016-01-01T02:16:53,83.87,McDonalds #699366,US,US,01,fastfood,True,07/2031,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,28.82,,,,05,,,False,False
413425884,413425884,15000.0,14887.31,2016-01-01T03:06:05,219.85,Wendys #477614,US,US,01,fastfood,True,06/2023,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,112.69,,,,05,,,False,False
413425884,413425884,15000.0,14667.46,2016-01-01T03:24:25,29.4,ebay.com,US,US,08,online_retail,False,10/2022,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,332.54,,,,02,,,False,False
413425884,413425884,15000.0,14638.06,2016-01-01T05:25:29,22.61,Pizza Hut #213060,US,US,08,fastfood,True,03/2027,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,361.94,,,,09,,,False,False
413425884,413425884,15000.0,14615.45,2016-01-01T17:51:21,138.3,Dunkin' Donuts #242943,US,US,01,fastfood,True,02/2027,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,384.55,,,,05,,,False,False
413425884,413425884,15000.0,14477.15,2016-01-01T19:59:37,245.9,Auntie Anne's #228585,US,US,01,fastfood,True,04/2032,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,522.85,,,,05,,,False,False
413425884,413425884,15000.0,14231.25,2016-01-02T02:46:30,376.98,oldnavy.com,US,US,08,online_retail,False,09/2028,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,768.75,,,,05,,,False,False
413425884,413425884,15000.0,13854.27,2016-01-02T09:48:00,8.28,Taco Bell #256555,US,US,01,fastfood,True,03/2021,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,1145.73,,,,02,,,False,False
413425884,413425884,15000.0,13845.99,2016-01-03T21:40:08,9.46,KFC #04517,US,US,01,fastfood,True,01/2020,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,1154.01,,,,05,,,False,False
413425884,413425884,15000.0,13836.53,2016-01-04T06:15:52,24.42,Hardee's #274078,US,US,01,fastfood,True,10/2027,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,1163.47,,,,05,,,False,False
413425884,413425884,15000.0,13812.11,2016-01-04T10:52:23,45.42,Shake Shack #235531,US,US,08,fastfood,True,05/2025,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,1187.89,,,,05,,,False,False
413425884,413425884,15000.0,13766.69,2016-01-04T23:17:23,389.86,Subway #577012,US,US,01,fastfood,True,03/2026,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,1233.31,,,,02,,,False,False
413425884,413425884,15000.0,13376.83,2016-01-05T13:58:13,35.47,Hardee's #978815,US,US,08,fastfood,True,08/2029,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,1623.17,,,,02,,,False,False
413425884,413425884,15000.0,13341.36,2016-01-05T21:46:52,258.51,Wendys #321988,US,US,01,fastfood,True,08/2020,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,1658.64,,,,05,,,False,False
413425884,413425884,15000.0,13082.85,2016-01-05T21:48:52,258.51,Wendys #321988,US,US,01,fastfood,True,08/2020,2015-07-18,2015-07-18,679,679,3549,REVERSAL,,1917.15,,,,05,,,False,False
413425884,413425884,15000.0,13341.36,2016-01-06T18:47:20,258.14,Wendys #503235,US,US,08,fastfood,True,10/2021,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,1658.64,,,,02,,,False,False
413425884,413425884,15000.0,13083.22,2016-01-07T03:11:26,137.21,Domino's Pizza #153908,,US,01,fastfood,True,09/2029,2015-07-18,2015-07-18,679,679,3549,PURCHASE,,1916.78,,,,80,,,False,False
