accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
891304779,891304779,5000.0,5000.0,2016-01-13T13:40:47,28.65,EZ Putt Putt #982199,US,US,05,08,entertainment,True,12/2032,2015-07-29,2015-07-29,779,779,8316,PURCHASE,True,,0.0,,,,,,False
891304779,891304779,5000.0,4971.35,2016-01-27T20:46:34,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,28.65,,,,,,False
891304779,891304779,5000.0,5000.0,2016-02-10T10:18:40,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,0.0,,,,,,False
891304779,891304779,5000.0,4968.95,2016-02-24T06:50:16,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,31.05,,,,,,False
891304779,891304779,5000.0,5000.0,2016-03-08T13:22:15,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,0.0,,,,,,False
891304779,891304779,5000.0,4968.95,2016-03-23T04:10:20,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,31.05,,,,,,False
891304779,891304779,5000.0,5000.0,2016-04-06T15:37:29,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,0.0,,,,,,False
891304779,891304779,5000.0,4968.95,2016-04-19T20:42:31,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,31.05,,,,,,False
891304779,891304779,5000.0,5000.0,2016-05-04T10:04:17,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,0.0,,,,,,False
891304779,891304779,5000.0,4968.95,2016-05-18T14:56:55,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,31.05,,,,,,False
891304779,891304779,5000.0,5000.0,2016-06-01T21:39:21,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,0.0,,,,,,False
891304779,891304779,5000.0,4968.95,2016-06-15T10:01:55,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,31.05,,,,,,False
891304779,891304779,5000.0,4937.9,2016-06-28T12:06:51,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,62.1,,,,,,False
891304779,891304779,5000.0,5000.0,2016-07-13T07:22:02,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,0.0,,,,,,False
891304779,891304779,5000.0,4968.95,2016-07-28T04:34:14,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,31.05,,,,,,False
891304779,891304779,5000.0,5000.0,2016-08-11T01:21:40,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,0.0,,,,,,False
891304779,891304779,5000.0,4968.95,2016-08-24T02:55:09,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,31.05,,,,,,False
891304779,891304779,5000.0,5000.0,2016-09-08T02:40:47,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,0.0,,,,,,False
891304779,891304779,5000.0,4968.95,2016-09-22T16:56:37,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,31.05,,,,,,False
891304779,891304779,5000.0,5000.0,2016-10-06T14:25:32,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,0.0,,,,,,False
891304779,891304779,5000.0,4968.95,2016-10-20T04:57:06,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,31.05,,,,,,False
891304779,891304779,5000.0,5000.0,2016-11-02T05:04:26,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,0.0,,,,,,False
891304779,891304779,5000.0,4968.95,2016-11-16T15:56:56,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,31.05,,,,,,False
891304779,891304779,5000.0,4937.9,2016-11-30T12:43:56,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,62.1,,,,,,False
891304779,891304779,5000.0,5000.0,2016-12-14T06:51:42,31.05,Curves #132685,US,US,02,08,gym,False,05/2029,2015-07-29,2015-07-29,779,779,8316,PURCHASE,False,,0.0,,,,,,False
