accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,transactionAmount,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
995319521,995319521,5000.0,5000.0,2016-01-11T15:02:19,Renaissance Hotel #372905,PR,PR,05,01,hotels,05/2025,2015-11-20,2015-11-20,975,975,7449,ADDRESS_VERIFICATION,,0.0,0.0,,,,False,,,False,False
995319521,995319521,5000.0,5000.0,2016-01-22T01:30:59,discount.com,US,US,09,08,online_retail,01/2030,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,0.0,73.84,,,,False,,,False,False
995319521,995319521,5000.0,4951.16,2016-02-10T10:22:37,oldnavy.com,US,US,09,01,online_retail,09/2023,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,48.84,29.01,,,,False,,,False,False
995319521,995319521,5000.0,4922.15,2016-02-25T04:33:45,Chicago News,US,US,05,01,subscriptions,07/2024,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,77.85,203.19,,,,False,,,False,False
995319521,995319521,5000.0,4743.96,2016-04-10T12:58:21,Hilton Hotels #151328,US,US,02,08,hotels,01/2028,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,256.04,49.22,,,,True,,,False,False
995319521,995319521,5000.0,4694.74,2016-04-18T15:36:56,Rodeway Inn #88756,US,US,05,01,hotels,04/2027,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,305.26,124.02,,,,True,,,False,False
995319521,995319521,5000.0,4570.72,2016-04-18T15:38:56,Rodeway Inn #88756,US,US,05,01,hotels,04/2027,2015-11-20,2015-11-20,975,975,7449,REVERSAL,,429.28,124.02,,,,True,,,False,False
995319521,995319521,5000.0,4694.74,2016-04-26T17:27:47,Dallas Post,US,US,09,01,subscriptions,09/2021,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,305.26,142.04,,,,True,,,False,False
995319521,995319521,5000.0,4552.7,2016-04-28T14:51:08,Seattle Times,US,US,09,08,subscriptions,09/2027,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,447.3,264.87,,,,True,,,False,False
995319521,995319521,5000.0,4312.83,2016-05-18T03:32:13,NY News,US,US,09,08,subscriptions,10/2029,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,687.17,126.32,,,,True,,,False,False
995319521,995319521,5000.0,4211.51,2016-06-05T01:09:14,Washington Post,US,US,05,08,subscriptions,04/2024,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,788.49,19.57,,,,False,,,False,False
995319521,995319521,5000.0,4191.94,2016-06-06T22:28:46,ebay.com,US,US,02,01,online_retail,07/2027,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,808.06,24.72,,,,False,,,False,False
995319521,995319521,5000.0,4167.22,2016-06-25T07:10:40,Hyatt House #464602,US,US,09,01,hotels,07/2028,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,832.78,102.17,,,,True,,,False,False
995319521,995319521,5000.0,4065.05,2016-06-30T10:33:27,Washington Times,US,US,09,08,subscriptions,03/2023,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,934.95,53.95,,,,False,,,False,False
995319521,995319521,5000.0,4036.1,2016-07-06T06:45:39,NY News,US,US,02,01,subscriptions,03/2028,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,963.9,46.87,,,,True,,,False,False
995319521,995319521,5000.0,4014.23,2016-08-08T04:06:44,Regal Cinemas #276341,US,US,09,01,entertainment,08/2025,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,985.77,103.23,,,,True,,,False,False
995319521,995319521,5000.0,3936.0,2016-09-11T19:44:13,apple.com,US,US,02,01,online_retail,02/2027,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,1064.0,290.12,,,,False,,,False,False
995319521,995319521,5000.0,3645.88,2016-09-19T14:55:18,EZ Putt Putt #40513,US,US,02,08,entertainment,01/2025,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,1354.12,185.47,,,,True,,,False,False
995319521,995319521,5000.0,3460.41,2016-09-20T18:34:31,Hilton Hotels #363589,US,US,02,01,hotels,08/2021,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,1539.59,0.05,,,,False,,,False,False
995319521,995319521,5000.0,3485.36,2016-12-07T13:57:11,Washington Post,US,US,05,08,subscriptions,10/2032,2015-11-20,2015-11-20,975,975,7449,PURCHASE,,1514.64,96.33,,,,True,,,False,False
