accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
729058449,729058449,15000.0,15000.0,2016-01-01T05:05:24,15.71,Annies Fries,US,US,02,01,food,True,07/2026,2014-09-15,2014-09-15,663,663,2189,PURCHASE,True,,0.0,,,,,,False
729058449,729058449,15000.0,14984.29,2016-01-01T06:13:26,383.7,1st Pub,US,US,90,01,food,True,09/2028,2014-09-15,2014-09-15,663,663,2189,PURCHASE,False,,15.71,,,,,,False
729058449,729058449,15000.0,14600.59,2016-01-02T06:28:37,160.0,Dinosaur Drive in,US,US,05,01,food,True,07/2031,2014-09-15,2014-09-15,663,663,2189,PURCHASE,False,,399.41,,,,,,False
729058449,729058449,15000.0,14440.59,2016-01-03T14:18:49,7.3,Franks Pub #87366,US,US,02,01,food,True,05/2031,2014-09-15,2014-09-15,663,663,2189,PURCHASE,False,,559.41,,,,,,True
729058449,729058449,15000.0,14433.29,2016-01-04T02:04:56,14.75,Franks Pub #934222,US,US,09,01,food,True,01/2032,2014-09-15,2014-09-15,663,663,2189,PURCHASE,False,,566.71,,,,,,False
729058449,729058449,15000.0,14418.54,2016-01-04T03:15:08,67.08,Ray's Fries #312615,US,US,05,01,food,True,08/2028,2014-09-15,2014-09-15,663,663,2189,PURCHASE,False,,581.46,,,,,,False
729058449,729058449,15000.0,14351.46,2016-01-06T13:35:51,173.85,Ray's Fries #153092,US,US,09,01,food,True,08/2031,2014-09-15,2014-09-15,663,663,2189,PURCHASE,False,,648.54,,,,,,False
729058449,729058449,15000.0,14177.61,2016-01-06T14:56:32,88.27,Ray's Fries #24425,US,US,05,01,food,True,06/2027,2014-09-15,2014-09-15,663,663,2189,PURCHASE,False,,822.39,,,,,,False
729058449,729058449,15000.0,14089.34,2016-01-06T22:59:04,136.11,target.com,US,US,05,01,online_retail,False,01/2030,2014-09-15,2014-09-15,663,663,2189,PURCHASE,False,,910.66,,,,,,False
729058449,729058449,15000.0,13953.23,2016-01-08T06:46:38,29.97,Dinosaur Drive in,US,US,05,01,food,True,09/2027,2014-09-15,2014-09-15,663,663,2189,PURCHASE,False,,1046.77,,,,,,False
729058449,729058449,15000.0,13923.26,2016-01-08T20:57:16,48.38,1st Sandwitch Bar #119707,US,US,09,01,food,True,02/2024,2014-09-15,2014-09-15,663,663,2189,PURCHASE,False,,1076.74,,,,,,False
729058449,729058449,15000.0,13874.88,2016-01-10T03:59:31,504.55,Franks Pub #934222,US,US,02,01,food,True,02/2030,2014-09-15,2014-09-15,663,663,2189,PURCHASE,False,,1125.12,,,,,,False
729058449,729058449,15000.0,13370.33,2016-01-10T13:00:36,430.74,Downtown Sandwitch Bar,US,US,09,01,food,True,09/2025,2014-09-15,2014-09-15,663,663,2189,PURCHASE,True,,1629.67,,,,,,False
729058449,729058449,15000.0,12939.59,2016-01-10T18:05:39,198.95,NY BBQ,US,US,09,08,food,True,11/2020,2014-09-15,2014-09-15,663,663,2189,PURCHASE,False,,2060.41,,,,,,False
729058449,729058449,15000.0,12740.64,2016-01-10T19:10:40,150.39,Boston Cafe #105215,US,US,05,01,food,True,11/2020,2014-09-15,2014-09-15,663,653,2189,PURCHASE,False,,2259.36,,,,,,False
729058449,729058449,15000.0,12590.25,2016-01-13T01:50:29,43.7,oldnavy.com,US,US,09,01,online_retail,False,03/2020,2014-09-15,2014-09-15,663,663,2189,PURCHASE,False,,2409.75,,,,,,False
