accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,transactionAmount,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
230163539,230163539,500.0,500.0,2016-01-02T05:09:20,EZ Putt Putt #240241,US,US,05,01,entertainment,11/2024,2015-10-03,2015-10-03,260,260,1717,ADDRESS_VERIFICATION,,0.0,0.0,,,,False,,,False,False
230163539,230163539,500.0,500.0,2016-01-02T22:23:06,EZ Putt Putt #240241,US,US,09,01,entertainment,07/2028,2015-10-03,2015-10-03,952,952,5212,PURCHASE,,0.0,190.39,,,,True,,,False,False
230163539,230163539,500.0,309.61,2016-01-03T01:26:55,AMC #79863,US,US,09,01,entertainment,11/2028,2015-10-03,2015-10-03,952,952,5212,PURCHASE,,190.39,128.64,,,,True,,,False,False
230163539,230163539,500.0,180.97,2016-01-03T15:28:58,EZ Putt Putt #804489,US,US,05,01,entertainment,07/2020,2015-10-03,2015-10-03,260,260,1717,PURCHASE,,319.03,66.3,,,,True,,,False,False
230163539,230163539,500.0,114.67,2016-01-04T06:52:42,AMC #706324,US,US,05,01,entertainment,04/2020,2015-10-03,2015-10-03,952,952,5212,PURCHASE,,385.33,60.02,,,,True,,,False,False
230163539,230163539,500.0,54.65,2016-01-05T06:42:16,EZ Putt Putt #69446,US,US,09,01,entertainment,10/2025,2015-10-03,2015-10-03,952,952,5212,PURCHASE,,445.35,40.49,,,,True,,,False,False
230163539,230163539,500.0,170.35,2016-01-09T07:30:39,AMC #145832,US,US,02,08,entertainment,04/2020,2015-10-03,2015-10-03,952,952,5212,PURCHASE,,329.65,333.59,,,,True,,,False,False
230163539,230163539,500.0,-62.8,2016-01-09T07:32:58,AMC #145832,US,US,02,08,entertainment,04/2020,2015-10-03,2015-10-03,952,952,5212,REVERSAL,,562.8,333.59,,,,True,,,False,False
230163539,230163539,500.0,270.79,2016-01-11T18:06:02,AMC #74121,US,US,09,01,entertainment,11/2023,2015-10-03,2015-10-03,952,962,5212,PURCHASE,,229.21,52.68,,,,True,,,False,False
230163539,230163539,500.0,218.11,2016-01-18T01:11:55,Regal Cinemas #729464,US,US,09,01,entertainment,04/2026,2015-10-03,2015-10-03,952,952,5212,PURCHASE,,281.89,381.98,,,,True,,,False,False
230163539,230163539,500.0,500.0,2016-01-22T11:09:26,AMC #706324,US,US,05,01,entertainment,03/2027,2015-10-03,2015-10-03,260,260,1717,PURCHASE,,0.0,75.04,,,,True,,,False,False
230163539,230163539,500.0,424.96,2016-01-27T01:43:11,AMC #552863,US,US,05,08,entertainment,11/2030,2015-10-03,2015-10-03,952,952,5212,PURCHASE,,75.04,1.88,,,,True,,,False,False
230163539,230163539,500.0,423.08,2016-01-28T08:10:49,AMC #191138,US,US,02,08,entertainment,01/2022,2015-10-03,2015-10-03,952,952,5212,PURCHASE,,76.92,26.98,,,,True,,,False,False
230163539,230163539,500.0,396.1,2016-01-30T13:24:08,EZ Putt Putt #40513,US,US,09,01,entertainment,01/2025,2015-10-03,2015-10-03,260,260,1717,PURCHASE,,103.9,307.5,,,,False,,,False,False
230163539,230163539,500.0,500.0,2016-02-02T09:49:55,EZ Putt Putt #69446,US,US,09,01,entertainment,10/2032,2015-10-03,2015-10-03,952,952,5212,PURCHASE,,0.0,378.95,,,,True,,,False,False
230163539,230163539,500.0,121.05,2016-02-02T13:26:41,Regal Cinemas #729464,US,US,05,01,entertainment,09/2027,2015-10-03,2015-10-03,260,260,1717,PURCHASE,,378.95,51.56,,,,True,,,False,False
230163539,230163539,500.0,69.49,2016-02-04T11:55:15,EZ Putt Putt #982199,US,US,09,01,entertainment,12/2030,2015-10-03,2015-10-03,952,952,5212,PURCHASE,,430.51,277.01,,,,True,,,False,False
230163539,230163539,500.0,381.42,2016-02-04T22:52:11,EZ Putt Putt #40513,US,US,09,01,entertainment,07/2021,2015-10-03,2015-10-03,260,260,1717,PURCHASE,,118.58,186.95,,,,True,,,False,False
