accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
258845873,258845873,50000.0,50000.0,2016-01-02T14:09:28,129.84,Uber,US,US,09,01,rideshare,09/2023,2015-12-21,2015-12-21,215,215,9644,PURCHASE,True,,0.0,,,,False,,,False
258845873,258845873,50000.0,49870.16,2016-01-10T10:41:22,10.5,Uber,US,US,05,08,rideshare,10/2023,2015-12-21,2015-12-21,215,215,9644,PURCHASE,False,,129.84,,,,False,,,False
258845873,258845873,50000.0,49859.66,2016-01-14T06:47:25,668.42,Best Deli #329705,US,US,05,01,food,08/2021,2015-12-21,2015-12-21,215,215,9644,PURCHASE,False,,140.34,,,,True,,,False
258845873,258845873,50000.0,49191.24,2016-01-16T10:09:06,12.7,Best Bistro #262998,US,US,05,01,food,11/2029,2015-12-21,2015-12-21,215,215,9644,PURCHASE,False,,808.76,,,,True,,,False
258845873,258845873,50000.0,49178.54,2016-01-31T11:36:24,88.23,Uber,US,US,09,01,rideshare,09/2020,2015-12-21,2015-12-21,215,215,9644,PURCHASE,True,,821.46,,,,False,,,False
258845873,258845873,50000.0,49115.31,2016-02-07T23:22:52,38.27,Uber,US,US,09,01,rideshare,03/2023,2015-12-21,2015-12-21,215,215,9644,PURCHASE,False,,884.69,,,,False,,,False
258845873,258845873,50000.0,49077.04,2016-02-09T21:37:39,0.0,Boston Cafe #465229,US,US,09,08,food,04/2022,2015-12-21,2015-12-21,215,215,9644,ADDRESS_VERIFICATION,False,,922.96,,,,False,,,False
258845873,258845873,50000.0,49102.04,2016-03-03T02:06:01,120.79,Uber,US,US,09,01,rideshare,02/2025,2015-12-21,2015-12-21,215,215,9644,PURCHASE,False,,897.96,,,,False,,,False
258845873,258845873,50000.0,48981.25,2016-03-06T06:08:37,53.4,Boston Fries,MEX,MEX,05,01,food,08/2030,2015-12-21,2015-12-21,215,215,9644,PURCHASE,False,,1018.75,,,,True,,,False
258845873,258845873,50000.0,48927.85,2016-03-13T11:36:22,469.18,34th BBQ #192302,US,US,02,01,food,09/2021,2015-12-21,2015-12-21,215,215,9644,PURCHASE,False,,1072.15,,,,True,,,False
258845873,258845873,50000.0,48458.67,2016-03-23T07:15:55,42.55,1st Pub,US,US,09,01,food,01/2024,2015-12-21,2015-12-21,215,215,9644,PURCHASE,False,,1541.33,,,,True,,,False
258845873,258845873,50000.0,48441.12,2016-04-07T02:47:56,1.46,Ray's Fries #24425,US,US,05,08,food,08/2024,2015-12-21,2015-12-21,215,215,9644,PURCHASE,False,,1558.88,,,,True,,,False
258845873,258845873,50000.0,48439.66,2016-04-10T20:39:12,34.5,Rodeway Inn #438868,US,US,09,08,hotels,02/2029,2015-12-21,2015-12-21,215,215,9644,PURCHASE,False,,1560.34,,,,False,,,False
258845873,258845873,50000.0,48405.16,2016-04-16T06:49:34,65.45,Franks Pub #829873,US,US,09,01,food,12/2019,2015-12-21,2015-12-21,215,215,9644,PURCHASE,False,,1594.84,,,,True,,,False
