accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
129041604,129041604,7500.0,7500.0,2016-01-01T04:23:42,176.04,oldnavy.com,US,US,02,01,online_retail,01/2026,2013-04-06,2013-04-06,414,414,52,PURCHASE,,0.0,,,,False,,,False,False
129041604,129041604,7500.0,7323.96,2016-01-01T07:27:48,88.89,Lyft,US,US,09,01,rideshare,07/2026,2013-04-06,2013-04-06,414,414,52,PURCHASE,,176.04,,,,False,,,False,False
129041604,129041604,7500.0,7235.07,2016-01-02T01:29:29,8.27,Ray's Fries #61396,US,US,02,01,food,10/2030,2013-04-06,2013-04-06,414,414,52,PURCHASE,,264.93,,,,True,,,False,False
129041604,129041604,7500.0,7226.8,2016-01-02T10:44:32,145.59,Lyft,US,US,05,01,rideshare,01/2029,2013-04-06,2013-04-06,975,975,2989,PURCHASE,,273.2,,,,False,,,False,False
129041604,129041604,7500.0,7081.21,2016-01-03T10:54:55,43.26,gap.com,US,US,05,01,online_retail,05/2028,2013-04-06,2013-04-06,414,414,52,PURCHASE,,418.79,,,,False,,,False,False
129041604,129041604,7500.0,7037.95,2016-01-05T07:43:13,314.59,discount.com,US,US,09,01,online_retail,05/2024,2013-04-06,2013-04-06,975,975,2989,PURCHASE,,462.05,,,,False,,,False,False
129041604,129041604,7500.0,6723.36,2016-01-07T11:14:33,120.11,oldnavy.com,US,US,02,08,online_retail,08/2021,2013-04-06,2013-04-06,414,414,52,PURCHASE,,776.64,,,,False,,,False,False
129041604,129041604,7500.0,6603.25,2016-01-07T18:38:57,273.92,Franks Pub #829873,US,US,05,01,food,07/2026,2013-04-06,2013-04-06,414,414,52,PURCHASE,,896.75,,,,True,,,False,False
129041604,129041604,7500.0,6329.33,2016-01-08T14:28:59,56.4,Uber,US,US,02,01,rideshare,06/2023,2013-04-06,2013-04-06,414,414,52,PURCHASE,,1170.67,,,,False,,,False,False
129041604,129041604,7500.0,6272.93,2016-01-09T08:44:44,112.13,Rock Weights #157835,US,US,02,01,health,10/2023,2013-04-06,2013-04-06,975,975,2989,PURCHASE,,1227.07,,,,False,,,False,False
129041604,129041604,7500.0,6160.8,2016-01-09T13:11:18,36.48,Lyft,US,US,90,01,rideshare,01/2023,2013-04-06,2013-04-06,975,975,2989,PURCHASE,,1339.2,,,,False,,,False,False
129041604,129041604,7500.0,6124.32,2016-01-12T04:31:05,136.52,walmart.com,US,US,09,01,online_retail,05/2021,2013-04-06,2013-04-06,414,414,52,PURCHASE,,1375.68,,,,False,,,False,False
129041604,129041604,7500.0,5987.8,2016-01-18T10:23:44,212.02,WSC #100274,US,US,05,01,health,07/2033,2013-04-06,2013-04-06,414,414,52,PURCHASE,,1512.2,,,,False,,,False,False
129041604,129041604,7500.0,5775.78,2016-01-18T22:16:20,57.94,walmart.com,US,US,05,01,online_retail,03/2029,2013-04-06,2013-04-06,975,975,2989,PURCHASE,,1724.22,,,,False,,,False,False
129041604,129041604,7500.0,5717.84,2016-01-19T08:07:30,431.93,ebay.com,US,US,05,01,online_retail,04/2031,2013-04-06,2013-04-06,414,414,52,PURCHASE,,1782.16,,,,False,,,False,False
