accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
115204864,115204864,250.0,250.0,2016-01-02T14:36:56,41.19,staples.com,US,09,01,online_retail,12/2020,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,0.0,,,,,False,,,False,False
115204864,115204864,250.0,208.81,2016-01-02T14:38:01,41.19,staples.com,US,09,01,online_retail,12/2020,2012-08-03,2012-08-03,138,138,2984,REVERSAL,,41.19,,,,,False,,,False,False
115204864,115204864,250.0,250.0,2016-01-04T16:56:05,7.15,target.com,US,05,01,online_retail,02/2030,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,0.0,,,,US,False,,,False,False
115204864,115204864,250.0,242.85,2016-01-21T09:43:04,239.93,target.com,US,09,01,online_retail,09/2025,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,7.15,,,,US,False,,,False,False
115204864,115204864,250.0,250.0,2016-01-22T14:07:41,258.88,apple.com,US,09,01,online_retail,06/2025,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,0.0,,,,US,False,,,False,False
115204864,115204864,250.0,250.0,2016-02-07T02:58:33,306.63,target.com,US,05,01,online_retail,10/2021,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,0.0,,,,US,False,,,False,False
115204864,115204864,250.0,250.0,2016-03-01T05:58:16,0.3,target.com,US,09,01,online_retail,01/2020,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,0.0,,,,US,False,,,False,False
115204864,115204864,250.0,249.7,2016-03-19T14:49:38,34.43,discount.com,US,02,01,online_retail,08/2032,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,0.3,,,,US,False,,,False,False
115204864,115204864,250.0,240.27,2016-04-05T19:59:24,169.08,target.com,US,80,01,online_retail,09/2029,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,9.73,,,,US,False,,,False,False
115204864,115204864,250.0,71.19,2016-04-10T06:03:27,200.24,amazon.com,US,09,08,online_retail,12/2019,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,178.81,,,,US,False,,,False,False
115204864,115204864,250.0,147.37,2016-04-10T06:05:27,200.24,amazon.com,US,09,08,online_retail,12/2019,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,102.63,,,,US,False,,,False,False
115204864,115204864,250.0,250.0,2016-04-14T08:45:06,107.41,cheapfast.com,US,05,01,online_retail,12/2026,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,0.0,,,,US,False,,,False,False
115204864,115204864,250.0,142.59,2016-04-14T08:45:08,107.41,cheapfast.com,US,05,01,online_retail,12/2026,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,107.41,,,,US,False,,,False,False
115204864,115204864,250.0,35.18,2016-04-17T15:02:08,97.21,gap.com,US,05,01,online_retail,09/2026,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,214.82,,,,US,False,,,False,False
115204864,115204864,250.0,223.38,2016-04-19T17:10:53,128.29,cheapfast.com,US,09,01,online_retail,01/2033,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,26.62,,,,US,False,,,False,False
115204864,115204864,250.0,95.09,2016-04-28T15:31:45,82.57,gap.com,US,02,01,online_retail,02/2031,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,154.91,,,,US,False,,,False,False
115204864,115204864,250.0,37.519999999999996,2016-05-17T06:32:16,94.19,cheapfast.com,US,09,08,online_retail,06/2020,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,212.48,,,,US,False,,,False,False
115204864,115204864,250.0,249.43,2016-05-18T10:58:15,233.4,staples.com,US,02,08,online_retail,05/2032,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,0.57,,,,US,False,,,False,False
115204864,115204864,250.0,16.03,2016-05-19T07:14:27,369.76,alibaba.com,US,05,01,online_retail,05/2026,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,233.97,,,,US,False,,,False,False
115204864,115204864,250.0,-52.61,2016-06-02T18:56:48,0.0,cheapfast.com,US,05,01,online_retail,03/2022,2012-08-03,2012-08-03,138,138,2984,ADDRESS_VERIFICATION,,302.61,,,,US,False,,,False,False
115204864,115204864,250.0,120.58,2016-06-11T14:45:17,281.56,amazon.com,US,05,08,online_retail,12/2021,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,129.42,,,,US,False,,,False,False
115204864,115204864,250.0,217.82,2016-06-15T08:24:01,173.12,walmart.com,US,05,08,online_retail,04/2024,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,32.18,,,,US,False,,,False,False
115204864,115204864,250.0,44.7,2016-06-30T08:33:42,480.14,Domino's Pizza #153908,US,09,01,fastfood,12/2023,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,205.3,,,,US,False,,,False,False
115204864,115204864,250.0,53.04,2016-06-30T13:43:29,161.26,Quizno's #606921,US,09,99,fastfood,10/2022,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,196.96,,,,US,True,,,False,False
115204864,115204864,250.0,204.17,2016-07-13T17:34:13,75.53,ebay.com,US,09,08,online_retail,10/2026,2012-08-03,2012-08-03,138,133,2984,PURCHASE,,45.83,,,,US,False,,,False,False
115204864,115204864,250.0,128.64,2016-07-22T23:21:02,28.28,oldnavy.com,US,90,01,online_retail,03/2033,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,121.36,,,,US,False,,,False,False
115204864,115204864,250.0,100.36,2016-07-23T04:50:18,234.94,gap.com,US,05,08,online_retail,06/2025,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,149.64,,,,US,False,,,False,False
115204864,115204864,250.0,122.58,2016-07-25T08:08:37,236.26,sears.com,US,09,01,online_retail,08/2032,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,127.42,,,,US,False,,,False,False
115204864,115204864,250.0,250.0,2016-07-30T08:11:50,15.9,amazon.com,US,02,08,online_retail,10/2020,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,0.0,,,,US,False,,,False,False
115204864,115204864,250.0,234.1,2016-07-31T03:34:43,347.65,gap.com,US,09,01,online_retail,06/2029,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,15.9,,,,US,False,,,False,False
115204864,115204864,250.0,127.38,2016-07-31T10:30:15,84.19,target.com,US,05,01,online_retail,09/2023,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,122.62,,,,US,False,,,False,False
115204864,115204864,250.0,68.19,2016-08-01T23:47:08,80.93,apple.com,US,05,01,online_retail,05/2030,2012-08-03,2012-08-03,138,138,2984,PURCHASE,,181.81,,,,US,False,,,False,False
