accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posEntryMode,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
640069213,640069213,5000.0,5000.0,2016-01-01T17:24:44,18.21,Hilton Hotels #46842,US,US,01,hotels,True,12/2029,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,0.0,,,,,,,False,False
640069213,640069213,5000.0,4981.79,2016-01-03T21:05:27,30.88,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,18.21,,,,02,,,False,False
640069213,640069213,5000.0,4950.91,2016-01-16T21:36:13,30.88,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,49.09,,,,02,,,False,False
640069213,640069213,5000.0,4920.03,2016-01-23T04:44:38,114.64,Hyatt House #464602,US,US,01,hotels,True,11/2020,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,79.97,,,,02,,,False,False
640069213,640069213,5000.0,4805.39,2016-01-31T20:29:31,30.88,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,194.61,,,,02,,,False,False
640069213,640069213,5000.0,4799.51,2016-02-01T23:51:18,0.0,34th BBQ #493821,US,US,01,food,False,05/2027,2011-02-25,2014-11-01,709,709,7953,ADDRESS_VERIFICATION,,200.49,,,,09,,,False,False
640069213,640069213,5000.0,4799.51,2016-02-11T20:49:04,28.9,Hilton Hotels #405695,US,US,01,hotels,True,04/2031,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,200.49,,,,05,,,False,False
640069213,640069213,5000.0,4770.61,2016-02-14T02:01:03,30.88,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,229.39,,,,02,,,False,False
640069213,640069213,5000.0,4739.73,2016-02-26T14:54:09,2.79,Hilton Hotels #726456,US,US,01,hotels,True,06/2025,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,260.27,,,,05,,,False,False
640069213,640069213,5000.0,4736.94,2016-02-26T14:55:30,2.79,Hilton Hotels #726456,US,US,01,hotels,True,06/2025,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,263.06,,,,05,,,False,False
640069213,640069213,5000.0,4734.15,2016-02-27T12:11:42,30.88,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,265.85,,,,02,,,False,False
640069213,640069213,5000.0,4728.27,2016-03-08T16:33:14,26.29,Hilton Hotels #493891,US,US,08,hotels,True,12/2021,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,271.73,,,,02,,,False,False
640069213,640069213,5000.0,4701.98,2016-03-12T18:42:43,37.37,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,298.02,,,,02,,,False,False
640069213,640069213,5000.0,4664.61,2016-03-26T12:50:01,30.88,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,335.39,,,,02,,,False,False
640069213,640069213,5000.0,4633.73,2016-03-27T20:17:53,167.03,Franks Pub #53336,US,US,01,food,True,08/2023,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,366.27,,,,05,,,False,False
640069213,640069213,5000.0,4491.7,2016-04-03T15:32:25,161.21,Franks Pub #934222,US,US,01,food,True,01/2029,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,508.3,,,,05,,,False,False
640069213,640069213,5000.0,4330.49,2016-04-09T19:10:20,30.88,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,669.51,,,,02,,,False,False
640069213,640069213,5000.0,4299.61,2016-04-15T12:59:24,145.54,Hilton Hotels #928813,US,US,01,hotels,True,05/2024,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,700.39,,,,09,,,False,False
640069213,640069213,5000.0,4154.07,2016-04-23T17:48:55,38.0,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,845.93,,,,02,,,False,False
640069213,640069213,5000.0,4141.07,2016-05-07T21:47:19,32.42,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,858.93,,,,02,,,False,False
640069213,640069213,5000.0,4108.65,2016-05-21T12:58:18,527.95,Rodeway Inn #109292,US,US,01,hotels,True,03/2030,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,891.35,,,,02,,,False,False
640069213,640069213,5000.0,3580.7,2016-05-21T16:54:38,37.57,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,1419.3,,,,02,,,False,False
640069213,640069213,5000.0,3543.13,2016-05-26T14:53:48,124.5,Rodeway Inn #178419,US,US,01,hotels,True,06/2031,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,1456.87,,,,09,,,False,False
640069213,640069213,5000.0,3418.63,2016-05-28T06:43:40,201.87,Rodeway Inn #829626,US,US,01,hotels,False,03/2022,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,1581.37,,,,09,,,False,False
640069213,640069213,5000.0,3241.76,2016-06-02T18:50:08,239.06,Uptown BBQ,US,US,01,food,True,06/2031,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,1758.24,,,,09,,,False,False
640069213,640069213,5000.0,3002.7,2016-06-03T23:10:24,34.36,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,1997.3,,,,02,,,False,False
640069213,640069213,5000.0,2968.34,2016-06-05T21:01:19,24.35,Rodeway Inn #211609,US,US,01,hotels,True,09/2031,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,2031.66,,,,09,,,False,False
640069213,640069213,5000.0,2943.99,2016-06-07T12:48:29,12.51,Uber,US,US,01,rideshare,False,02/2033,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,2056.01,,,,02,,,False,False
640069213,640069213,5000.0,2931.48,2016-06-17T05:26:50,187.91,Hilton Hotels #141743,US,US,01,hotels,True,10/2020,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,2068.52,,,,05,,,False,False
640069213,640069213,5000.0,2743.57,2016-06-17T11:25:43,34.57,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,2256.43,,,,02,,,False,False
640069213,640069213,5000.0,2709.0,2016-06-25T01:01:56,14.93,Renaissance Hotel #295122,US,US,01,hotels,True,09/2026,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,2291.0,,,,09,,,False,False
640069213,640069213,5000.0,2694.07,2016-06-30T07:50:21,119.22,Renaissance Hotel #583180,US,US,08,hotels,True,05/2033,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,2305.93,,,,02,,,False,False
640069213,640069213,5000.0,2599.85,2016-07-01T05:08:40,30.88,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,2400.15,,,,02,,,False,False
640069213,640069213,5000.0,2568.97,2016-07-06T04:07:12,147.23,Hyatt House #768244,US,US,01,hotels,False,02/2023,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,2431.03,,,,02,,,False,False
640069213,640069213,5000.0,2421.74,2016-07-09T20:57:33,35.5,Renaissance Hotel #583180,US,US,01,hotels,True,10/2030,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,2578.26,,,,02,,,False,False
640069213,640069213,5000.0,2386.24,2016-07-11T14:05:46,17.88,Rodeway Inn #695531,US,US,08,hotels,True,05/2029,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,2613.76,,,,05,,,False,False
640069213,640069213,5000.0,2368.36,2016-07-14T08:07:35,30.88,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,2631.64,,,,02,,,False,False
640069213,640069213,5000.0,2337.48,2016-07-28T02:27:24,39.62,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,2662.52,,,,02,,,False,False
640069213,640069213,5000.0,2297.86,2016-07-29T06:43:23,114.32,South Steakhouse #378389,US,US,08,food,True,12/2031,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,2702.14,,,,02,,,False,False
640069213,640069213,5000.0,2183.54,2016-07-29T14:10:25,189.49,Hyatt House #103613,US,US,01,hotels,True,09/2026,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,2816.46,,,,09,,,False,False
640069213,640069213,5000.0,2019.05,2016-08-03T07:03:53,60.92,Hilton Hotels #533600,US,US,08,hotels,True,03/2024,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,2980.95,,,,09,,,False,False
640069213,640069213,5000.0,1958.13,2016-08-06T00:19:16,508.53,Renaissance Hotel #897446,US,US,01,hotels,True,10/2030,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,3041.87,,,,05,,,False,False
640069213,640069213,5000.0,1449.6,2016-08-10T13:07:46,32.75,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,3550.4,,,,02,,,False,False
640069213,640069213,5000.0,1416.85,2016-08-14T00:42:22,45.18,Rodeway Inn #987870,US,US,01,hotels,True,07/2021,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,3583.15,,,,02,,,False,False
640069213,640069213,5000.0,1371.67,2016-08-24T17:24:21,30.88,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,3628.33,,,,02,,,False,False
640069213,640069213,5000.0,1365.79,2016-09-05T03:26:57,75.84,Rodeway Inn #516283,US,US,01,hotels,True,01/2027,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,3634.21,,,,09,,,False,False
640069213,640069213,5000.0,1289.95,2016-09-06T08:28:25,132.13,South Cafe,US,US,01,food,True,10/2020,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,3710.05,,,,05,,,False,False
640069213,640069213,5000.0,1157.82,2016-09-07T00:31:09,112.42,Lyft,US,US,01,rideshare,False,11/2021,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,3842.18,,,,90,,,False,False
640069213,640069213,5000.0,1045.4,2016-09-07T14:52:23,120.37,Renaissance Hotel #696523,US,US,01,hotels,True,10/2022,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,3954.6,,,,02,,,False,False
640069213,640069213,5000.0,925.03,2016-09-07T18:54:26,30.88,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,4074.97,,,,02,,,False,False
640069213,640069213,5000.0,894.15,2016-09-07T20:29:59,102.73,Rodeway Inn #126038,US,US,08,hotels,True,12/2023,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,4105.85,,,,05,,,False,False
640069213,640069213,5000.0,791.42,2016-09-08T06:08:05,241.25,Hilton Hotels #969930,US,US,01,hotels,True,08/2027,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,4208.58,,,,09,,,False,False
640069213,640069213,5000.0,550.17,2016-09-15T20:35:31,41.21,Rodeway Inn #693706,US,US,08,hotels,True,05/2021,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,4449.83,,,,09,,,False,False
640069213,640069213,5000.0,508.96,2016-09-22T01:50:37,19.62,Renaissance Hotel #809953,US,US,08,hotels,True,10/2028,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,4491.04,,,,09,,,False,False
640069213,640069213,5000.0,489.34,2016-09-22T18:14:06,29.97,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,4510.66,,,,02,,,False,False
640069213,640069213,5000.0,459.37,2016-09-23T05:54:15,601.09,Rodeway Inn #124016,US,US,01,hotels,True,12/2022,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,4540.63,,,,02,,,False,False
640069213,640069213,5000.0,2808.43,2016-09-29T01:47:04,598.3,Uptown Diner,US,US,08,food,False,11/2027,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,2191.57,,,,05,,,False,False
640069213,640069213,5000.0,2235.13,2016-10-02T14:25:32,141.74,South BBQ,US,US,01,food,True,04/2029,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,2764.87,,,,05,,,False,False
640069213,640069213,5000.0,2093.39,2016-10-06T09:02:00,30.88,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,2906.61,,,,02,,,False,False
640069213,640069213,5000.0,2062.51,2016-10-08T05:10:03,16.81,Rodeway Inn #124016,US,US,01,hotels,False,04/2027,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,2937.49,,,,02,,,False,False
640069213,640069213,5000.0,2045.7,2016-10-20T06:27:23,30.37,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,2954.3,,,,02,,,False,False
640069213,640069213,5000.0,2015.33,2016-10-21T12:26:59,0.0,Rodeway Inn #981618,US,US,01,hotels,False,10/2030,2011-02-25,2014-11-01,317,317,0000,ADDRESS_VERIFICATION,,2984.67,,,,90,,,False,False
640069213,640069213,5000.0,2015.33,2016-10-24T04:01:21,59.42,Hyatt House #237946,US,US,01,hotels,True,05/2021,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,2984.67,,,,05,,,False,False
640069213,640069213,5000.0,1955.91,2016-10-29T01:16:20,79.74,Hilton Hotels #992076,US,US,01,hotels,True,06/2025,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,3044.09,,,,02,,,False,False
640069213,640069213,5000.0,1876.17,2016-10-29T01:18:50,79.74,Hilton Hotels #992076,US,US,01,hotels,True,06/2025,2011-02-25,2014-11-01,709,709,7953,REVERSAL,,3123.83,,,,02,,,False,False
640069213,640069213,5000.0,1980.91,2016-11-03T10:04:59,30.88,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,3019.09,,,,02,,,False,False
640069213,640069213,5000.0,1950.03,2016-11-05T09:21:53,11.03,34th BBQ #214431,US,US,01,food,True,10/2027,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,3049.97,,,,02,,,False,False
640069213,640069213,5000.0,1939.0,2016-11-06T13:38:09,386.63,Franks Sandwitch Bar,US,US,01,food,True,12/2022,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,3061.0,,,,09,,,False,False
640069213,640069213,5000.0,1552.37,2016-11-17T11:56:14,30.88,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,3447.63,,,,02,,,False,False
640069213,640069213,5000.0,1521.49,2016-11-18T12:55:19,180.45,Renaissance Hotel #01626,US,US,01,hotels,True,06/2029,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,3478.51,,,,09,,,False,False
640069213,640069213,5000.0,1341.04,2016-11-19T14:05:21,27.44,Renaissance Hotel #896676,US,US,01,hotels,True,08/2029,2011-02-25,2014-11-01,317,317,0000,PURCHASE,,3658.96,,,,05,,,False,False
640069213,640069213,5000.0,1313.6,2016-11-26T07:15:57,45.6,discount.com,US,US,01,online_retail,False,08/2025,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,3686.4,,,,05,,,False,False
640069213,640069213,5000.0,1268.0,2016-11-30T20:01:07,30.64,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,3732.0,,,,02,,,False,False
640069213,640069213,5000.0,1262.36,2016-12-15T03:38:46,31.47,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,3737.64,,,,02,,,False,False
640069213,640069213,5000.0,1230.89,2016-12-16T15:54:08,179.06,Hyatt House #372646,US,US,01,hotels,False,12/2030,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,3769.11,,,,09,,,False,False
640069213,640069213,5000.0,1051.83,2016-12-18T21:40:52,287.42,Hilton Hotels #07414,US,US,01,hotels,False,10/2021,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,3948.17,,,,80,,,False,False
640069213,640069213,5000.0,764.41,2016-12-20T06:25:05,139.93,34th BBQ #538716,US,US,01,food,True,03/2030,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,4235.59,,,,05,,,False,False
640069213,640069213,5000.0,624.48,2016-12-29T20:06:52,30.88,Texas Gas #763333,US,US,01,fuel,True,07/2032,2011-02-25,2014-11-01,709,709,7953,PURCHASE,,4375.52,,,,02,,,False,False
