accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
137308864,137308864,500.0,500.0,2016-01-03T03:55:50,246.11,oldnavy.com,US,US,09,01,online_retail,03/2023,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,0.0,,,,False,,,False,False
137308864,137308864,500.0,253.89,2016-01-06T16:43:56,431.67,EZ Putt Putt #551896,US,US,05,01,entertainment,08/2025,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,246.11,,,,True,,,False,False
137308864,137308864,500.0,455.92,2016-01-07T02:27:43,11.96,1st Sandwitch Bar #396252,US,US,05,01,food,05/2030,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,44.08,,,,True,,,False,False
137308864,137308864,500.0,443.96,2016-01-11T22:35:45,106.96,Subway #93471,US,US,05,08,fastfood,09/2030,2015-08-05,2015-08-05,198,138,1601,PURCHASE,,56.04,,,,True,,,False,False
137308864,137308864,500.0,337.0,2016-01-12T11:22:21,46.09,AMC #706324,US,US,05,01,entertainment,01/2020,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,163.0,,,,True,,,False,False
137308864,137308864,500.0,290.91,2016-01-19T16:38:19,20.22,staples.com,US,US,05,01,online_retail,03/2026,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,209.09,,,,False,,,False,False
137308864,137308864,500.0,270.69,2016-01-24T12:04:18,61.14,Tim Hortons #557632,US,US,02,08,fastfood,03/2022,2015-08-05,2015-08-05,319,319,5814,PURCHASE,,229.31,,,,True,,,False,False
137308864,137308864,500.0,209.55,2016-01-25T10:31:52,260.48,ebay.com,US,US,02,01,online_retail,04/2025,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,290.45,,,,False,,,False,False
137308864,137308864,500.0,435.85,2016-01-26T15:09:54,0.0,Burger King #486122,US,US,09,01,fastfood,04/2031,2015-08-05,2015-08-05,319,319,5814,ADDRESS_VERIFICATION,,64.15,,,,False,,,False,False
137308864,137308864,500.0,435.85,2016-01-26T21:36:20,203.04,John's Bistro,US,US,02,08,food,04/2020,2015-08-05,2015-08-05,319,319,5814,PURCHASE,,64.15,,,,True,,,False,False
137308864,137308864,500.0,232.81,2016-01-30T00:17:59,65.82,Wendys #645972,US,US,09,01,fastfood,07/2031,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,267.19,,,,True,,,False,False
137308864,137308864,500.0,166.99,2016-01-30T08:14:38,42.26,apple.com,US,US,09,01,online_retail,01/2025,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,333.01,,,,False,,,False,False
137308864,137308864,500.0,124.73,2016-01-31T18:52:21,101.04,Regal Cinemas #05791,US,US,80,08,entertainment,10/2023,2015-08-05,2015-08-05,319,319,5814,PURCHASE,,375.27,,,,True,,,False,False
137308864,137308864,500.0,500.0,2016-02-02T09:24:41,77.85,apple.com,US,US,05,08,online_retail,07/2033,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,0.0,,,,False,,,False,False
137308864,137308864,500.0,422.15,2016-02-04T00:49:16,25.7,discount.com,US,US,02,01,online_retail,03/2026,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,77.85,,,,False,,,False,False
137308864,137308864,500.0,396.45,2016-02-06T06:59:35,3.31,EZ Putt Putt #240241,US,US,05,01,entertainment,02/2032,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,103.55,,,,True,,,False,False
137308864,137308864,500.0,393.14,2016-02-06T11:53:13,8.4,Ray's Fries #312615,US,US,05,01,food,03/2026,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,106.86,,,,True,,,False,False
137308864,137308864,500.0,384.74,2016-02-08T18:58:22,104.67,EZ Putt Putt #551896,US,US,02,01,entertainment,10/2032,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,115.26,,,,False,,,False,False
137308864,137308864,500.0,280.07,2016-02-10T14:35:15,0.0,South Drive in,US,US,02,01,food,06/2031,2015-08-05,2015-08-05,319,319,5814,ADDRESS_VERIFICATION,,219.93,,,,False,,,False,False
137308864,137308864,500.0,280.07,2016-02-11T17:51:29,93.35,gap.com,US,US,05,01,online_retail,08/2023,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,219.93,,,,False,,,False,False
137308864,137308864,500.0,186.72,2016-02-14T09:06:15,99.66,34th Bistro,US,US,02,01,food,08/2028,2015-08-05,2015-08-05,319,319,5814,PURCHASE,,313.28,,,,True,,,False,False
137308864,137308864,500.0,87.06,2016-02-15T11:49:15,108.41,amazon.com,US,US,05,01,online_retail,09/2028,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,412.94,,,,False,,,False,False
137308864,137308864,500.0,99.59,2016-02-17T10:24:18,35.0,Best Deli #109276,US,US,09,01,food,03/2022,2015-08-05,2015-08-05,319,319,5814,PURCHASE,,400.41,,,,True,,,False,False
137308864,137308864,500.0,64.59,2016-02-19T18:57:17,30.62,34th BBQ #436606,US,US,05,01,food,01/2028,2015-08-05,2015-08-05,319,319,5814,PURCHASE,,435.41,,,,True,,,False,False
137308864,137308864,500.0,33.97,2016-02-20T05:48:22,236.81,AMC #79863,US,US,09,01,entertainment,08/2032,2015-08-05,2015-08-05,319,319,5814,PURCHASE,,466.03,,,,True,,,False,False
137308864,137308864,500.0,442.96,2016-02-23T23:34:42,317.66,Arbys #527434,US,US,09,01,fastfood,05/2033,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,57.04,,,,True,,,False,False
137308864,137308864,500.0,125.3,2016-02-26T05:34:02,62.64,AMC #79863,US,US,05,01,entertainment,11/2030,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,374.7,,,,True,,,False,False
137308864,137308864,500.0,62.66,2016-02-26T07:42:38,3.31,EZ Putt Putt #240241,US,US,05,01,entertainment,02/2032,2015-08-05,2015-08-05,198,198,1601,REVERSAL,,437.34,,,,True,,,False,False
137308864,137308864,500.0,65.97,2016-02-27T05:07:34,168.84,apple.com,US,US,02,01,online_retail,08/2028,2015-08-05,2015-08-05,319,319,5814,PURCHASE,,434.03,,,,False,,,False,False
137308864,137308864,500.0,440.84,2016-02-29T02:22:55,233.64,staples.com,US,US,02,01,online_retail,09/2031,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,59.16,,,,False,,,False,False
137308864,137308864,500.0,232.2,2016-03-02T10:50:01,247.8,Dinosaur Sandwitch Bar #960325,US,US,02,01,food,03/2030,2015-08-05,2015-08-05,319,319,5814,PURCHASE,,267.8,,,,True,,,False,False
137308864,137308864,500.0,226.23,2016-03-02T22:12:15,523.13,EZ Putt Putt #551896,US,US,09,01,entertainment,10/2030,2015-08-05,2015-08-05,319,319,5814,PURCHASE,,273.77,,,,True,,,False,False
137308864,137308864,500.0,100.06,2016-03-08T10:24:58,139.71,discount.com,US,US,09,01,online_retail,04/2031,2015-08-05,2015-08-05,198,198,1601,PURCHASE,,399.94,,,,False,,,False,False
