accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
205011335,205011335,500.0,500.0,2016-03-15T19:07:24,105.74,Franks Pub #829873,US,09,08,food,True,04/2020,2015-01-02,2015-01-02,537,537,987,PURCHASE,,0.0,,,,,,,False,False
205011335,205011335,500.0,419.26,2016-06-07T04:08:48,15.34,ebay.com,US,09,01,online_retail,False,03/2025,2015-01-02,2015-01-02,537,537,987,PURCHASE,,80.74,,,,US,,,False,False
205011335,205011335,500.0,403.92,2016-06-20T05:36:54,13.44,Ray's Fries #312615,US,09,01,food,True,02/2027,2015-01-02,2015-01-02,537,537,987,PURCHASE,,96.08,,,,US,,,False,False
205011335,205011335,500.0,415.48,2016-07-28T17:00:50,433.24,Franks Cafe,US,02,01,food,True,07/2030,2015-01-02,2015-01-02,537,537,987,PURCHASE,,84.52,,,,US,,,False,False
205011335,205011335,500.0,391.42,2016-08-17T15:02:44,0.0,Dinosaur Sandwitch Bar #249717,US,09,01,food,False,11/2021,2015-01-02,2015-01-02,537,537,987,ADDRESS_VERIFICATION,,108.58,,,,US,,,False,False
205011335,205011335,500.0,416.42,2016-11-15T12:21:32,43.2,Dinosaur Fries,US,02,01,food,True,12/2020,2015-01-02,2015-01-02,537,537,987,PURCHASE,,83.58,,,,US,,,False,False
205011335,205011335,500.0,398.22,2016-12-02T09:19:08,38.97,Texas Gas #553568,US,05,08,fuel,True,09/2021,2015-01-02,2015-01-02,537,537,987,PURCHASE,,101.78,,,,US,,,False,False
205011335,205011335,500.0,359.25,2016-12-17T03:01:12,38.97,Texas Gas #553568,US,05,08,fuel,True,09/2021,2015-01-02,2015-01-02,537,537,987,PURCHASE,,140.75,,,,US,,,False,False
205011335,205011335,500.0,320.28,2016-12-18T09:50:23,36.95,34th BBQ #493821,US,05,01,food,True,11/2022,2015-01-02,2015-01-02,537,537,987,PURCHASE,,179.72,,,,US,,,False,False
205011335,205011335,500.0,283.33,2016-12-30T03:20:40,37.7,Texas Gas #553568,US,05,08,fuel,True,09/2021,2015-01-02,2015-01-02,537,537,987,PURCHASE,,216.67,,,,US,,,False,False
