accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
729387631,729387631,250.0,250.0,2016-01-10T19:03:25,243.49,Blue Mountain Online Services,US,US,90,01,online_gifts,11/2027,2014-04-01,2014-04-01,961,961,6495,PURCHASE,True,,0.0,,,,False,,,False
729387631,729387631,250.0,250.0,2016-01-31T08:26:37,18.34,Next Day eCards,US,US,02,08,online_gifts,05/2029,2014-04-01,2014-04-01,961,961,6495,PURCHASE,False,,0.0,,,,False,,,False
729387631,729387631,250.0,250.0,2016-02-23T14:36:37,304.6,Blue Mountain eCards,US,US,02,01,online_gifts,04/2031,2014-04-01,2014-04-01,961,961,6495,PURCHASE,False,,0.0,,,,False,,,False
729387631,729387631,250.0,159.67,2016-03-07T01:53:26,63.17,Blue Mountain Online Services,US,US,05,01,online_gifts,07/2032,2014-04-01,2014-04-01,961,961,6495,PURCHASE,False,,90.33,,,,False,,,False
729387631,729387631,250.0,96.5,2016-03-08T17:01:35,632.86,Next Day eCards,US,US,05,01,online_gifts,12/2027,2014-04-01,2014-04-01,961,961,6495,PURCHASE,False,,153.5,,,,False,,,False
729387631,729387631,250.0,-58.36,2016-03-29T18:35:54,19.23,Blue Mountain eCards,US,US,05,01,online_gifts,12/2028,2014-04-01,2014-04-01,961,961,6495,PURCHASE,False,,308.36,,,,False,,,False
729387631,729387631,250.0,74.28,2016-04-07T09:03:33,632.86,Next Day eCards,US,US,05,01,online_gifts,12/2027,2014-04-01,2014-04-01,961,961,6495,REVERSAL,False,,175.72,,,,False,,,False
729387631,729387631,250.0,250.0,2016-05-01T23:37:03,151.15,Fresh Flowers,US,US,09,08,online_gifts,07/2028,2014-04-01,2014-04-01,961,961,6495,PURCHASE,False,,0.0,,,,False,,,False
729387631,729387631,250.0,98.85,2016-05-02T03:59:17,82.08,Fresh Flowers,US,US,09,01,online_gifts,11/2024,2014-04-01,2014-04-01,961,961,6495,PURCHASE,False,,151.15,,,,False,,,False
729387631,729387631,250.0,16.77,2016-05-07T03:27:53,188.52,Mobile eCards,US,US,05,01,online_gifts,06/2026,2014-04-01,2014-04-01,961,961,6495,PURCHASE,False,,233.23,,,,False,,,False
729387631,729387631,250.0,250.0,2016-05-12T14:48:17,251.83,Next Day Online Services,US,US,02,01,online_gifts,03/2032,2014-04-01,2014-04-01,961,961,6495,PURCHASE,False,,0.0,,,,False,,,False
729387631,729387631,250.0,250.0,2016-05-28T13:13:23,184.74,Fresh Online Services,US,US,09,01,online_gifts,12/2028,2014-04-01,2014-04-01,961,961,6495,PURCHASE,False,,0.0,,,,False,,,False
729387631,729387631,250.0,65.26,2016-05-28T18:09:37,32.44,Fresh Flowers,US,US,05,01,online_gifts,06/2029,2014-04-01,2014-04-01,961,961,6495,PURCHASE,False,,184.74,,,,False,,,False
729387631,729387631,250.0,57.82,2016-06-07T07:16:06,17.88,Blue Mountain Online Services,US,US,05,08,online_gifts,05/2021,2014-04-01,2014-04-01,961,961,6495,PURCHASE,False,,192.18,,,,False,,,False
729387631,729387631,250.0,39.94,2016-06-17T10:49:56,0.0,Fresh Online Services,US,US,05,01,online_gifts,10/2029,2014-04-01,2014-04-01,961,961,6495,ADDRESS_VERIFICATION,False,,210.06,,,,False,,,False
729387631,729387631,250.0,39.94,2016-06-19T22:28:52,69.06,Blue Mountain Online Services,US,US,02,08,online_gifts,02/2030,2014-04-01,2014-04-01,961,961,6495,PURCHASE,False,,210.06,,,,False,,,False
729387631,729387631,250.0,140.29,2016-06-21T08:47:51,7.87,Blue Mountain eCards,US,US,09,01,online_gifts,04/2023,2014-04-01,2014-04-01,961,961,6495,PURCHASE,False,,109.71,,,,False,,,False
729387631,729387631,250.0,157.42,2016-07-11T00:17:55,2.34,Fresh Flowers,US,US,05,01,online_gifts,08/2020,2014-04-01,2014-04-01,961,961,6495,PURCHASE,False,,92.58,,,,False,,,False
