accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,transactionAmount,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
507348141,507348141,7500.0,7500.0,2016-01-04T02:34:17,Burger King #192253,US,US,05,01,fastfood,09/2030,2012-01-06,2012-01-06,540,540,1475,ADDRESS_VERIFICATION,,0.0,0.0,,,,False,,,False,False
507348141,507348141,7500.0,7500.0,2016-01-07T20:03:57,Shake Shack #195162,US,US,05,01,fastfood,08/2026,2012-01-06,2012-01-06,540,540,1475,ADDRESS_VERIFICATION,,0.0,0.0,,,,False,,,False,False
507348141,507348141,7500.0,7500.0,2016-01-14T12:33:42,KFC #240649,US,US,05,01,fastfood,08/2029,2012-01-06,2012-01-06,540,540,1475,PURCHASE,,0.0,17.57,,,,False,,,False,False
507348141,507348141,7500.0,7482.43,2016-01-14T20:50:18,AMC #606218,US,US,02,01,entertainment,11/2023,2012-01-06,2012-01-06,540,540,1475,PURCHASE,,17.57,110.12,,,,True,,,False,False
507348141,507348141,7500.0,7372.31,2016-01-18T17:47:11,Taco Bell #256555,US,US,09,08,fastfood,01/2026,2012-01-06,2012-01-06,540,540,1475,ADDRESS_VERIFICATION,,127.69,0.0,,,,False,,,False,False
507348141,507348141,7500.0,7372.31,2016-01-19T17:26:26,EZ Putt Putt #240241,US,US,05,08,entertainment,06/2032,2012-01-06,2012-01-06,540,540,1475,PURCHASE,,127.69,191.91,,,,True,,,False,False
507348141,507348141,7500.0,7180.4,2016-01-19T20:15:27,Wendys #123132,US,US,05,08,fastfood,11/2021,2012-01-06,2012-01-06,540,540,1475,PURCHASE,,319.6,36.73,,,,True,,,False,False
507348141,507348141,7500.0,7143.67,2016-01-20T07:18:53,AMC #128743,US,US,02,01,entertainment,07/2029,2012-01-06,2012-01-06,540,540,1475,PURCHASE,,356.33,5.72,,,,True,,,False,False
507348141,507348141,7500.0,7137.95,2016-01-22T04:36:00,AMC #724446,US,US,09,01,entertainment,07/2031,2012-01-06,2012-01-06,540,540,1475,PURCHASE,,362.05,20.23,,,,True,,,False,False
507348141,507348141,7500.0,7117.72,2016-01-23T22:51:38,AMC #128743,US,US,02,01,entertainment,07/2029,2012-01-06,2012-01-06,540,540,1475,REVERSAL,,382.28,5.72,,,,True,,,False,False
507348141,507348141,7500.0,7123.44,2016-01-24T01:42:53,EZ Putt Putt #69446,US,US,80,08,entertainment,08/2030,2012-01-06,2012-01-06,540,540,1475,PURCHASE,,376.56,124.36,,,,True,,,False,False
507348141,507348141,7500.0,6999.08,2016-01-26T12:08:35,Auntie Anne's #931110,US,US,05,01,fastfood,01/2025,2012-01-06,2012-01-06,540,540,1475,PURCHASE,,500.92,50.08,,,,True,,,False,False
507348141,507348141,7500.0,6949.0,2016-01-28T05:26:59,AMC #128743,US,US,09,01,entertainment,10/2022,2012-01-06,2012-01-06,540,540,1475,PURCHASE,,551.0,417.48,,,,True,,,False,False
507348141,507348141,7500.0,6556.52,2016-02-01T19:03:23,Regal Cinemas #729464,US,US,05,01,entertainment,01/2025,2012-01-06,2012-01-06,540,540,1475,PURCHASE,,943.48,44.24,,,,True,,,False,False
507348141,507348141,7500.0,6512.28,2016-02-17T21:00:57,apple.com,US,US,09,01,online_retail,03/2024,2012-01-06,2012-01-06,540,540,1475,PURCHASE,,987.72,139.8,,,,False,,,False,False
507348141,507348141,7500.0,6372.48,2016-02-21T18:49:51,Regal Cinemas #05791,US,US,09,01,entertainment,06/2027,2012-01-06,2012-01-06,540,540,1475,PURCHASE,,1127.52,183.95,,,,True,,,False,False
507348141,507348141,7500.0,6188.53,2016-02-28T14:22:11,EZ Putt Putt #804489,US,US,09,01,entertainment,11/2023,2012-01-06,2012-01-06,540,540,1475,PURCHASE,,1311.47,355.66,,,,True,,,False,False
507348141,507348141,7500.0,5832.87,2016-02-28T21:49:37,EZ Putt Putt #982199,US,US,02,01,entertainment,04/2029,2012-01-06,2012-01-06,540,540,1475,PURCHASE,,1667.13,276.49,,,,False,,,False,False
