accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,expirationDateKeyInMatch,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posOnPremises,recurringAuthInd,isFraud
701991084,701991084,250.0,250.0,2016-02-23T08:44:08,39.91,Regal Cinemas #05791,US,US,05,08,entertainment,True,11/2029,2008-01-09,2008-01-09,603,603,2367,True,PURCHASE,,0.0,,,,,,False
701991084,701991084,250.0,250.0,2016-03-05T12:42:38,346.48,Lyft,US,US,02,01,rideshare,False,11/2021,2008-01-09,2008-01-09,603,603,2367,False,PURCHASE,,0.0,,,,,,False
701991084,701991084,250.0,250.0,2016-05-24T21:27:16,21.14,AMC #724446,US,US,09,01,entertainment,False,03/2028,2008-01-09,2008-01-09,603,603,2367,False,PURCHASE,,0.0,,,,,,False
701991084,701991084,250.0,250.0,2016-06-04T04:00:01,138.6,Lyft,US,US,09,01,rideshare,False,11/2020,2008-01-09,2008-01-09,603,603,2367,False,PURCHASE,,0.0,,,,,,False
701991084,701991084,250.0,250.0,2016-07-11T12:14:13,196.7,Uber,US,US,05,08,rideshare,False,06/2031,2008-01-09,2008-01-09,603,603,2367,False,PURCHASE,,0.0,,,,,,False
701991084,701991084,250.0,250.0,2016-08-16T12:33:42,23.05,Uber,US,US,05,01,rideshare,False,12/2025,2008-01-09,2008-01-09,603,603,2367,False,PURCHASE,,0.0,,,,,,False
701991084,701991084,250.0,250.0,2016-10-31T22:59:08,1.24,Lyft,US,US,90,01,rideshare,False,02/2030,2008-01-09,2008-01-09,603,603,2367,False,PURCHASE,,0.0,,,,,,False
701991084,701991084,250.0,250.0,2016-11-22T11:00:38,59.24,Lyft,US,US,02,01,rideshare,False,05/2024,2008-01-09,2008-01-09,603,603,2367,False,PURCHASE,,0.0,,,,,,False
701991084,701991084,250.0,190.76,2016-11-24T01:29:11,238.39,EZ Putt Putt #551896,US,US,05,08,entertainment,True,06/2032,2008-01-09,2008-01-09,603,603,2367,False,PURCHASE,,59.24,,,,,,False
701991084,701991084,250.0,250.0,2016-12-14T17:42:47,54.58,Shell Gas #29200,US,US,02,01,fuel,True,02/2022,2008-01-09,2008-01-09,603,603,2367,False,PURCHASE,,0.0,,,,,,False
701991084,701991084,250.0,195.42,2016-12-28T08:13:43,42.59,Shell Gas #29200,US,US,02,01,fuel,True,02/2022,2008-01-09,2008-01-09,603,603,2367,False,PURCHASE,,54.58,,,,,,False
