accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
473639372,473639372,500.0,500.0,2016-01-21T15:45:35,29.95,Bobs Furniture,US,US,02,01,furniture,True,02/2024,2014-09-28,2014-09-28,177,177,348,PURCHASE,True,,0.0,,,,,,False
473639372,473639372,500.0,470.05,2016-01-26T14:23:45,143.63,Bobs Furniture,US,US,02,01,furniture,True,02/2022,2014-09-28,2014-09-28,177,177,348,PURCHASE,True,,29.95,,,,,,False
473639372,473639372,500.0,326.42,2016-01-27T06:24:43,551.6,Ethan Allen,US,US,02,01,furniture,True,01/2021,2014-09-28,2014-09-28,177,177,348,PURCHASE,False,,173.58,,,,,,False
473639372,473639372,500.0,466.86,2016-01-28T16:00:47,67.02,ethanallen.com,US,US,90,01,furniture,True,11/2031,2014-09-28,2014-09-28,177,177,348,PURCHASE,False,,33.14,,,,,,False
473639372,473639372,500.0,424.84,2016-02-01T12:08:33,177.69,westelm.com,US,US,09,01,furniture,True,01/2025,2014-09-28,2014-09-28,177,177,348,PURCHASE,False,,75.16,,,,,,False
473639372,473639372,500.0,272.15,2016-03-04T18:49:40,10.89,Spotify,US,US,09,01,online_subscriptions,False,07/2028,2014-09-28,2014-09-28,177,177,348,PURCHASE,False,,227.85,,,,,,False
473639372,473639372,500.0,261.26,2016-03-05T20:35:00,19.57,Williams Sonoma,US,US,09,01,furniture,True,02/2023,2014-09-28,2014-09-28,177,177,348,PURCHASE,False,,238.74,,,,,,False
473639372,473639372,500.0,241.69,2016-03-05T20:36:06,19.57,Williams Sonoma,US,US,09,01,furniture,True,02/2023,2014-09-28,2014-09-28,177,177,348,REVERSAL,False,,258.31,,,,,,False
473639372,473639372,500.0,261.26,2016-03-31T06:28:44,39.09,Krispy Kreme #563567,US,US,09,08,fastfood,True,06/2031,2014-09-28,2014-09-28,177,177,348,PURCHASE,False,,238.74,,,,,,False
473639372,473639372,500.0,247.17,2016-04-02T02:38:49,9.72,Rove Concepts,US,US,09,08,furniture,True,06/2022,2014-09-28,2014-09-28,177,177,348,PURCHASE,False,,252.83,,,,,,False
473639372,473639372,500.0,237.45,2016-04-04T13:39:43,10.89,Spotify,US,US,09,01,online_subscriptions,False,07/2028,2014-09-28,2014-09-28,177,177,348,PURCHASE,False,,262.55,,,,,,False
473639372,473639372,500.0,226.56,2016-04-18T03:00:07,163.73,Bobs Furniture,US,US,05,08,furniture,True,02/2020,2014-09-28,2014-09-28,177,177,348,PURCHASE,True,,273.44,,,,,,False
