accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
982089570,982089570,20000.0,20000.0,2016-01-18T04:45:54,7.49,EZ Putt Putt #503815,US,02,01,entertainment,True,05/2027,2012-04-23,2012-04-23,196,196,8907,PURCHASE,,0.0,,,,,,,False,False
982089570,982089570,20000.0,19992.51,2016-01-19T14:21:06,11.8,AMC #79863,US,05,08,entertainment,True,08/2022,2012-04-23,2012-04-23,327,327,0000,PURCHASE,,7.49,,,,US,,,False,False
982089570,982089570,20000.0,19980.71,2016-01-24T07:32:07,211.73,EZ Putt Putt #69446,US,05,01,entertainment,True,12/2030,2012-04-23,2012-04-23,196,196,8907,PURCHASE,,19.29,,,,US,,,False,False
982089570,982089570,20000.0,19793.98,2016-02-20T12:31:33,50.11,Regal Cinemas #05791,US,09,01,entertainment,True,02/2029,2012-04-23,2012-04-23,327,327,0000,PURCHASE,,206.02,,,,US,,,False,False
982089570,982089570,20000.0,19768.87,2016-03-22T07:17:20,90.32,EZ Putt Putt #982199,US,05,08,entertainment,True,07/2028,2012-04-23,2012-04-23,327,327,0000,PURCHASE,,231.13,,,,US,,,False,False
982089570,982089570,20000.0,19703.55,2016-04-09T04:55:10,20.92,AMC #128743,US,09,01,entertainment,True,07/2028,2012-04-23,2012-04-23,196,196,8907,PURCHASE,,296.45,,,,US,,,False,False
982089570,982089570,20000.0,19707.63,2016-05-19T18:48:05,90.95,EZ Putt Putt #804489,US,05,01,entertainment,True,05/2033,2012-04-23,2012-04-23,196,196,8907,PURCHASE,,292.37,,,,US,,,False,False
982089570,982089570,20000.0,19641.68,2016-06-02T15:39:57,32.59,EZ Putt Putt #69446,US,05,01,entertainment,True,10/2032,2012-04-23,2012-04-23,196,196,8907,PURCHASE,,358.32,,,,US,,,False,False
982089570,982089570,20000.0,19609.09,2016-06-05T07:25:04,279.89,EZ Putt Putt #755869,US,09,01,entertainment,True,05/2031,2012-04-23,2012-04-23,327,327,0000,PURCHASE,,390.91,,,,US,,,False,False
982089570,982089570,20000.0,19354.2,2016-07-29T18:26:53,13.03,AMC #145832,US,09,01,entertainment,True,02/2031,2012-04-23,2012-04-23,327,327,0000,PURCHASE,,645.8,,,,US,,,False,False
982089570,982089570,20000.0,19366.17,2016-08-13T12:22:15,195.75,EZ Putt Putt #40513,US,02,08,entertainment,False,07/2025,2012-04-23,2012-04-23,196,196,8907,PURCHASE,,633.83,,,,US,,,False,False
982089570,982089570,20000.0,19195.42,2016-09-12T09:02:51,1333.23,AMC #552863,US,09,01,entertainment,True,04/2030,2012-04-23,2012-04-23,327,327,0000,PURCHASE,,804.58,,,,US,,,False,False
982089570,982089570,20000.0,17862.19,2016-09-16T09:11:32,498.06,Regal Cinemas #05791,US,05,08,entertainment,True,09/2031,2012-04-23,2012-04-23,327,327,0000,PURCHASE,,2137.81,,,,US,,,False,False
982089570,982089570,20000.0,17389.13,2016-10-14T04:34:25,169.88,AMC #706324,US,05,01,entertainment,False,01/2032,2012-04-23,2012-04-23,196,196,8907,PURCHASE,,2610.87,,,,US,,,False,False
982089570,982089570,20000.0,17219.25,2016-10-16T00:02:31,0.0,Washington Post,US,05,01,subscriptions,False,07/2020,2012-04-23,2012-04-23,196,196,8907,ADDRESS_VERIFICATION,,2780.75,,,,US,,,False,False
982089570,982089570,20000.0,17219.25,2016-10-25T22:31:03,89.54,AMC #74121,US,09,01,entertainment,True,03/2033,2012-04-23,2012-04-23,196,196,8907,PURCHASE,,2780.75,,,,US,,,False,False
982089570,982089570,20000.0,17129.71,2016-10-27T14:47:55,150.54,Regal Cinemas #729464,US,05,08,entertainment,True,04/2024,2012-04-23,2012-04-23,327,327,0000,PURCHASE,,2870.29,,,,US,,,False,False
982089570,982089570,20000.0,17004.17,2016-11-19T07:43:54,33.86,Sunoco Gas #465323,US,02,01,fuel,True,04/2020,2012-04-23,2012-04-23,327,327,0000,PURCHASE,,2995.83,,,,US,,,False,False
982089570,982089570,20000.0,16995.31,2016-12-03T11:42:28,24.11,Regal Cinemas #276341,US,05,08,entertainment,True,05/2023,2012-04-23,2012-04-23,327,327,0000,PURCHASE,,3004.69,,,,US,,,False,False
982089570,982089570,20000.0,16971.2,2016-12-03T17:47:03,39.41,Sunoco Gas #465323,US,02,01,fuel,True,04/2020,2012-04-23,2012-04-23,327,327,0000,PURCHASE,,3028.8,,,,US,,,False,False
982089570,982089570,20000.0,16931.79,2016-12-08T20:51:45,91.65,EZ Putt Putt #982199,US,05,01,entertainment,True,09/2029,2012-04-23,2012-04-23,196,196,8907,PURCHASE,,3068.21,,,,US,,,False,False
982089570,982089570,20000.0,16840.14,2016-12-17T15:12:25,37.07,Sunoco Gas #465323,US,02,01,fuel,True,04/2020,2012-04-23,2012-04-23,327,327,0000,PURCHASE,,3159.86,,,,US,,,False,False
982089570,982089570,20000.0,16803.07,2016-12-27T19:11:34,43.3,EZ Putt Putt #503815,US,02,08,entertainment,True,01/2032,2012-04-23,2012-04-23,327,327,0000,PURCHASE,,3196.93,,,,US,,,False,False
