accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posEntryMode,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
250360901,250360901,2500.0,2500.0,2016-05-19T21:18:31,535.22,AMC #692956,US,US,01,entertainment,True,05/2028,2015-08-29,2015-08-29,934,934,2454,PURCHASE,,0.0,,,,,,,False,False
250360901,250360901,2500.0,1989.78,2016-06-14T01:12:47,104.45,South Restaurant,US,US,01,food,True,11/2021,2015-08-29,2015-08-29,934,934,2454,PURCHASE,,510.22,,,,09,,,False,False
250360901,250360901,2500.0,1910.33,2016-07-17T02:13:15,38.45,Best Bistro #44077,US,US,01,food,True,02/2025,2015-08-29,2015-08-29,934,934,2454,PURCHASE,,589.67,,,,02,,,False,False
250360901,250360901,2500.0,1896.88,2016-08-15T05:27:03,184.62,EZ Putt Putt #503815,US,US,01,entertainment,True,02/2029,2015-08-29,2015-08-29,742,742,5130,PURCHASE,,603.12,,,,09,,,False,False
250360901,250360901,2500.0,1712.26,2016-08-16T12:16:01,36.02,Hilton Hotels #267090,US,US,01,hotels,True,02/2028,2015-08-29,2015-08-29,934,934,2454,PURCHASE,,787.74,,,,05,,,False,False
250360901,250360901,2500.0,1701.24,2016-09-04T18:10:55,327.06,1st Sandwitch Bar #772439,US,US,08,food,True,05/2028,2015-08-29,2015-08-29,742,742,5130,PURCHASE,,798.76,,,,09,,,False,False
250360901,250360901,2500.0,1374.18,2016-09-28T05:04:25,8.43,Apple iTunes,US,US,08,mobileapps,False,05/2028,2015-08-29,2015-08-29,934,934,2454,PURCHASE,,1125.82,,,,09,,,False,False
250360901,250360901,2500.0,1390.75,2016-10-28T14:57:35,8.43,Apple iTunes,US,US,08,mobileapps,False,05/2028,2015-08-29,2015-08-29,934,934,2454,PURCHASE,,1109.25,,,,09,,,False,False
250360901,250360901,2500.0,1407.32,2016-11-28T15:58:07,8.43,Apple iTunes,US,US,08,mobileapps,False,05/2028,2015-08-29,2015-08-29,934,934,2454,PURCHASE,,1092.68,,,,09,,,False,False
250360901,250360901,2500.0,1423.89,2016-12-29T02:43:31,8.43,Apple iTunes,US,US,08,mobileapps,False,05/2028,2015-08-29,2015-08-29,934,934,2454,PURCHASE,,1076.11,,,,09,,,False,False
