accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
998801944,998801944,7500.0,7500.0,2016-01-03T09:32:58,513.25,discount.com,US,US,09,01,online_retail,02/2033,2012-11-16,2012-11-16,272,278,643,PURCHASE,,0.0,,,,False,,,False,False
998801944,998801944,7500.0,6986.75,2016-01-04T09:53:53,382.24,walmart.com,US,US,80,01,online_retail,06/2033,2012-11-16,2012-11-16,272,272,643,PURCHASE,,513.25,,,,False,,,False,False
998801944,998801944,7500.0,6604.51,2016-01-04T10:02:48,71.36,Popeyes #498688,US,US,02,01,fastfood,08/2021,2012-11-16,2012-11-16,272,272,643,PURCHASE,,895.49,,,,True,,,False,False
998801944,998801944,7500.0,6533.15,2016-01-04T11:47:33,50.86,apple.com,US,US,02,01,online_retail,09/2025,2012-11-16,2012-11-16,168,168,1416,PURCHASE,,966.85,,,,False,,,False,False
998801944,998801944,7500.0,6482.29,2016-01-06T02:29:16,388.73,target.com,US,US,09,08,online_retail,09/2020,2012-11-16,2012-11-16,168,168,1416,PURCHASE,,1017.71,,,,False,,,False,False
998801944,998801944,7500.0,6093.56,2016-01-06T10:51:35,685.97,West End Beauty #178111,US,US,05,08,personal care,02/2028,2012-11-16,2012-11-16,272,272,643,PURCHASE,,1406.44,,,,True,,,False,False
998801944,998801944,7500.0,5407.59,2016-01-07T19:05:17,116.73,Quizno's #717170,US,US,05,99,fastfood,01/2027,2012-11-16,2012-11-16,168,168,1416,PURCHASE,,2092.41,,,,True,,,False,False
998801944,998801944,7500.0,5290.86,2016-01-12T07:28:44,57.22,Subway #408774,US,US,02,01,fastfood,04/2022,2012-11-16,2012-11-16,272,272,643,PURCHASE,,2209.14,,,,True,,,False,False
998801944,998801944,7500.0,5233.64,2016-01-13T12:59:36,181.71,Cinnabon #311153,US,US,05,01,fastfood,10/2021,2012-11-16,2012-11-16,272,272,643,PURCHASE,,2266.36,,,,True,,,False,False
998801944,998801944,7500.0,5051.93,2016-01-15T15:03:06,261.97,discount.com,US,US,09,01,online_retail,11/2027,2012-11-16,2012-11-16,168,168,1416,PURCHASE,,2448.07,,,,False,,,False,False
998801944,998801944,7500.0,4789.96,2016-01-16T16:47:58,31.06,ebay.com,US,US,05,01,online_retail,04/2024,2012-11-16,2012-11-16,168,168,1416,PURCHASE,,2710.04,,,,False,,,False,False
998801944,998801944,7500.0,4758.9,2016-01-18T18:57:53,52.77,gap.com,US,US,02,01,online_retail,04/2031,2012-11-16,2012-11-16,272,272,643,PURCHASE,,2741.1,,,,False,,,False,False
