accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
976149510,976149510,2500.0,2500.0,2016-01-01T08:32:18,445.86,walmart.com,US,US,09,01,online_retail,02/2027,2014-08-28,2014-08-28,926,926,3056,PURCHASE,True,,0.0,,,,False,,,False
976149510,976149510,2500.0,2054.14,2016-01-01T15:58:27,489.34,sears.com,US,US,80,01,online_retail,02/2032,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,445.86,,,,False,,,False
976149510,976149510,2500.0,1564.8,2016-01-02T02:12:41,75.95,alibaba.com,US,US,05,08,online_retail,07/2032,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,935.2,,,,False,,,False
976149510,976149510,2500.0,1488.85,2016-01-04T02:27:19,0.98,sears.com,US,US,05,08,online_retail,12/2021,2014-08-28,2014-08-28,926,926,3056,PURCHASE,False,,1011.15,,,,False,,,False
976149510,976149510,2500.0,1487.87,2016-01-05T00:27:20,74.0,walmart.com,US,US,90,08,online_retail,08/2026,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,1012.13,,,,False,,,False
976149510,976149510,2500.0,1413.87,2016-01-05T02:43:15,141.63,Domino's Pizza #514430,US,US,05,01,fastfood,01/2027,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,1086.13,,,,True,,,False
976149510,976149510,2500.0,1272.24,2016-01-05T16:49:25,2.77,sears.com,US,US,05,08,online_retail,06/2027,2014-08-28,2014-08-28,926,926,3056,PURCHASE,False,,1227.76,,,,False,,,False
976149510,976149510,2500.0,1269.47,2016-01-06T04:35:41,119.18,sears.com,US,US,02,01,online_retail,05/2033,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,1230.53,,,,False,,,False
976149510,976149510,2500.0,1150.29,2016-01-06T11:21:41,77.3,cheapfast.com,US,US,02,01,online_retail,09/2026,2014-08-28,2014-08-28,926,926,3056,PURCHASE,False,,1349.71,,,,False,,,False
976149510,976149510,2500.0,1072.99,2016-01-07T12:41:26,4.19,staples.com,US,US,09,01,online_retail,12/2020,2014-08-28,2014-08-28,926,926,3056,PURCHASE,False,,1427.01,,,,False,,,False
976149510,976149510,2500.0,1068.8,2016-01-08T05:56:23,22.32,Starbucks #699618,US,US,09,08,fastfood,05/2030,2014-08-28,2014-08-28,926,926,3056,PURCHASE,False,,1431.2,,,,True,,,False
976149510,976149510,2500.0,1046.48,2016-01-08T16:09:34,0.0,Domino's Pizza #774322,US,US,09,01,fastfood,10/2026,2014-08-28,2014-08-28,354,354,4149,ADDRESS_VERIFICATION,False,,1453.52,,,,False,,,False
976149510,976149510,2500.0,1046.48,2016-01-08T23:10:55,119.18,sears.com,US,US,02,01,online_retail,05/2033,2014-08-28,2014-08-28,354,354,4149,REVERSAL,False,,1453.52,,,,False,,,False
976149510,976149510,2500.0,1165.66,2016-01-09T20:36:09,718.83,Hardee's #941439,US,US,02,01,fastfood,03/2023,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,1334.34,,,,True,,,False
976149510,976149510,2500.0,446.83,2016-01-11T08:45:40,20.18,McDonalds #814025,US,US,02,01,fastfood,06/2026,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,2053.17,,,,True,,,False
976149510,976149510,2500.0,426.65,2016-01-12T13:10:51,73.76,Pizza Hut #126119,US,US,02,01,fastfood,06/2030,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,2073.35,,,,True,,,False
976149510,976149510,2500.0,352.89,2016-01-13T02:07:00,18.51,target.com,US,US,09,01,online_retail,01/2027,2014-08-28,2014-08-28,926,926,3056,PURCHASE,False,,2147.11,,,,False,,,False
976149510,976149510,2500.0,334.38,2016-01-13T02:25:38,744.02,target.com,US,US,02,01,online_retail,08/2020,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,2165.62,,,,False,,,False
976149510,976149510,2500.0,2149.92,2016-01-13T23:23:21,50.64,staples.com,US,US,05,01,online_retail,03/2032,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,350.08,,,,False,,,False
976149510,976149510,2500.0,2099.28,2016-01-14T09:15:37,172.64,Wendys #928763,US,US,09,01,fastfood,09/2023,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,400.72,,,,True,,,False
976149510,976149510,2500.0,1926.64,2016-01-16T13:17:54,406.82,Hardee's #157427,US,US,02,08,fastfood,01/2032,2014-08-28,2014-08-28,926,926,3056,PURCHASE,False,,573.36,,,,True,,,False
976149510,976149510,2500.0,1519.82,2016-01-17T21:58:15,214.41,Shake Shack #170441,US,US,09,08,fastfood,02/2030,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,980.18,,,,True,,,False
976149510,976149510,2500.0,1305.41,2016-01-18T13:39:35,178.4,alibaba.com,US,US,02,01,online_retail,09/2030,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,1194.59,,,,False,,,False
976149510,976149510,2500.0,1127.01,2016-01-19T14:41:07,191.75,Burger King #968126,US,US,09,01,fastfood,08/2032,2014-08-28,2014-08-28,926,926,3056,PURCHASE,False,,1372.99,,,,True,,,False
976149510,976149510,2500.0,935.26,2016-01-21T15:26:03,54.11,Wendys #192176,US,US,05,01,fastfood,12/2023,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,1564.74,,,,True,,,False
976149510,976149510,2500.0,881.15,2016-01-22T10:23:44,84.83,cheapfast.com,US,US,05,01,online_retail,07/2030,2014-08-28,2014-08-28,926,926,3056,PURCHASE,False,,1618.85,,,,False,,,False
976149510,976149510,2500.0,796.32,2016-01-22T12:32:33,131.93,amazon.com,US,US,05,01,online_retail,06/2024,2014-08-28,2014-08-28,926,926,3056,PURCHASE,False,,1703.68,,,,False,,,False
976149510,976149510,2500.0,664.39,2016-01-23T00:58:47,104.88,target.com,US,US,05,01,online_retail,06/2027,2014-08-28,2014-08-28,926,926,3056,PURCHASE,False,,1835.61,,,,False,,,False
976149510,976149510,2500.0,559.51,2016-01-23T07:03:43,5.03,Subway #817052,US,US,09,08,fastfood,10/2023,2014-08-28,2014-08-28,926,926,3056,PURCHASE,False,,1940.49,,,,True,,,False
976149510,976149510,2500.0,554.48,2016-01-25T12:03:15,330.86,gap.com,US,US,09,08,online_retail,06/2030,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,1945.52,,,,False,,,False
976149510,976149510,2500.0,223.62,2016-01-26T14:24:23,170.35,apple.com,US,US,05,01,online_retail,10/2031,2014-08-28,2014-08-28,926,926,3056,PURCHASE,False,,2276.38,,,,False,,,False
976149510,976149510,2500.0,1172.61,2016-01-26T22:07:55,138.47,ebay.com,US,US,09,01,online_retail,07/2027,2014-08-28,2014-08-28,926,926,3056,PURCHASE,False,,1327.39,,,,False,,,False
976149510,976149510,2500.0,1034.14,2016-01-29T11:28:36,493.35,Popeyes #636662,US,US,09,01,fastfood,12/2028,2014-08-28,2014-08-28,354,354,4149,PURCHASE,False,,1465.86,,,,True,,,False
