accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
908041278,908041278,5000.0,5000.0,2016-01-02T05:30:58,16.61,Cinnabon #127626,US,US,02,01,fastfood,True,07/2033,2015-07-28,2015-07-28,670,670,2074,PURCHASE,,0.0,,,,,,False,False
908041278,908041278,5000.0,4983.39,2016-01-02T18:03:16,15.18,Wendys #205573,US,US,09,01,fastfood,True,09/2025,2015-07-28,2015-07-28,588,588,7050,PURCHASE,,16.61,,,,,,False,False
908041278,908041278,5000.0,4968.21,2016-01-02T18:27:52,84.69,Wendys #411574,US,US,02,01,fastfood,True,09/2026,2015-07-28,2015-07-28,588,588,7050,PURCHASE,,31.79,,,,,,False,False
908041278,908041278,5000.0,4883.52,2016-01-02T18:30:22,84.69,Wendys #411574,US,US,02,01,fastfood,True,09/2026,2015-07-28,2015-07-28,588,588,7050,PURCHASE,,116.48,,,,,,False,False
908041278,908041278,5000.0,4798.83,2016-01-04T02:28:28,375.24,Hardee's #730023,US,US,05,01,fastfood,True,03/2025,2015-07-28,2015-07-28,965,965,2173,PURCHASE,,201.17,,,,,,False,False
908041278,908041278,5000.0,4423.59,2016-01-04T16:27:48,20.75,Krispy Kreme #716892,US,US,02,01,fastfood,True,05/2023,2015-07-28,2015-07-28,965,965,2173,PURCHASE,,576.41,,,,,,False,False
908041278,908041278,5000.0,4402.84,2016-01-05T00:11:24,3.28,Dunkin' Donuts #62930,US,US,05,01,fastfood,True,03/2033,2015-07-28,2015-07-28,670,670,2074,PURCHASE,,597.16,,,,,,False,False
908041278,908041278,5000.0,4399.56,2016-01-05T00:17:33,117.88,Popeyes #995403,US,US,05,01,fastfood,True,01/2028,2015-07-28,2015-07-28,588,588,7050,PURCHASE,,600.44,,,,,,False,False
908041278,908041278,5000.0,4281.68,2016-01-06T16:20:03,145.94,Domino's Pizza #472989,US,US,02,01,fastfood,True,08/2025,2015-07-28,2015-07-28,670,670,2074,PURCHASE,,718.32,,,,,,False,False
908041278,908041278,5000.0,4135.74,2016-01-08T13:40:28,101.63,Domino's Pizza #773918,PR,PR,09,01,fastfood,True,07/2020,2015-07-28,2015-07-28,965,965,2173,PURCHASE,,864.26,,,,,,False,False
908041278,908041278,5000.0,4034.11,2016-01-09T05:02:20,89.91,Quizno's #794934,US,US,09,01,fastfood,True,12/2023,2015-07-28,2015-07-28,670,670,2074,PURCHASE,,965.89,,,,,,False,False
908041278,908041278,5000.0,3944.2,2016-01-09T18:19:08,123.26,Shake Shack #397747,US,US,02,08,fastfood,True,12/2027,2015-07-28,2015-07-28,670,670,2074,PURCHASE,,1055.8,,,,,,False,False
908041278,908041278,5000.0,3820.94,2016-01-11T09:56:14,108.85,Arbys #183525,US,US,02,01,fastfood,True,08/2024,2015-07-28,2015-07-28,965,965,2173,PURCHASE,,1179.06,,,,,,False,False
908041278,908041278,5000.0,3712.09,2016-01-13T23:48:59,146.57,Arbys #416755,US,US,05,01,fastfood,True,01/2021,2015-07-28,2015-07-28,670,670,2074,PURCHASE,,1287.91,,,,,,False,False
908041278,908041278,5000.0,3565.52,2016-01-17T10:13:16,100.2,Subway #755936,US,US,05,01,fastfood,True,02/2032,2015-07-28,2015-07-28,965,965,2173,PURCHASE,,1434.48,,,,,,False,False
908041278,908041278,5000.0,3465.32,2016-01-17T19:09:04,335.52,Burger King #737509,US,US,05,01,fastfood,True,11/2021,2015-07-28,2015-07-28,670,670,2074,PURCHASE,,1534.68,,,,,,False,False
908041278,908041278,5000.0,3129.8,2016-01-17T19:55:53,0.85,Burger King #521245,US,US,02,01,fastfood,True,04/2027,2015-07-28,2015-07-28,965,965,2173,PURCHASE,,1870.2,,,,,,False,False
908041278,908041278,5000.0,3128.95,2016-01-20T23:36:31,46.79,Hardee's #398938,US,US,05,01,fastfood,True,01/2028,2015-07-28,2015-07-28,965,965,2173,PURCHASE,,1871.05,,,,,,False,False
908041278,908041278,5000.0,3082.16,2016-01-21T01:04:54,8.5,Domino's Pizza #962710,US,US,02,01,fastfood,True,02/2033,2015-07-28,2015-07-28,670,670,2074,PURCHASE,,1917.84,,,,,,False,False
908041278,908041278,5000.0,3073.66,2016-01-23T04:16:39,159.5,Auntie Anne's #392720,US,US,02,01,fastfood,False,11/2021,2015-07-28,2015-07-28,588,588,7050,PURCHASE,,1926.34,,,,,,False,False
908041278,908041278,5000.0,2914.16,2016-01-28T07:58:08,59.36,Pizza Hut #330707,US,US,09,01,fastfood,False,01/2025,2015-07-28,2015-07-28,965,965,2173,PURCHASE,,2085.84,,,,,,False,False
908041278,908041278,5000.0,2854.8,2016-01-30T14:34:23,69.86,In-N-Out #272688,US,US,05,01,fastfood,True,08/2023,2015-07-28,2015-07-28,670,670,2074,PURCHASE,,2145.2,,,,,,False,False
908041278,908041278,5000.0,2809.94,2016-02-03T00:34:50,1.25,Hardee's #941387,US,US,05,01,fastfood,True,05/2027,2015-07-28,2015-07-28,670,670,2074,PURCHASE,,2190.06,,,,,,False,False
908041278,908041278,5000.0,2808.69,2016-02-10T20:30:48,267.97,Quizno's #39681,US,US,09,01,fastfood,True,03/2020,2015-07-28,2015-07-28,588,588,7050,PURCHASE,,2191.31,,,,,,False,False
908041278,908041278,5000.0,2540.72,2016-02-17T05:49:27,39.0,Subway #948913,US,US,05,01,fastfood,True,06/2025,2015-07-28,2015-07-28,670,670,2074,PURCHASE,,2459.28,,,,,,False,False
908041278,908041278,5000.0,2501.72,2016-02-18T09:40:22,14.32,Quizno's #477226,US,US,05,08,fastfood,True,11/2025,2015-07-28,2015-07-28,965,965,2173,PURCHASE,,2498.28,,,,,,False,False
