accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,transactionAmount,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
316786235,316786235,20000.0,20000.0,2016-01-01T05:08:44,apple.com,US,US,05,08,online_retail,08/2023,2012-09-18,2012-09-18,342,342,8347,ADDRESS_VERIFICATION,,0.0,0.0,,,,False,,,False,False
316786235,316786235,20000.0,20000.0,2016-01-04T09:38:06,Taco Bell #164602,US,US,02,01,fastfood,12/2030,2012-09-18,2012-09-18,342,342,8347,PURCHASE,,0.0,43.4,,,,True,,,False,False
316786235,316786235,20000.0,19956.6,2016-01-05T15:22:48,Lyft,US,US,09,01,rideshare,05/2024,2012-09-18,2012-09-18,342,342,8347,PURCHASE,,43.4,144.44,,,,False,,,False,False
316786235,316786235,20000.0,19812.16,2016-01-05T15:23:01,Lyft,US,US,09,01,rideshare,05/2024,2012-09-18,2012-09-18,342,342,8347,PURCHASE,,187.84,144.44,,,,False,,,False,False
316786235,316786235,20000.0,19667.72,2016-01-06T16:44:34,amazon.com,US,US,02,01,online_retail,01/2021,2012-09-18,2012-09-18,342,342,8347,PURCHASE,,332.28,34.26,,,,False,,,False,False
316786235,316786235,20000.0,19633.46,2016-01-08T15:01:46,sears.com,US,US,05,01,online_retail,02/2022,2012-09-18,2012-09-18,342,342,8347,PURCHASE,,366.54,133.41,,,,False,,,False,False
316786235,316786235,20000.0,19500.05,2016-01-10T15:52:28,Uber,US,US,05,01,rideshare,04/2020,2012-09-18,2012-09-18,342,342,8347,PURCHASE,,499.95,189.77,,,,False,,,False,False
316786235,316786235,20000.0,19310.28,2016-01-11T11:31:00,sears.com,US,US,02,01,online_retail,04/2026,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,689.72,374.34,,,,False,,,False,False
316786235,316786235,20000.0,18935.94,2016-01-11T20:13:04,Wendys #394631,US,US,05,01,fastfood,02/2028,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,1064.06,181.19,,,,True,,,False,False
316786235,316786235,20000.0,18754.75,2016-01-12T21:24:01,Uber,US,US,90,01,rideshare,02/2025,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,1245.25,180.53,,,,False,,,False,False
316786235,316786235,20000.0,18574.22,2016-01-14T13:23:55,Uber,US,US,09,08,rideshare,01/2023,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,1425.78,82.31,,,,False,,,False,False
316786235,316786235,20000.0,18491.91,2016-01-14T14:33:27,walmart.com,US,US,05,01,online_retail,03/2020,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,1508.09,54.71,,,,False,,,False,False
316786235,316786235,20000.0,18437.2,2016-01-15T12:58:58,Popeyes #580764,US,US,02,01,fastfood,11/2029,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,1562.8,106.86,,,,True,,,False,False
316786235,316786235,20000.0,18330.34,2016-01-16T06:54:18,In-N-Out #545716,US,US,05,01,fastfood,06/2023,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,1669.66,19.2,,,,True,,,False,False
316786235,316786235,20000.0,18311.14,2016-01-17T03:03:41,amazon.com,US,US,05,01,online_retail,10/2028,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,1688.86,206.25,,,,False,,,False,False
316786235,316786235,20000.0,18104.89,2016-01-17T05:44:49,Hardee's #855967,US,US,09,01,fastfood,03/2025,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,1895.11,19.45,,,,True,,,False,False
316786235,316786235,20000.0,18085.44,2016-01-17T16:02:31,Hardee's #186774,US,US,09,01,fastfood,01/2031,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,1914.56,136.93,,,,True,,,False,False
316786235,316786235,20000.0,17948.51,2016-01-17T17:54:39,Uber,US,US,09,01,rideshare,05/2027,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,2051.49,164.66,,,,False,,,False,True
316786235,316786235,20000.0,17783.85,2016-01-17T21:02:52,Shake Shack #178952,US,US,05,08,fastfood,09/2022,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,2216.15,157.02,,,,True,,,False,False
316786235,316786235,20000.0,17626.83,2016-01-18T11:48:01,Dunkin' Donuts #69549,US,US,05,01,fastfood,05/2023,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,2373.17,35.03,,,,True,,,False,False
316786235,316786235,20000.0,17591.8,2016-01-18T13:43:12,Subway #47890,US,US,02,01,fastfood,07/2023,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,2408.2,147.4,,,,True,,,False,False
316786235,316786235,20000.0,17444.4,2016-01-18T18:54:24,discount.com,US,US,05,01,online_retail,10/2031,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,2555.6,73.69,,,,False,,,False,False
316786235,316786235,20000.0,17370.71,2016-01-19T05:01:42,staples.com,US,US,05,01,online_retail,10/2026,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,2629.29,55.86,,,,False,,,False,False
316786235,316786235,20000.0,17314.85,2016-01-19T09:16:14,cheapfast.com,US,US,02,01,online_retail,10/2030,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,2685.15,53.93,,,,False,,,False,False
316786235,316786235,20000.0,17260.92,2016-01-20T02:18:50,Quizno's #606921,US,US,02,01,fastfood,05/2022,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,2739.08,20.56,,,,True,,,False,False
316786235,316786235,20000.0,17240.36,2016-01-20T12:46:38,amazon.com,US,US,05,01,online_retail,06/2032,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,2759.64,23.85,,,,False,,,False,False
316786235,316786235,20000.0,17216.51,2016-01-20T12:46:43,amazon.com,US,US,05,01,online_retail,06/2032,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,2783.49,23.85,,,,False,,,False,False
316786235,316786235,20000.0,17192.66,2016-01-20T18:25:18,Dunkin' Donuts #760100,US,US,80,01,fastfood,11/2030,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,2807.34,55.9,,,,True,,,False,False
316786235,316786235,20000.0,17136.76,2016-01-21T08:17:40,target.com,US,US,05,01,online_retail,07/2023,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,2863.24,85.09,,,,False,,,False,False
316786235,316786235,20000.0,17051.67,2016-01-21T20:36:45,In-N-Out #152281,US,US,09,01,fastfood,04/2031,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,2948.33,271.86,,,,True,,,False,False
316786235,316786235,20000.0,16779.81,2016-01-24T05:42:32,Arbys #130134,US,US,02,99,fastfood,06/2031,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,3220.19,50.44,,,,True,,,False,False
316786235,316786235,20000.0,16729.37,2016-01-28T19:02:31,Subway #817052,US,US,05,01,fastfood,01/2030,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,3270.63,78.42,,,,True,,,False,False
316786235,316786235,20000.0,16650.95,2016-01-30T21:01:24,Subway #20428,US,US,09,08,fastfood,12/2022,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,3349.05,178.62,,,,True,,,False,False
316786235,316786235,20000.0,16472.33,2016-01-31T23:38:00,KFC #887740,US,US,02,01,fastfood,09/2029,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,3527.67,2.38,,,,True,,,False,False
316786235,316786235,20000.0,16494.95,2016-02-01T00:34:20,Dunkin' Donuts #522548,US,US,05,01,fastfood,08/2032,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,3505.05,51.27,,,,True,,,False,False
316786235,316786235,20000.0,16443.68,2016-02-02T19:43:10,Lyft,US,US,05,01,rideshare,11/2032,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,3556.32,98.18,,,,False,,,False,False
316786235,316786235,20000.0,16345.5,2016-02-03T12:50:36,ebay.com,US,US,05,01,online_retail,01/2027,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,3654.5,17.55,,,,False,,,False,False
316786235,316786235,20000.0,16327.95,2016-02-03T17:54:29,Lyft,PR,PR,09,01,rideshare,01/2026,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,3672.05,137.38,,,,False,,,False,False
316786235,316786235,20000.0,16190.57,2016-02-03T23:47:33,Shake Shack #875648,US,US,05,01,fastfood,01/2025,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,3809.43,63.85,,,,True,,,False,False
316786235,316786235,20000.0,16126.72,2016-02-05T12:52:57,Domino's Pizza #413274,US,US,05,01,fastfood,02/2023,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,3873.28,234.58,,,,True,,,False,False
316786235,316786235,20000.0,15892.14,2016-02-05T17:22:48,Shake Shack #378221,US,US,09,01,fastfood,05/2031,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,4107.86,46.23,,,,True,,,False,False
316786235,316786235,20000.0,15845.91,2016-02-07T04:30:02,Arbys #130134,US,US,09,01,fastfood,01/2027,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,4154.09,186.45,,,,True,,,False,False
316786235,316786235,20000.0,15659.46,2016-02-07T15:18:48,In-N-Out #409087,US,US,02,01,fastfood,12/2028,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,4340.54,190.04,,,,True,,,False,False
316786235,316786235,20000.0,15469.42,2016-02-08T05:17:31,Uber,US,US,05,01,rideshare,08/2032,2012-09-18,2016-01-10,342,342,8347,PURCHASE,,4530.58,108.5,,,,False,,,False,False
