accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
157837245,157837245,15000.0,15000.0,2016-01-03T02:40:03,135.97,discount.com,US,US,09,01,online_retail,01/2031,2015-06-08,2015-06-08,321,321,9019,PURCHASE,True,,0.0,,,,False,,,False
157837245,157837245,15000.0,14864.03,2016-01-06T01:21:40,275.21,target.com,US,US,09,01,online_retail,07/2031,2015-06-08,2015-06-08,321,321,9019,PURCHASE,False,,135.97,,,,False,,,False
157837245,157837245,15000.0,14588.82,2016-01-08T03:32:16,110.12,apple.com,US,US,05,08,online_retail,01/2024,2015-06-08,2015-06-08,321,321,9019,PURCHASE,False,,411.18,,,,False,,,False
157837245,157837245,15000.0,14478.7,2016-01-08T12:59:00,336.66,target.com,US,US,09,01,online_retail,05/2022,2015-06-08,2015-06-08,321,321,9019,PURCHASE,False,,521.3,,,,False,,,False
157837245,157837245,15000.0,14142.04,2016-01-12T21:38:04,92.2,amazon.com,US,US,02,01,online_retail,06/2022,2015-06-08,2015-06-08,321,321,9019,PURCHASE,False,,857.96,,,,False,,,False
157837245,157837245,15000.0,14049.84,2016-01-24T10:39:30,40.09,staples.com,US,US,90,01,online_retail,12/2023,2015-06-08,2015-06-08,321,321,9019,PURCHASE,False,,950.16,,,,False,,,False
157837245,157837245,15000.0,14009.75,2016-01-26T19:24:20,114.7,cheapfast.com,US,US,09,01,online_retail,12/2029,2015-06-08,2015-06-08,321,321,9019,PURCHASE,False,,990.25,,,,False,,,False
157837245,157837245,15000.0,15000.0,2016-02-05T03:12:09,149.64,sears.com,US,US,02,01,online_retail,01/2020,2015-06-08,2015-06-08,321,321,9019,PURCHASE,False,,0.0,,,,False,,,False
157837245,157837245,15000.0,14850.36,2016-02-25T12:29:47,389.33,amazon.com,MEX,MEX,02,01,online_retail,09/2029,2015-06-08,2015-06-08,321,321,9019,PURCHASE,False,,149.64,,,,False,,,False
157837245,157837245,15000.0,14461.03,2016-02-28T03:42:57,12.56,staples.com,US,US,02,01,online_retail,03/2027,2015-06-08,2015-06-08,321,321,9019,PURCHASE,False,,538.97,,,,False,,,False
157837245,157837245,15000.0,15000.0,2016-03-03T05:58:47,149.48,staples.com,US,US,09,01,online_retail,06/2026,2015-06-08,2015-06-08,321,321,9019,PURCHASE,False,,0.0,,,,False,,,False
