accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
719476639,719476639,5000.0,5000.0,2016-01-10T03:26:34,2.93,Rodeway Inn #910148,US,US,05,01,hotels,12/2024,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,0.0,,,,False,,,False,False
719476639,719476639,5000.0,4997.07,2016-01-18T05:23:35,7.56,Apple iTunes,US,US,05,01,mobileapps,05/2028,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,2.93,,,,False,,,False,False
719476639,719476639,5000.0,4989.51,2016-01-18T17:10:14,370.01,Rodeway Inn #923883,US,US,02,01,hotels,05/2020,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,10.49,,,,False,,,False,False
719476639,719476639,5000.0,4619.5,2016-01-26T01:21:58,80.55,DailyOmnivore,US,US,09,01,food_delivery,02/2027,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,380.5,,,,False,,,False,False
719476639,719476639,5000.0,4538.95,2016-01-28T16:07:14,51.53,Golds Gym #25109,US,US,05,01,gym,01/2024,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,461.05,,,,False,,,False,False
719476639,719476639,5000.0,4512.42,2016-02-02T09:19:05,80.55,DailyOmnivore,US,US,09,01,food_delivery,02/2027,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,487.58,,,,False,,,False,False
719476639,719476639,5000.0,4431.87,2016-02-05T17:51:00,37.87,Arbys #356971,US,US,90,01,fastfood,06/2020,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,568.13,,,,True,,,False,False
719476639,719476639,5000.0,4394.0,2016-02-07T14:30:27,169.22,Hyatt House #103613,MEX,MEX,09,01,hotels,08/2032,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,606.0,,,,True,,,False,False
719476639,719476639,5000.0,4224.78,2016-02-09T12:08:25,80.55,DailyOmnivore,US,US,09,01,food_delivery,02/2027,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,775.22,,,,False,,,False,False
719476639,719476639,5000.0,4144.23,2016-02-11T01:35:57,34.51,Hilton Hotels #85135,US,US,09,01,hotels,06/2025,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,855.77,,,,True,,,False,False
719476639,719476639,5000.0,4109.72,2016-02-12T03:07:16,51.53,Golds Gym #25109,US,US,05,01,gym,01/2024,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,890.28,,,,False,,,False,False
719476639,719476639,5000.0,4058.19,2016-02-12T12:14:33,237.7,Rodeway Inn #370519,US,US,02,01,hotels,10/2025,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,941.81,,,,True,,,False,False
719476639,719476639,5000.0,3820.49,2016-02-17T10:23:16,80.55,DailyOmnivore,US,US,09,01,food_delivery,02/2027,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,1179.51,,,,False,,,False,False
719476639,719476639,5000.0,3739.94,2016-02-17T10:48:50,7.56,Apple iTunes,US,US,05,01,mobileapps,05/2028,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,1260.06,,,,False,,,False,False
719476639,719476639,5000.0,3732.38,2016-02-21T18:31:10,122.62,Rodeway Inn #784818,US,US,09,01,hotels,06/2028,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,1267.62,,,,False,,,False,False
719476639,719476639,5000.0,3609.76,2016-02-23T21:55:26,80.55,DailyOmnivore,US,US,09,01,food_delivery,02/2027,2015-06-06,2015-06-06,872,872,5916,PURCHASE,,1390.24,,,,False,,,False,False
