accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posEntryMode,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
195909107,195909107,50000.0,50000.0,2016-01-05T03:22:45,393.96,AMC #74121,US,US,01,entertainment,True,05/2028,2014-11-13,2014-11-13,222,222,3438,PURCHASE,,0.0,,,,,,,False,False
195909107,195909107,50000.0,49606.04,2016-01-12T01:38:59,91.25,Best Pub,US,US,01,food,True,08/2023,2014-11-13,2014-11-13,222,222,3438,PURCHASE,,393.96,,,,05,,,False,False
195909107,195909107,50000.0,49514.79,2016-01-15T03:28:22,119.57,AMC #724446,US,US,01,entertainment,True,10/2030,2014-11-13,2014-11-13,222,222,3438,PURCHASE,,485.21,,,,09,,,False,False
195909107,195909107,50000.0,49395.22,2016-01-18T16:53:27,133.59,NY BBQ,US,US,01,food,True,06/2027,2014-11-13,2014-11-13,222,222,3438,PURCHASE,,604.78,,,,09,,,False,False
195909107,195909107,50000.0,49261.63,2016-01-21T08:59:52,143.24,AMC #724446,US,US,01,entertainment,True,01/2029,2014-11-13,2014-11-13,222,222,3438,,,738.37,,,,05,,,False,False
195909107,195909107,50000.0,49118.39,2016-01-21T17:30:04,200.24,West End Beauty #560473,US,US,01,personal care,True,06/2030,2014-11-13,2014-11-13,222,222,3438,PURCHASE,,881.61,,,,09,,,False,False
195909107,195909107,50000.0,48918.15,2016-01-28T12:27:00,76.84,Universe Massage #733048,US,US,01,personal care,True,04/2031,2014-11-13,2014-11-13,222,222,3438,PURCHASE,,1081.85,,,,05,,,False,False
195909107,195909107,50000.0,48866.31,2016-02-01T13:13:44,143.24,AMC #724446,US,US,01,entertainment,True,01/2029,2014-11-13,2014-11-13,222,222,3438,REVERSAL,,1133.69,,,,05,,,False,False
195909107,195909107,50000.0,49009.55,2016-02-03T00:08:01,199.08,AMC #145832,US,US,01,entertainment,True,12/2024,2014-11-13,2014-11-13,222,222,3438,PURCHASE,,990.45,,,,09,,,False,False
195909107,195909107,50000.0,48810.47,2016-02-03T02:31:39,12.12,EZ Putt Putt #40513,US,US,08,entertainment,True,03/2033,2014-11-13,2014-11-13,222,222,3438,PURCHASE,,1189.53,,,,09,,,False,False
