accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
247755539,247755539,20000.0,20000.0,2016-01-04T04:25:54,121.01,Lyft,US,02,01,rideshare,02/2032,2015-11-30,2015-11-30,667,667,1691,PURCHASE,,0.0,,,,,False,,,False,False
247755539,247755539,20000.0,19878.99,2016-01-05T18:38:18,50.02,Domino's Pizza #899555,US,02,08,fastfood,04/2031,2015-11-30,2015-11-30,667,667,1691,PURCHASE,,121.01,,,,US,True,,,False,False
247755539,247755539,20000.0,19828.97,2016-01-08T17:17:14,51.69,Subway #507216,US,09,01,fastfood,09/2032,2015-11-30,2015-11-30,807,807,780,PURCHASE,,171.03,,,,US,True,,,False,False
247755539,247755539,20000.0,19777.28,2016-01-10T23:29:12,81.97,Auntie Anne's #670316,US,09,01,fastfood,08/2027,2015-11-30,2015-11-30,807,807,780,PURCHASE,,222.72,,,,US,True,,,False,False
247755539,247755539,20000.0,19695.31,2016-01-13T04:35:30,278.33,Krispy Kreme #983881,US,80,01,fastfood,10/2020,2015-11-30,2015-11-30,807,807,780,PURCHASE,,304.69,,,,US,True,,,False,False
247755539,247755539,20000.0,19416.98,2016-01-14T09:52:47,78.64,Shake Shack #814409,US,05,01,fastfood,10/2028,2015-11-30,2015-11-30,807,807,780,PURCHASE,,583.02,,,,US,True,,,False,False
247755539,247755539,20000.0,19338.34,2016-01-22T17:25:55,747.95,Subway #570678,US,05,08,fastfood,06/2023,2015-11-30,2015-11-30,807,807,780,PURCHASE,,661.66,,,,US,True,,,False,False
247755539,247755539,20000.0,18590.39,2016-01-22T23:28:51,264.7,Lyft,US,05,01,rideshare,03/2028,2015-11-30,2015-11-30,667,667,1691,PURCHASE,,1409.61,,,,US,False,,,False,False
247755539,247755539,20000.0,18325.69,2016-01-25T20:17:43,262.32,KFC #20504,US,05,08,fastfood,07/2031,2015-11-30,2015-11-30,807,807,780,PURCHASE,,1674.31,,,,US,True,,,False,False
247755539,247755539,20000.0,18063.37,2016-01-25T22:44:41,10.57,Domino's Pizza #899555,US,02,08,fastfood,04/2031,2015-11-30,2015-11-30,667,667,1691,REVERSAL,,1936.63,,,,US,True,,,False,False
