accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
776140428,776140428,20000.0,20000.0,2016-01-08T12:15:08,13.79,Regal Cinemas #729464,US,US,05,01,entertainment,True,10/2022,2015-12-22,2015-12-22,154,154,196,PURCHASE,,0.0,,,,,,False,False
776140428,776140428,20000.0,19986.21,2016-01-13T05:03:11,444.78,Ray's Fries #61396,US,US,09,01,food,True,07/2021,2015-12-22,2015-12-22,154,154,196,PURCHASE,,13.79,,,,,,False,False
776140428,776140428,20000.0,19541.43,2016-01-13T05:05:34,444.78,Ray's Fries #61396,US,US,09,01,food,True,07/2021,2015-12-22,2015-12-22,154,154,196,REVERSAL,,458.57,,,,,,False,False
776140428,776140428,20000.0,19986.21,2016-01-18T16:22:34,203.52,Best Fries,US,US,02,01,food,True,03/2021,2015-12-22,2015-12-22,154,154,196,PURCHASE,,13.79,,,,,,False,False
776140428,776140428,20000.0,19782.69,2016-01-19T15:47:45,204.82,Shake Shack #875648,US,US,05,01,fastfood,True,08/2032,2015-12-22,2015-12-22,154,154,196,PURCHASE,,217.31,,,,,,False,False
776140428,776140428,20000.0,20000.0,2016-02-07T09:08:38,124.96,Dinosaur Fries,US,US,09,01,food,True,05/2023,2015-12-22,2015-12-22,154,154,196,PURCHASE,,0.0,,,,,,False,False
776140428,776140428,20000.0,19875.04,2016-02-08T02:33:33,47.93,34th BBQ #207369,US,US,05,01,food,True,05/2029,2015-12-22,2015-12-22,154,154,196,PURCHASE,,124.96,,,,,,False,False
776140428,776140428,20000.0,19827.11,2016-02-11T13:28:19,4.7,Play Store,MEX,MEX,02,01,mobileapps,False,06/2023,2015-12-22,2015-12-22,154,154,196,PURCHASE,,172.89,,,,,,False,False
776140428,776140428,20000.0,19822.41,2016-02-18T10:15:52,160.5,Uptown Cafe,US,US,02,01,food,True,10/2030,2015-12-22,2015-12-22,154,154,196,PURCHASE,,177.59,,,,,,False,False
776140428,776140428,20000.0,20000.0,2016-03-13T06:45:57,4.7,Play Store,MEX,MEX,02,01,mobileapps,False,06/2023,2015-12-22,2015-12-22,154,154,196,PURCHASE,,0.0,,,,,,False,False
776140428,776140428,20000.0,19995.3,2016-03-22T18:46:59,56.71,Franks Pub #829873,US,US,02,01,food,True,01/2028,2015-12-22,2015-12-22,154,154,196,PURCHASE,,4.7,,,,,,False,False
776140428,776140428,20000.0,19938.59,2016-03-24T19:03:14,121.79,EZ Putt Putt #503815,US,US,05,01,entertainment,True,03/2021,2015-12-22,2015-12-22,154,154,196,PURCHASE,,61.41,,,,,,False,False
776140428,776140428,20000.0,19816.8,2016-03-24T20:57:46,8.65,1st Sandwitch Bar #772439,US,US,09,01,food,True,08/2027,2015-12-22,2015-12-22,154,154,196,PURCHASE,,183.2,,,,,,False,False
776140428,776140428,20000.0,20000.0,2016-04-06T13:17:42,283.03,South Steakhouse #485411,US,US,05,01,food,True,04/2026,2015-12-22,2015-12-22,154,154,196,PURCHASE,,0.0,,,,,,False,False
776140428,776140428,20000.0,19716.97,2016-04-13T08:11:20,4.7,Play Store,MEX,MEX,02,01,mobileapps,False,06/2023,2015-12-22,2015-12-22,154,154,196,PURCHASE,,283.03,,,,,,False,False
776140428,776140428,20000.0,19712.27,2016-04-29T05:43:24,240.46,AMC #692956,US,US,02,01,entertainment,True,10/2021,2015-12-22,2015-12-22,154,154,196,PURCHASE,,287.73,,,,,,False,False
776140428,776140428,20000.0,20000.0,2016-05-07T13:07:27,44.04,34th BBQ #412895,US,US,02,01,food,True,04/2023,2015-12-22,2015-12-22,154,154,196,PURCHASE,,0.0,,,,,,False,False
776140428,776140428,20000.0,19955.96,2016-05-07T13:09:21,44.04,34th BBQ #412895,US,US,02,01,food,True,04/2023,2015-12-22,2015-12-22,154,154,196,REVERSAL,,44.04,,,,,,False,False
776140428,776140428,20000.0,20000.0,2016-05-09T09:36:04,160.48,1st Deli,US,US,09,08,food,True,06/2020,2015-12-22,2015-12-22,154,154,196,PURCHASE,,0.0,,,,,,False,False
776140428,776140428,20000.0,19839.52,2016-05-12T18:52:41,9.25,Subway #697872,US,US,05,08,fastfood,True,12/2028,2015-12-22,2015-12-22,154,154,196,PURCHASE,,160.48,,,,,,False,False
776140428,776140428,20000.0,19830.27,2016-05-14T01:01:59,4.7,Play Store,MEX,MEX,02,01,mobileapps,False,06/2023,2015-12-22,2015-12-22,154,154,196,PURCHASE,,169.73,,,,,,False,False
776140428,776140428,20000.0,19825.57,2016-05-16T23:06:17,742.85,1st Pub,US,US,05,01,food,False,02/2032,2015-12-22,2015-12-22,154,154,196,PURCHASE,,174.43,,,,,,False,False
776140428,776140428,20000.0,19082.72,2016-05-21T05:50:29,67.49,LES Pizza,US,US,09,01,food,True,04/2024,2015-12-22,2015-12-22,154,154,196,PURCHASE,,917.28,,,,,,False,False
776140428,776140428,20000.0,19015.23,2016-05-21T15:45:26,348.26,Boston Cafe #105215,US,US,09,01,food,True,12/2026,2015-12-22,2015-12-22,154,154,196,PURCHASE,,984.77,,,,,,False,False
776140428,776140428,20000.0,18666.97,2016-05-23T03:59:46,138.68,Franks Pub #680641,US,US,09,01,food,True,01/2029,2015-12-22,2015-12-22,154,154,196,PURCHASE,,1333.03,,,,,,False,False
776140428,776140428,20000.0,20000.0,2016-06-01T11:03:12,44.84,Regal Cinemas #276341,US,US,05,01,entertainment,True,03/2026,2015-12-22,2015-12-22,154,154,196,PURCHASE,,0.0,,,,,,False,False
776140428,776140428,20000.0,19955.16,2016-06-05T21:16:47,66.45,Boston Bistro,US,US,02,08,food,True,06/2028,2015-12-22,2015-12-22,154,154,196,PURCHASE,,44.84,,,,,,False,False
776140428,776140428,20000.0,19888.71,2016-06-06T16:33:27,38.29,Five Guys #487711,US,US,02,01,fastfood,True,07/2033,2015-12-22,2015-12-22,154,554,196,PURCHASE,,111.29,,,,,,False,False
776140428,776140428,20000.0,19850.42,2016-06-09T09:53:44,44.84,Regal Cinemas #276341,US,US,05,01,entertainment,True,03/2026,2015-12-22,2015-12-22,154,154,196,REVERSAL,,149.58,,,,,,False,False
