accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
725988430,725988430,7500.0,7500.0,2016-01-17T13:14:24,412.02,Franks Pub #755509,US,US,05,01,food,True,12/2020,2014-08-29,2014-08-29,586,586,3102,PURCHASE,True,,0.0,,,,,,False
725988430,725988430,7500.0,7087.98,2016-01-19T20:28:45,341.67,Downtown Sandwitch Bar,US,US,05,01,food,True,02/2030,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,412.02,,,,,,False
725988430,725988430,7500.0,6746.31,2016-01-22T23:04:48,212.21,34th Diner,US,US,02,01,food,True,06/2028,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,753.69,,,,,,False
725988430,725988430,7500.0,6534.1,2016-01-29T16:40:39,185.99,Taco Bell #470435,US,US,05,01,fastfood,True,02/2023,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,965.9,,,,,,False
725988430,725988430,7500.0,6348.11,2016-01-31T12:29:28,94.76,Cinnabon #356839,US,US,05,01,fastfood,True,12/2020,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,1151.89,,,,,,False
725988430,725988430,7500.0,6278.35,2016-02-05T05:39:02,509.33,South Sandwitch Bar,US,US,90,01,food,True,09/2031,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,1221.65,,,,,,False
725988430,725988430,7500.0,5769.02,2016-02-05T23:07:47,260.59,Tim Hortons #875776,US,US,05,99,fastfood,True,04/2028,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,1730.98,,,,,,False
725988430,725988430,7500.0,5508.43,2016-02-11T10:10:36,79.95,Ray's Fries #24425,US,US,09,01,food,True,03/2031,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,1991.57,,,,,,False
725988430,725988430,7500.0,5428.48,2016-02-12T08:40:05,94.76,Cinnabon #356839,US,US,05,01,fastfood,True,12/2020,2014-08-29,2014-08-29,586,586,3102,REVERSAL,False,,2071.52,,,,,,False
725988430,725988430,7500.0,5523.24,2016-02-20T02:02:35,299.55,South Steakhouse #335249,US,US,05,01,food,True,05/2021,2014-08-29,2014-08-29,586,556,3102,PURCHASE,False,,1976.76,,,,,,False
725988430,725988430,7500.0,5223.69,2016-02-25T17:37:03,21.37,Uptown Diner,US,US,09,01,food,True,12/2026,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2276.31,,,,,,False
725988430,725988430,7500.0,5202.32,2016-02-28T22:13:23,63.43,In-N-Out #659625,US,US,05,01,fastfood,True,09/2028,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2297.68,,,,,,False
725988430,725988430,7500.0,5163.89,2016-03-07T19:48:56,81.8,Auntie Anne's #306985,US,US,09,01,fastfood,True,03/2024,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2336.11,,,,,,False
725988430,725988430,7500.0,5082.09,2016-03-09T20:59:40,256.82,walmart.com,US,US,02,01,online_retail,False,04/2033,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2417.91,,,,,,False
725988430,725988430,7500.0,4825.27,2016-03-20T23:39:06,166.99,Wendys #822544,US,US,09,01,fastfood,True,07/2027,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2674.73,,,,,,False
725988430,725988430,7500.0,4658.28,2016-03-27T03:55:55,19.81,South Cafe,US,US,90,01,food,True,02/2029,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2841.72,,,,,,False
725988430,725988430,7500.0,4638.47,2016-03-27T13:04:33,72.32,Subway #652141,US,US,05,01,fastfood,False,06/2025,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2861.53,,,,,,False
725988430,725988430,7500.0,4591.15,2016-04-02T02:36:20,19.49,Dunkin' Donuts #454355,US,US,09,01,fastfood,True,06/2027,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2908.85,,,,,,False
725988430,725988430,7500.0,4571.66,2016-04-02T09:32:23,9.86,Wendys #324387,US,US,05,01,fastfood,True,04/2027,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2928.34,,,,,,False
725988430,725988430,7500.0,4561.8,2016-04-06T13:24:57,76.39,1st Sandwitch Bar #396252,US,US,05,01,food,True,05/2030,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2938.2,,,,,,False
725988430,725988430,7500.0,4485.41,2016-04-13T10:24:12,415.83,Best Bistro #262998,US,US,09,01,food,True,06/2031,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,3014.59,,,,,,False
725988430,725988430,7500.0,4069.58,2016-04-17T22:56:01,50.66,Krispy Kreme #01770,US,US,02,01,fastfood,True,07/2020,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,3430.42,,,,,,False
725988430,725988430,7500.0,4018.92,2016-04-23T19:31:34,157.58,34th Bistro,US,US,02,01,food,True,10/2022,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,3481.08,,,,,,False
725988430,725988430,7500.0,3861.34,2016-04-26T07:08:11,53.47,KFC #834564,US,US,09,08,fastfood,True,01/2022,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,3638.66,,,,,,False
725988430,725988430,7500.0,3832.87,2016-05-02T12:41:26,3.49,alibaba.com,US,US,90,01,online_retail,False,09/2024,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,3667.13,,,,,,False
725988430,725988430,7500.0,3829.38,2016-05-03T18:19:57,195.09,KFC #04517,US,US,05,01,fastfood,True,05/2027,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,3670.62,,,,,,False
725988430,725988430,7500.0,3634.29,2016-05-06T00:09:58,72.55,Taco Bell #134216,US,US,05,01,fastfood,True,07/2030,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,3865.71,,,,,,False
725988430,725988430,7500.0,3561.74,2016-05-06T15:48:53,26.51,34th Bistro,US,US,09,01,food,True,08/2022,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,3938.26,,,,,,False
725988430,725988430,7500.0,3535.23,2016-05-11T16:05:51,456.87,LES Pizza,US,US,05,01,food,True,05/2020,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,3964.77,,,,,,False
725988430,725988430,7500.0,3078.36,2016-05-11T23:18:34,84.76,Franks Pub #934222,US,US,02,01,food,True,03/2032,2014-08-29,2014-08-29,586,586,3102,PURCHASE,True,,4421.64,,,,,,False
725988430,725988430,7500.0,2993.6,2016-05-20T02:00:38,1.47,Best Deli #100511,US,US,09,08,food,True,07/2022,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,4506.4,,,,,,False
725988430,725988430,7500.0,3017.13,2016-06-03T00:38:15,80.38,oldnavy.com,US,US,09,01,online_retail,False,01/2029,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,4482.87,,,,,,False
725988430,725988430,7500.0,2936.75,2016-06-07T20:24:08,287.58,John's Cafe,US,US,02,08,food,True,07/2027,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,4563.25,,,,,,False
725988430,725988430,7500.0,2649.17,2016-06-08T15:19:00,172.47,discount.com,US,US,02,01,online_retail,False,12/2019,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,4850.83,,,,,,False
725988430,725988430,7500.0,2476.7,2016-06-09T08:03:07,154.83,1st Deli,US,US,90,01,food,True,04/2031,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,5023.3,,,,,,False
725988430,725988430,7500.0,2321.87,2016-06-09T08:17:41,185.05,gap.com,US,US,05,08,online_retail,False,03/2024,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,5178.13,,,,,,False
725988430,725988430,7500.0,2136.82,2016-06-10T19:23:34,88.82,34th BBQ #493821,US,US,05,01,food,True,04/2020,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,5363.18,,,,,,False
725988430,725988430,7500.0,2048.0,2016-06-25T13:15:22,405.78,Subway #916185,US,US,02,01,fastfood,True,08/2021,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,5452.0,,,,,,False
725988430,725988430,7500.0,1642.22,2016-06-28T18:01:34,146.97,KFC #834564,US,US,02,01,fastfood,True,04/2022,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,5857.78,,,,,,False
725988430,725988430,7500.0,1495.25,2016-06-29T09:53:41,505.87,34th BBQ #166379,US,US,09,01,food,True,10/2023,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,6004.75,,,,,,False
725988430,725988430,7500.0,989.38,2016-06-30T06:51:02,430.6,Best Deli #109276,US,US,05,01,food,True,12/2025,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,6510.62,,,,,,False
725988430,725988430,7500.0,583.78,2016-07-02T03:32:11,24.3,Popeyes #635687,US,US,05,01,fastfood,True,07/2022,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,6916.22,,,,,,False
725988430,725988430,7500.0,559.48,2016-07-10T22:20:21,233.39,Five Guys #15552,US,US,05,08,fastfood,True,08/2024,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,6940.52,,,,,,False
725988430,725988430,7500.0,1352.46,2016-07-21T23:02:16,134.8,Auntie Anne's #08360,US,US,09,01,fastfood,True,05/2033,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,6147.54,,,,,,False
725988430,725988430,7500.0,1217.66,2016-07-22T00:17:22,56.57,Uptown Steakhouse,US,US,05,08,food,True,04/2021,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,6282.34,,,,,,False
725988430,725988430,7500.0,1161.09,2016-07-26T06:40:45,79.78,Quizno's #606013,US,US,05,01,fastfood,True,03/2026,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,6338.91,,,,,,False
725988430,725988430,7500.0,1081.31,2016-07-26T06:54:49,287.89,walmart.com,US,US,02,01,online_retail,False,07/2027,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,6418.69,,,,,,False
725988430,725988430,7500.0,818.42,2016-08-01T04:59:56,77.36,Ray's Fries #745083,US,US,05,01,food,True,12/2023,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,6681.58,,,,,,False
725988430,725988430,7500.0,741.06,2016-08-09T03:48:43,94.28,Franks Cafe,US,US,05,01,food,True,12/2023,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,6758.94,,,,,,False
725988430,725988430,7500.0,646.78,2016-08-12T01:53:25,29.33,Franks Pub #680641,US,US,02,01,food,True,07/2025,2014-08-29,2014-08-29,586,586,3102,PURCHASE,True,,6853.22,,,,,,False
725988430,725988430,7500.0,617.45,2016-08-12T15:03:36,35.25,Domino's Pizza #448521,US,US,02,01,fastfood,True,09/2032,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,6882.55,,,,,,False
725988430,725988430,7500.0,582.2,2016-08-14T20:49:57,519.13,In-N-Out #974931,US,US,05,01,fastfood,True,03/2022,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,6917.8,,,,,,False
725988430,725988430,7500.0,6260.43,2016-08-18T07:00:08,166.62,Wendys #39414,US,US,02,01,fastfood,True,03/2021,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,1239.57,,,,,,False
725988430,725988430,7500.0,6093.81,2016-08-19T10:02:50,228.54,Dunkin' Donuts #08264,US,US,05,01,fastfood,True,12/2022,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,1406.19,,,,,,False
725988430,725988430,7500.0,5865.27,2016-08-21T01:38:34,86.97,1st Sandwitch Bar #941288,US,US,05,01,food,True,10/2029,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,1634.73,,,,,,False
725988430,725988430,7500.0,5778.3,2016-08-26T21:53:15,69.81,KFC #23833,US,US,90,01,fastfood,True,10/2024,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,1721.7,,,,,,False
725988430,725988430,7500.0,5708.49,2016-08-30T01:12:52,202.74,Franks Pub #53336,US,US,09,01,food,True,08/2025,2014-08-29,2014-08-29,586,586,3102,PURCHASE,True,,1791.51,,,,,,False
725988430,725988430,7500.0,5505.75,2016-08-31T01:30:57,202.42,South Steakhouse #253522,US,US,05,01,food,True,02/2029,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,1994.25,,,,,,False
725988430,725988430,7500.0,5303.33,2016-08-31T08:03:11,40.17,Wendys #146358,US,US,80,01,fastfood,True,03/2033,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2196.67,,,,,,False
725988430,725988430,7500.0,5288.16,2016-09-04T04:13:01,182.22,Dunkin' Donuts #323125,US,US,05,01,fastfood,True,09/2030,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2211.84,,,,,,False
725988430,725988430,7500.0,5105.94,2016-09-20T13:06:44,79.38,Eazy Tire,US,US,09,08,auto,True,06/2026,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2394.06,,,,,,False
725988430,725988430,7500.0,5026.56,2016-09-21T14:18:26,61.43,Franks Pub #680641,US,US,02,01,food,True,08/2029,2014-08-29,2014-08-29,586,586,3102,PURCHASE,True,,2473.44,,,,,,False
725988430,725988430,7500.0,4965.13,2016-09-22T12:20:47,49.91,Pizza Hut #713576,US,US,02,01,fastfood,True,09/2022,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2534.87,,,,,,False
725988430,725988430,7500.0,4915.22,2016-09-23T06:40:13,154.77,Subway #198707,US,US,09,01,fastfood,True,12/2028,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2584.78,,,,,,False
725988430,725988430,7500.0,4760.45,2016-09-23T22:19:16,222.95,Subway #321070,US,US,02,01,fastfood,True,08/2028,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2739.55,,,,,,False
725988430,725988430,7500.0,4562.5,2016-10-04T15:20:59,56.31,Pizza Hut #337495,US,US,05,01,fastfood,True,09/2027,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2937.5,,,,,,False
725988430,725988430,7500.0,4506.19,2016-10-13T19:49:35,33.46,South Cafe,US,US,02,01,food,True,05/2032,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,2993.81,,,,,,False
725988430,725988430,7500.0,4472.73,2016-10-16T02:14:44,86.11,gap.com,US,US,05,01,online_retail,False,11/2020,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,3027.27,,,,,,False
725988430,725988430,7500.0,4386.62,2016-10-20T09:27:59,142.57,Subway #257172,US,US,02,01,fastfood,True,07/2027,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,3113.38,,,,,,False
725988430,725988430,7500.0,4244.05,2016-10-21T14:00:32,468.06,Popeyes #898098,US,US,80,01,fastfood,True,03/2027,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,3255.95,,,,,,False
725988430,725988430,7500.0,3775.99,2016-10-31T02:45:18,18.78,Subway #44482,US,US,02,01,fastfood,True,03/2020,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,3724.01,,,,,,False
725988430,725988430,7500.0,3757.21,2016-10-31T08:35:42,223.11,South Steakhouse #378389,US,US,90,99,food,True,11/2020,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,3742.79,,,,,,False
725988430,725988430,7500.0,3559.1,2016-11-04T17:05:48,318.72,Quizno's #906442,US,US,90,01,fastfood,True,06/2021,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,3940.9,,,,,,False
725988430,725988430,7500.0,3240.38,2016-11-04T17:06:22,318.72,Quizno's #906442,US,US,90,01,fastfood,True,06/2021,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,4259.62,,,,,,False
725988430,725988430,7500.0,2921.66,2016-11-06T12:24:30,0.0,In-N-Out #354119,US,US,05,01,fastfood,False,06/2023,2014-08-29,2014-08-29,586,586,3102,ADDRESS_VERIFICATION,False,,4578.34,,,,,,False
725988430,725988430,7500.0,2921.66,2016-11-08T04:35:41,475.08,Subway #637590,US,US,02,01,fastfood,True,03/2032,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,4578.34,,,,,,False
725988430,725988430,7500.0,2446.58,2016-11-08T07:27:16,142.57,Subway #257172,US,US,02,01,fastfood,True,07/2027,2014-08-29,2014-08-29,586,586,3102,REVERSAL,False,,5053.42,,,,,,False
725988430,725988430,7500.0,2589.15,2016-11-08T22:10:58,138.77,Wendys #802245,US,US,09,08,fastfood,True,12/2028,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,4910.85,,,,,,False
725988430,725988430,7500.0,2450.38,2016-11-09T14:41:29,551.14,Convenient Auto Services,US,US,02,01,auto,True,10/2022,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,5049.62,,,,,,False
725988430,725988430,7500.0,1899.24,2016-11-11T07:00:34,102.94,34th Pub,US,US,05,01,food,True,12/2026,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,5600.76,,,,,,False
725988430,725988430,7500.0,1796.3,2016-11-13T16:34:01,140.36,Wendys #98551,US,US,05,08,fastfood,True,05/2032,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,5703.7,,,,,,False
725988430,725988430,7500.0,1655.94,2016-11-20T14:59:20,94.88,Arbys #613925,US,US,02,08,fastfood,True,08/2022,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,5844.06,,,,,,False
725988430,725988430,7500.0,1586.06,2016-12-13T04:31:18,66.81,Uptown Cafe,US,US,09,08,food,True,05/2029,2014-08-29,2014-08-29,586,586,3102,PURCHASE,False,,5913.94,,,,,,False
