accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
998272908,998272908,2500.0,2500.0,2016-01-02T19:01:20,3.8,Walgreens #96546,US,US,05,01,health,01/2028,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,0.0,,,,False,,,False,False
998272908,998272908,2500.0,2496.2,2016-01-03T00:40:52,338.26,gap.com,US,US,05,08,online_retail,11/2032,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,3.8,,,,False,,,False,False
998272908,998272908,2500.0,2157.94,2016-01-03T10:55:28,107.61,target.com,US,US,09,01,online_retail,10/2026,2014-04-11,2014-04-11,352,351,6312,PURCHASE,,342.06,,,,False,,,False,False
998272908,998272908,2500.0,2050.33,2016-01-03T22:17:00,0.33,Walgreens #273889,US,US,02,01,health,10/2030,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,449.67,,,,False,,,False,False
998272908,998272908,2500.0,2050.0,2016-01-05T01:27:28,67.11,WSC #761546,US,US,05,01,health,05/2032,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,450.0,,,,False,,,False,False
998272908,998272908,2500.0,1982.89,2016-01-05T16:55:23,354.61,WSC #22861,US,US,02,08,health,05/2024,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,517.11,,,,True,,,False,False
998272908,998272908,2500.0,1628.28,2016-01-07T15:28:18,145.44,walmart.com,US,US,05,08,online_retail,05/2030,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,871.72,,,,False,,,False,False
998272908,998272908,2500.0,1482.84,2016-01-08T06:01:16,157.48,target.com,US,US,09,01,online_retail,06/2022,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,1017.16,,,,False,,,False,False
998272908,998272908,2500.0,1325.36,2016-01-08T19:34:34,316.79,target.com,US,US,02,01,online_retail,06/2025,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,1174.64,,,,False,,,False,False
998272908,998272908,2500.0,1008.57,2016-01-09T15:23:23,85.43,WSC #13185,US,US,05,01,health,04/2023,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,1491.43,,,,False,,,False,False
998272908,998272908,2500.0,923.14,2016-01-12T07:21:17,30.81,target.com,US,US,05,01,online_retail,05/2026,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,1576.86,,,,False,,,False,False
998272908,998272908,2500.0,892.33,2016-01-18T18:29:58,270.25,target.com,US,US,05,01,online_retail,08/2026,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,1607.67,,,,False,,,False,False
998272908,998272908,2500.0,622.08,2016-01-18T23:23:32,103.43,apple.com,US,US,09,01,online_retail,02/2024,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,1877.92,,,,False,,,False,False
998272908,998272908,2500.0,518.65,2016-01-21T06:22:49,65.93,Rock Weights #471131,US,US,05,01,health,01/2031,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,1981.35,,,,False,,,False,False
998272908,998272908,2500.0,452.72,2016-01-21T18:49:10,56.22,NYSC #404673,,US,02,01,health,07/2022,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,2047.28,,,,False,,,False,False
998272908,998272908,2500.0,396.5,2016-01-23T04:03:51,82.69,staples.com,US,US,05,01,online_retail,04/2033,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,2103.5,,,,False,,,False,False
998272908,998272908,2500.0,313.81,2016-01-23T05:56:33,66.67,sears.com,US,US,09,01,online_retail,07/2027,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,2186.19,,,,False,,,False,False
998272908,998272908,2500.0,247.14,2016-01-23T22:33:41,248.22,sears.com,US,US,05,01,online_retail,10/2031,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,2252.86,,,,False,,,False,False
998272908,998272908,2500.0,1404.98,2016-01-24T03:14:49,214.22,Golds Gym #364682,US,US,05,08,health,05/2029,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,1095.02,,,,True,,,False,False
998272908,998272908,2500.0,1190.76,2016-01-24T22:28:30,23.5,target.com,US,US,02,08,online_retail,06/2025,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,1309.24,,,,False,,,False,False
998272908,998272908,2500.0,1167.26,2016-01-24T22:30:36,256.31,sears.com,US,US,02,01,online_retail,09/2020,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,1332.74,,,,False,,,False,False
998272908,998272908,2500.0,910.95,2016-01-25T01:55:53,229.07,oldnavy.com,US,US,05,08,online_retail,02/2027,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,1589.05,,,,False,,,False,False
998272908,998272908,2500.0,681.88,2016-01-25T18:25:31,270.06,alibaba.com,US,US,09,01,online_retail,09/2028,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,1818.12,,,,False,,,False,False
998272908,998272908,2500.0,411.82,2016-01-26T04:50:26,63.2,gap.com,US,US,09,01,online_retail,01/2031,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,2088.18,,,,False,,,False,False
998272908,998272908,2500.0,348.62,2016-01-26T11:16:33,30.23,apple.com,US,US,09,01,online_retail,04/2023,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,2151.38,,,,False,,,False,False
998272908,998272908,2500.0,318.39,2016-01-29T14:26:42,185.64,staples.com,US,US,,01,online_retail,02/2020,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,2181.61,,,,False,,,False,True
998272908,998272908,2500.0,157.75,2016-02-03T03:05:17,460.73,discount.com,US,US,02,01,online_retail,04/2028,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,2342.25,,,,False,,,False,False
998272908,998272908,2500.0,-160.37,2016-02-06T05:29:29,43.97,NYSC #482653,US,US,02,01,health,03/2031,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,2660.37,,,,True,,,False,False
998272908,998272908,2500.0,307.59,2016-02-08T11:39:38,0.0,ebay.com,US,US,05,01,online_retail,12/2021,2014-04-11,2014-04-11,352,352,6312,ADDRESS_VERIFICATION,,2192.41,,,,False,,,False,False
998272908,998272908,2500.0,307.59,2016-02-11T08:08:52,31.6,sears.com,US,US,09,08,online_retail,08/2028,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,2192.41,,,,False,,,False,False
998272908,998272908,2500.0,275.99,2016-02-12T02:18:39,41.79,amazon.com,US,US,02,01,online_retail,06/2025,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,2224.01,,,,False,,,False,False
998272908,998272908,2500.0,234.2,2016-02-12T21:55:01,553.19,ebay.com,US,US,05,01,online_retail,06/2029,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,2265.8,,,,False,,,False,False
998272908,998272908,2500.0,2500.0,2016-02-14T15:03:16,59.51,discount.com,US,US,05,01,online_retail,03/2028,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,0.0,,,,False,,,False,False
998272908,998272908,2500.0,2440.49,2016-02-18T03:23:16,161.07,amazon.com,US,US,09,01,online_retail,02/2032,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,59.51,,,,False,,,False,False
998272908,998272908,2500.0,2279.42,2016-02-20T03:13:01,8.33,staples.com,US,US,90,01,online_retail,03/2028,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,220.58,,,,False,,,False,False
998272908,998272908,2500.0,2271.09,2016-02-20T07:49:44,179.35,walmart.com,US,US,05,08,online_retail,02/2025,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,228.91,,,,False,,,False,False
998272908,998272908,2500.0,2091.74,2016-02-22T20:23:22,67.38,oldnavy.com,US,US,05,01,online_retail,07/2032,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,408.26,,,,False,,,False,False
998272908,998272908,2500.0,2024.36,2016-02-22T23:49:11,16.92,discount.com,US,US,09,01,online_retail,01/2029,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,475.64,,,,False,,,False,False
998272908,998272908,2500.0,2007.44,2016-02-23T08:28:42,36.77,discount.com,US,US,05,01,online_retail,08/2024,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,492.56,,,,False,,,False,False
998272908,998272908,2500.0,1970.67,2016-02-23T08:52:05,84.89,ebay.com,US,US,05,08,online_retail,12/2032,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,529.33,,,,False,,,False,False
998272908,998272908,2500.0,1885.78,2016-02-27T00:50:59,38.87,discount.com,US,US,09,99,online_retail,07/2020,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,614.22,,,,False,,,False,False
998272908,998272908,2500.0,1846.91,2016-02-27T02:09:21,139.55,cheapfast.com,US,US,02,01,online_retail,04/2026,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,653.09,,,,False,,,False,False
998272908,998272908,2500.0,1707.36,2016-02-28T12:30:07,91.52,staples.com,US,US,05,01,online_retail,03/2030,2014-04-11,2014-04-11,352,354,6312,PURCHASE,,792.64,,,,False,,,False,False
998272908,998272908,2500.0,1640.84,2016-03-01T10:45:29,5.15,ebay.com,US,US,02,01,online_retail,10/2030,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,859.16,,,,False,,,False,False
998272908,998272908,2500.0,1635.69,2016-03-01T14:21:11,286.92,sears.com,US,US,05,08,online_retail,07/2027,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,864.31,,,,False,,,False,False
998272908,998272908,2500.0,1348.77,2016-03-03T11:47:11,2.51,sears.com,US,US,05,01,online_retail,09/2032,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,1151.23,,,,False,,,False,False
998272908,998272908,2500.0,1346.26,2016-03-04T04:46:17,48.34,amazon.com,US,US,02,08,online_retail,05/2027,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,1153.74,,,,False,,,False,False
998272908,998272908,2500.0,1297.92,2016-03-05T05:49:44,53.44,CVS #653267,US,US,02,01,health,03/2020,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,1202.08,,,,False,,,False,False
998272908,998272908,2500.0,1244.48,2016-03-07T10:39:03,676.71,oldnavy.com,US,US,02,01,online_retail,01/2020,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,1255.52,,,,False,,,False,False
998272908,998272908,2500.0,567.77,2016-03-08T15:08:33,6.53,Apple iTunes,US,US,02,01,mobileapps,01/2033,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,1932.23,,,,False,,,False,False
998272908,998272908,2500.0,561.24,2016-03-09T12:04:11,90.02,Planet Fitness #282804,US,US,09,01,health,06/2024,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,1938.76,,,,True,,,False,False
998272908,998272908,2500.0,471.22,2016-03-10T03:33:46,52.32,ebay.com,US,US,09,01,online_retail,01/2028,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,2028.78,,,,False,,,False,False
998272908,998272908,2500.0,418.9,2016-03-10T04:04:06,377.15,CVS #641108,US,US,02,01,health,09/2023,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,2081.1,,,,False,,,False,False
998272908,998272908,2500.0,2500.0,2016-03-11T01:47:44,37.85,sears.com,US,US,05,01,online_retail,04/2027,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,0.0,,,,False,,,False,False
998272908,998272908,2500.0,2462.15,2016-03-12T17:54:49,45.7,walmart.com,US,US,02,01,online_retail,06/2027,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,37.85,,,,False,,,False,False
998272908,998272908,2500.0,2416.45,2016-03-14T14:46:38,3.81,sears.com,US,US,02,01,online_retail,03/2020,2014-04-11,2014-04-11,193,193,8258,PURCHASE,,83.55,,,,False,,,False,False
998272908,998272908,2500.0,2412.64,2016-03-17T12:32:52,0.0,sears.com,US,US,09,01,online_retail,08/2029,2014-04-11,2014-04-11,352,352,6312,ADDRESS_VERIFICATION,,87.36,,,,False,,,False,False
998272908,998272908,2500.0,2412.64,2016-03-19T19:36:25,43.87,oldnavy.com,US,US,05,01,online_retail,04/2028,2014-04-11,2014-04-11,352,352,6312,PURCHASE,,87.36,,,,False,,,False,False
