accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
519842923,519842923,15000.0,15000.0,2016-01-03T11:15:40,86.85,Auntie Anne's #745500,US,US,05,08,fastfood,True,06/2026,2012-05-21,2012-05-21,721,721,8835,PURCHASE,,0.0,,,,,,False,False
519842923,519842923,15000.0,14913.15,2016-01-04T20:48:03,88.44,KFC #210960,US,US,09,08,fastfood,True,07/2030,2012-05-21,2012-05-21,580,580,3470,PURCHASE,,86.85,,,,,,False,False
519842923,519842923,15000.0,14824.71,2016-01-18T21:46:14,313.64,Regal Cinemas #729464,US,US,05,01,entertainment,True,05/2023,2012-05-21,2012-05-21,348,348,2716,PURCHASE,,175.29,,,,,,False,False
519842923,519842923,15000.0,14511.07,2016-01-29T20:17:35,16.08,In-N-Out #80487,US,US,05,08,fastfood,True,06/2029,2012-05-21,2012-05-21,580,580,3470,PURCHASE,,488.93,,,,,,False,False
519842923,519842923,15000.0,14494.99,2016-01-31T00:01:35,86.85,Auntie Anne's #745500,US,US,05,08,fastfood,True,06/2026,2012-05-21,2012-05-21,721,721,8835,REVERSAL,,505.01,,,,,,False,False
519842923,519842923,15000.0,14606.84,2016-02-02T03:14:52,72.43,Wendys #760583,US,US,02,01,fastfood,True,02/2031,2012-05-21,2012-05-21,580,580,3470,PURCHASE,,393.16,,,,,,False,False
519842923,519842923,15000.0,14534.41,2016-02-07T07:12:04,341.46,Arbys #557005,US,US,02,01,fastfood,True,01/2024,2012-05-21,2012-05-21,348,348,2716,PURCHASE,,465.59,,,,,,False,False
519842923,519842923,15000.0,14192.95,2016-02-09T11:34:01,269.02,Dunkin' Donuts #98098,US,US,05,01,fastfood,True,08/2028,2012-05-21,2012-05-21,348,348,2716,PURCHASE,,807.05,,,,,,False,False
519842923,519842923,15000.0,13923.93,2016-02-14T23:46:26,10.31,Wendys #933486,US,US,09,08,fastfood,True,01/2022,2012-05-21,2012-05-21,348,348,2716,PURCHASE,,1076.07,,,,,,False,False
519842923,519842923,15000.0,13913.62,2016-02-26T10:01:27,67.06,Boost Mobile #02871,US,US,02,01,cable/phone,False,01/2026,2012-05-21,2012-05-21,721,721,8835,PURCHASE,,1086.38,,,,,,False,False
519842923,519842923,15000.0,13871.56,2016-03-12T20:52:47,2.65,Regal Cinemas #276341,US,US,02,01,entertainment,True,04/2025,2012-05-21,2012-05-21,348,348,2716,PURCHASE,,1128.44,,,,,,False,False
519842923,519842923,15000.0,13868.91,2016-03-26T11:36:57,78.48,Boost Mobile #02871,US,US,02,01,cable/phone,False,01/2026,2012-05-21,2012-05-21,721,721,8835,PURCHASE,,1131.09,,,,,,False,False
