accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posEntryMode,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
472918481,472918481,15000.0,15000.0,2016-01-03T10:51:18,156.28,discount.com,US,US,01,online_retail,12/2026,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,0.0,,,,,False,,,False,False
472918481,472918481,15000.0,14843.72,2016-01-06T18:31:12,22.79,walmart.com,US,US,08,online_retail,04/2026,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,156.28,,,,09,False,,,False,False
472918481,472918481,15000.0,14820.93,2016-01-21T22:48:59,35.9,ebay.com,US,US,01,online_retail,06/2026,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,179.07,,,,05,False,,,False,False
472918481,472918481,15000.0,14785.03,2016-01-31T23:29:13,25.33,Universe Massage #08680,US,US,01,personal care,07/2030,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,214.97,,,,09,True,,,False,False
472918481,472918481,15000.0,15000.0,2016-02-10T16:44:02,106.62,Burger King #578177,US,US,01,fastfood,03/2024,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,0.0,,,,05,True,,,False,False
472918481,472918481,15000.0,14893.38,2016-02-13T02:24:06,400.34,ebay.com,US,US,01,online_retail,12/2032,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,106.62,,,,09,False,,,False,False
472918481,472918481,15000.0,14493.04,2016-02-13T09:23:51,33.11,walmart.com,US,US,01,online_retail,11/2020,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,506.96,,,,09,False,,,False,False
472918481,472918481,15000.0,15000.0,2016-03-01T11:37:59,66.97,ebay.com,US,US,01,online_retail,04/2029,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,0.0,,,,02,False,,,False,False
472918481,472918481,15000.0,14933.03,2016-03-04T21:40:45,435.1,gap.com,US,US,01,online_retail,06/2031,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,66.97,,,,05,False,,,False,False
472918481,472918481,15000.0,14497.93,2016-03-15T08:30:45,1.96,AMC #145832,US,US,01,entertainment,03/2025,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,502.07,,,,05,True,,,False,False
472918481,472918481,15000.0,14495.97,2016-03-16T20:56:46,27.53,apple.com,US,US,01,online_retail,03/2026,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,504.03,,,,02,False,,,False,False
472918481,472918481,15000.0,14468.44,2016-03-18T15:26:34,435.1,gap.com,US,US,01,online_retail,06/2031,2015-04-08,2015-04-08,703,703,3961,REVERSAL,,531.56,,,,05,False,,,False,False
472918481,472918481,15000.0,14903.54,2016-03-19T20:28:49,94.38,gap.com,US,US,08,online_retail,12/2021,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,96.46,,,,09,False,,,False,False
472918481,472918481,15000.0,14809.16,2016-03-24T08:20:15,64.7,ebay.com,US,US,01,online_retail,04/2021,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,190.84,,,,09,False,,,False,False
472918481,472918481,15000.0,14744.46,2016-03-26T18:00:10,108.1,cheapfast.com,US,US,08,online_retail,03/2023,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,255.54,,,,09,False,,,False,False
472918481,472918481,15000.0,14636.36,2016-03-29T15:16:14,6.82,Play Store,US,US,01,mobileapps,04/2021,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,363.64,,,,09,False,,,False,False
472918481,472918481,15000.0,14629.54,2016-03-31T15:40:14,20.13,apple.com,US,US,01,online_retail,05/2025,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,370.46,,,,09,False,,,False,False
472918481,472918481,15000.0,15000.0,2016-04-02T04:01:21,169.57,target.com,US,US,01,online_retail,12/2021,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,0.0,,,,09,False,,,False,True
472918481,472918481,15000.0,14830.43,2016-04-03T09:52:45,103.46,sears.com,US,US,01,online_retail,10/2026,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,169.57,,,,09,False,,,False,False
472918481,472918481,15000.0,14726.97,2016-04-14T06:57:05,467.83,ebay.com,US,US,08,online_retail,05/2031,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,273.03,,,,05,False,,,False,False
472918481,472918481,15000.0,14259.14,2016-04-16T04:24:22,17.8,amazon.com,US,US,08,online_retail,06/2025,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,740.86,,,,02,False,,,False,False
472918481,472918481,15000.0,14241.34,2016-04-16T09:03:28,79.68,cheapfast.com,US,US,01,online_retail,12/2025,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,758.66,,,,09,False,,,False,False
472918481,472918481,15000.0,14161.66,2016-04-16T13:27:02,0.0,oldnavy.com,US,US,01,online_retail,11/2021,2015-04-08,2015-04-08,703,703,3961,ADDRESS_VERIFICATION,,838.34,,,,05,False,,,False,False
472918481,472918481,15000.0,14161.66,2016-04-17T00:37:59,63.39,gap.com,US,US,08,online_retail,04/2022,2015-04-08,2015-04-08,703,253,3961,PURCHASE,,838.34,,,,09,False,,,False,False
472918481,472918481,15000.0,14098.27,2016-04-22T10:37:03,123.08,cheapfast.com,US,US,08,online_retail,06/2024,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,901.73,,,,09,False,,,False,False
472918481,472918481,15000.0,13975.19,2016-04-29T00:08:18,6.82,Play Store,US,US,01,mobileapps,04/2021,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,1024.81,,,,09,False,,,False,False
472918481,472918481,15000.0,15000.0,2016-05-03T22:25:49,26.83,discount.com,US,US,01,online_retail,09/2027,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,0.0,,,,02,False,,,False,False
472918481,472918481,15000.0,14973.17,2016-05-05T14:28:30,0.0,oldnavy.com,US,US,01,online_retail,11/2021,2015-04-08,2015-04-08,703,703,3961,REVERSAL,,26.83,,,,05,False,,,False,False
472918481,472918481,15000.0,14973.17,2016-05-20T22:13:25,53.2,walmart.com,US,US,01,online_retail,05/2026,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,26.83,,,,09,False,,,False,False
472918481,472918481,15000.0,14919.97,2016-05-24T10:43:49,121.16,EZ Putt Putt #551896,US,US,01,entertainment,10/2031,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,80.03,,,,02,True,,,False,False
472918481,472918481,15000.0,14798.81,2016-05-30T05:49:50,6.82,Play Store,US,US,01,mobileapps,04/2021,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,201.19,,,,09,False,,,False,False
472918481,472918481,15000.0,15000.0,2016-06-06T09:53:50,18.26,Universe Massage #357768,US,US,01,personal care,03/2032,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,0.0,,,,02,True,,,False,False
472918481,472918481,15000.0,14981.74,2016-06-24T07:55:30,32.94,walmart.com,US,US,08,online_retail,12/2022,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,18.26,,,,09,False,,,False,False
472918481,472918481,15000.0,14948.8,2016-06-27T00:28:57,431.76,apple.com,US,US,01,online_retail,03/2028,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,51.2,,,,02,False,,,False,False
472918481,472918481,15000.0,14517.04,2016-06-29T22:03:00,6.82,Play Store,US,US,01,mobileapps,04/2021,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,482.96,,,,09,False,,,False,False
472918481,472918481,15000.0,15000.0,2016-07-01T00:26:00,39.11,sears.com,US,US,01,online_retail,02/2024,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,0.0,,,,02,False,,,False,False
472918481,472918481,15000.0,14960.89,2016-07-02T18:12:47,308.29,alibaba.com,US,US,01,online_retail,03/2032,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,39.11,,,,05,False,,,False,False
472918481,472918481,15000.0,14652.6,2016-07-04T13:59:39,3.56,walmart.com,US,US,01,online_retail,06/2032,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,347.4,,,,09,False,,,False,False
472918481,472918481,15000.0,14649.04,2016-07-07T07:31:35,61.19,AMC #692956,US,US,01,entertainment,06/2029,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,350.96,,,,02,True,,,False,False
472918481,472918481,15000.0,14587.85,2016-07-07T23:27:15,390.43,walmart.com,US,US,01,online_retail,09/2030,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,412.15,,,,90,False,,,False,False
472918481,472918481,15000.0,14197.42,2016-07-10T11:28:47,0.0,cheapfast.com,US,US,01,online_retail,07/2032,2015-04-08,2015-04-08,262,262,6632,ADDRESS_VERIFICATION,,802.58,,,,02,False,,,False,False
472918481,472918481,15000.0,14197.42,2016-07-13T06:26:13,233.62,target.com,US,US,01,online_retail,11/2021,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,802.58,,,,05,False,,,False,False
472918481,472918481,15000.0,13963.8,2016-07-23T02:29:03,362.99,amazon.com,US,US,01,online_retail,03/2025,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,1036.2,,,,05,False,,,False,False
472918481,472918481,15000.0,13600.81,2016-07-27T04:03:08,246.83,Rodeway Inn #370519,US,US,01,hotels,04/2026,2015-04-08,2015-04-08,703,703,3961,PURCHASE,,1399.19,,,,09,True,,,False,False
472918481,472918481,15000.0,13353.98,2016-07-28T18:10:18,177.73,oldnavy.com,US,US,01,online_retail,12/2025,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,1646.02,,,,09,False,,,False,False
472918481,472918481,15000.0,13176.25,2016-07-30T07:23:25,205.1,discount.com,US,US,01,online_retail,04/2028,2015-04-08,2015-04-08,703,707,3961,PURCHASE,,1823.75,,,,80,False,,,False,False
472918481,472918481,15000.0,12971.15,2016-07-30T07:50:01,6.82,Play Store,US,US,01,mobileapps,04/2021,2015-04-08,2015-04-08,262,262,6632,PURCHASE,,2028.85,,,,09,False,,,False,False
