accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
622054338,622054338,15000.0,15000.0,2016-01-02T00:20:03,43.01,Uptown Steakhouse,US,02,01,food,True,10/2020,2015-05-10,2015-05-10,981,981,518,PURCHASE,,0.0,,,,,,,False,False
622054338,622054338,15000.0,14956.99,2016-01-06T06:21:50,53.4,1st Sandwitch Bar #941288,US,02,08,food,True,02/2031,2015-05-10,2015-05-10,981,981,518,PURCHASE,,43.01,,,,US,,,False,False
622054338,622054338,15000.0,14903.59,2016-01-06T19:00:19,49.57,Dinosaur Drive in,US,09,01,food,True,03/2027,2015-05-10,2015-05-10,981,981,518,PURCHASE,,96.41,,,,US,,,False,False
622054338,622054338,15000.0,14854.02,2016-01-07T08:58:15,105.02,target.com,US,09,01,online_retail,False,11/2029,2015-05-10,2015-05-10,914,914,8097,PURCHASE,,145.98,,,,US,,,False,False
622054338,622054338,15000.0,14749.0,2016-01-11T00:20:58,0.0,McDonalds #46753,US,09,01,fastfood,False,08/2022,2015-05-10,2015-05-10,914,914,8097,ADDRESS_VERIFICATION,,251.0,,,,US,,,False,False
622054338,622054338,15000.0,14749.0,2016-01-14T10:26:19,378.22,Wendys #68402,US,05,01,fastfood,True,08/2027,2015-05-10,2015-05-10,981,981,518,PURCHASE,,251.0,,,,US,,,False,False
622054338,622054338,15000.0,14370.78,2016-01-15T03:26:36,4.09,Krispy Kreme #61984,US,02,01,fastfood,True,09/2029,2015-05-10,2015-05-10,846,846,5619,PURCHASE,,629.22,,,,US,,,False,False
622054338,622054338,15000.0,14366.69,2016-01-15T07:50:02,68.48,Domino's Pizza #899555,US,05,01,fastfood,True,07/2030,2015-05-10,2015-05-10,914,914,8097,PURCHASE,,633.31,,,,US,,,False,False
622054338,622054338,15000.0,14298.21,2016-01-15T21:45:21,95.53,Shake Shack #332129,US,05,01,fastfood,True,07/2028,2015-05-10,2015-05-10,846,846,5619,PURCHASE,,701.79,,,,US,,,False,False
622054338,622054338,15000.0,14202.68,2016-01-19T10:41:30,20.11,Hardee's #403711,US,05,01,fastfood,False,02/2022,2015-05-10,2015-05-10,981,981,518,PURCHASE,,797.32,,,,US,,,False,False
622054338,622054338,15000.0,14182.57,2016-01-22T08:36:14,0.96,KFC #489585,US,02,01,fastfood,True,04/2025,2015-05-10,2015-05-10,914,914,8097,PURCHASE,,817.43,,,,US,,,False,False
622054338,622054338,15000.0,14181.61,2016-01-25T11:57:02,26.72,Best Deli #100511,US,02,01,food,True,06/2025,2015-05-10,2015-05-10,981,981,518,PURCHASE,,818.39,,,,US,,,False,False
622054338,622054338,15000.0,14154.89,2016-01-26T14:04:48,336.78,Hardee's #557866,US,09,01,fastfood,True,06/2023,2015-05-10,2015-05-10,846,846,5619,PURCHASE,,845.11,,,,US,,,False,False
622054338,622054338,15000.0,13818.11,2016-01-27T18:51:52,221.18,Auntie Anne's #324440,US,09,01,fastfood,True,08/2030,2015-05-10,2015-05-10,914,914,8097,PURCHASE,,1181.89,,,,US,,,False,False
622054338,622054338,15000.0,13596.93,2016-01-29T11:03:14,0.0,McDonalds #46753,US,09,01,fastfood,False,08/2022,2015-05-10,2015-05-10,914,914,8097,REVERSAL,,1403.07,,,,US,,,False,False
622054338,622054338,15000.0,13621.93,2016-02-02T22:25:01,260.21,Quizno's #126064,US,02,08,fastfood,True,05/2024,2015-05-10,2015-05-10,981,981,518,PURCHASE,,1378.07,,,,US,,,False,False
622054338,622054338,15000.0,13361.72,2016-02-09T11:59:07,333.73,Quizno's #923583,US,09,01,fastfood,True,05/2023,2015-05-10,2015-05-10,846,846,5619,PURCHASE,,1638.28,,,,US,,,False,False
622054338,622054338,15000.0,13027.99,2016-02-09T16:59:07,236.54,34th BBQ #214431,US,05,01,food,True,10/2026,2015-05-10,2015-05-10,846,846,5619,PURCHASE,,1972.01,,,,US,,,False,False
622054338,622054338,15000.0,12791.45,2016-02-09T21:41:31,17.18,Wendys #68402,US,09,01,fastfood,True,05/2027,2015-05-10,2015-05-10,846,846,5619,PURCHASE,,2208.55,,,,US,,,False,False
622054338,622054338,15000.0,12774.27,2016-02-14T03:34:49,51.27,Taco Bell #317238,US,90,01,fastfood,True,09/2032,2015-05-10,2015-05-10,846,846,5619,PURCHASE,,2225.73,,,,US,,,False,False
622054338,622054338,15000.0,12723.0,2016-02-18T19:31:58,46.83,Wendys #974901,US,09,01,fastfood,True,01/2033,2015-05-10,2015-05-10,981,981,518,PURCHASE,,2277.0,,,,US,,,False,False
622054338,622054338,15000.0,12676.17,2016-02-20T09:53:04,367.53,South BBQ,US,,08,food,True,09/2030,2015-05-10,2015-05-10,981,981,518,PURCHASE,,2323.83,,,,US,,,False,False
622054338,622054338,15000.0,12308.64,2016-02-20T23:02:49,38.4,Annies Fries,US,02,01,food,True,01/2031,2015-05-10,2015-05-10,981,981,518,PURCHASE,,2691.36,,,,US,,,False,False
622054338,622054338,15000.0,12270.24,2016-02-22T10:52:12,100.59,Pizza Hut #580987,US,05,08,fastfood,True,09/2029,2015-05-10,2015-05-10,981,981,518,PURCHASE,,2729.76,,,,US,,,False,False
622054338,622054338,15000.0,12169.65,2016-02-28T06:07:57,47.18,Quizno's #357998,US,02,01,fastfood,True,09/2022,2015-05-10,2015-05-10,914,914,8097,PURCHASE,,2830.35,,,,US,,,False,False
622054338,622054338,15000.0,12147.47,2016-03-05T11:14:34,216.65,South Steakhouse #378389,US,02,08,food,True,06/2032,2015-05-10,2015-05-10,846,846,5619,PURCHASE,,2852.53,,,,US,,,False,False
622054338,622054338,15000.0,11930.82,2016-03-11T08:38:45,637.51,Quizno's #34677,US,05,01,fastfood,True,07/2022,2015-05-10,2015-05-10,846,846,5619,PURCHASE,,3069.18,,,,US,,,False,False
622054338,622054338,15000.0,11293.31,2016-03-12T11:33:58,285.02,Starbucks #699618,US,05,08,fastfood,True,09/2030,2015-05-10,2015-05-10,981,981,518,PURCHASE,,3706.69,,,,US,,,False,False
622054338,622054338,15000.0,11008.29,2016-03-17T02:47:28,6.51,Play Store,US,80,01,mobileapps,False,01/2029,2015-05-10,2015-05-10,981,981,518,PURCHASE,,3991.71,,,,US,,,False,False
