accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posEntryMode,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
231589608,231589608,5000.0,5000.0,2016-01-29T12:32:53,69.0,1st Sandwitch Bar #758805,US,US,01,food,True,02/2030,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,0.0,,,,,,,False,False
231589608,231589608,5000.0,4956.0,2016-03-18T16:16:43,146.31,Uber,US,US,01,rideshare,False,10/2024,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,44.0,,,,05,,,False,False
231589608,231589608,5000.0,4834.69,2016-05-31T08:40:21,171.58,Annies Fries,US,US,01,food,True,05/2021,2015-05-04,2015-05-04,930,030,9269,PURCHASE,,165.31,,,,05,,,False,False
231589608,231589608,5000.0,4688.11,2016-06-07T00:22:13,318.78,South Steakhouse #73819,US,US,01,food,True,07/2029,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,311.89,,,,05,,,False,False
231589608,231589608,5000.0,4394.33,2016-07-03T22:37:10,82.12,South Steakhouse #73819,US,US,08,food,True,09/2027,2015-05-04,2015-05-04,677,677,3325,PURCHASE,,605.67,,,,05,,,False,False
231589608,231589608,5000.0,4312.21,2016-07-04T02:28:33,23.06,Texas Gas #523608,US,US,08,fuel,True,06/2032,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,687.79,,,,02,,,False,False
231589608,231589608,5000.0,4289.15,2016-07-14T14:53:27,11.17,Franks Pub #53336,US,US,01,food,True,02/2022,2015-05-04,2015-05-04,677,677,3325,PURCHASE,,710.85,,,,09,,,False,False
231589608,231589608,5000.0,4277.98,2016-07-18T18:38:58,25.26,Texas Gas #523608,US,US,08,fuel,True,06/2032,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,722.02,,,,02,,,False,False
231589608,231589608,5000.0,4277.72,2016-08-01T13:41:35,28.55,Texas Gas #523608,US,US,08,fuel,True,06/2032,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,722.28,,,,02,,,False,False
231589608,231589608,5000.0,4249.17,2016-08-15T09:16:49,23.06,Texas Gas #523608,US,US,08,fuel,True,06/2032,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,750.83,,,,02,,,False,False
231589608,231589608,5000.0,4226.11,2016-08-28T13:15:37,24.91,Texas Gas #523608,US,US,08,fuel,True,06/2032,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,773.89,,,,02,,,False,False
231589608,231589608,5000.0,4201.2,2016-08-30T11:57:44,14.99,hulu.com,US,US,01,online_subscriptions,False,04/2028,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,798.8,,,,05,,,False,False
231589608,231589608,5000.0,4211.21,2016-09-11T18:20:05,23.06,Texas Gas #523608,US,US,08,fuel,True,06/2032,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,788.79,,,,02,,,False,False
231589608,231589608,5000.0,4188.15,2016-09-25T23:46:14,23.06,Texas Gas #523608,US,US,08,fuel,True,06/2032,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,811.85,,,,02,,,False,False
231589608,231589608,5000.0,4165.09,2016-09-29T16:26:54,14.99,hulu.com,US,US,01,online_subscriptions,False,04/2028,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,834.91,,,,05,,,False,False
231589608,231589608,5000.0,4175.1,2016-10-07T18:10:08,553.96,Dinosaur Restaurant,US,US,01,food,True,01/2023,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,824.9,,,,02,,,False,False
231589608,231589608,5000.0,3621.14,2016-10-08T11:21:25,58.47,Uber,US,US,01,rideshare,False,11/2022,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,1378.86,,,,05,,,False,False
231589608,231589608,5000.0,3562.67,2016-10-09T13:11:52,28.55,Texas Gas #523608,US,US,08,fuel,True,06/2032,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,1437.33,,,,02,,,False,False
231589608,231589608,5000.0,3534.12,2016-10-23T17:03:12,23.06,Texas Gas #523608,US,US,08,fuel,True,06/2032,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,1465.88,,,,02,,,False,False
231589608,231589608,5000.0,3511.06,2016-10-29T17:53:30,14.99,hulu.com,US,US,01,online_subscriptions,False,04/2028,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,1488.94,,,,05,,,False,False
231589608,231589608,5000.0,3521.07,2016-11-06T11:18:40,23.06,Texas Gas #523608,US,US,08,fuel,True,06/2032,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,1478.93,,,,02,,,False,False
231589608,231589608,5000.0,3498.01,2016-11-19T15:13:33,23.06,Texas Gas #523608,US,US,08,fuel,True,06/2032,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,1501.99,,,,02,,,False,False
231589608,231589608,5000.0,3474.95,2016-11-30T12:28:19,14.99,hulu.com,US,US,01,online_subscriptions,False,04/2028,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,1525.05,,,,05,,,False,False
231589608,231589608,5000.0,3484.96,2016-12-03T15:58:46,70.27,Lyft,US,US,01,rideshare,False,12/2019,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,1515.04,,,,09,,,False,False
231589608,231589608,5000.0,3414.69,2016-12-04T11:02:15,23.06,Texas Gas #523608,US,US,08,fuel,True,06/2032,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,1585.31,,,,02,,,False,False
231589608,231589608,5000.0,3391.63,2016-12-06T18:57:54,54.09,Best Deli #109276,US,US,01,food,True,01/2029,2015-05-04,2015-05-04,677,677,3325,PURCHASE,,1608.37,,,,05,,,False,False
231589608,231589608,5000.0,3337.54,2016-12-19T00:02:12,23.97,Texas Gas #523608,US,US,08,fuel,True,06/2032,2015-05-04,2015-05-04,930,930,9269,PURCHASE,,1662.46,,,,02,,,False,False
