accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
170850492,170850492,2500.0,2500.0,2016-01-03T11:16:18,303.68,ebay.com,US,US,02,01,online_retail,06/2033,2014-07-10,2014-07-10,281,281,7332,PURCHASE,True,,0.0,,,,False,,,False
170850492,170850492,2500.0,2196.32,2016-01-08T23:59:42,217.19,AMC #191138,US,US,09,01,entertainment,07/2022,2014-07-10,2014-07-10,281,281,7332,PURCHASE,True,,303.68,,,,True,,,False
170850492,170850492,2500.0,1979.13,2016-01-14T04:46:39,0.87,amazon.com,US,US,02,01,online_retail,06/2032,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,520.87,,,,False,,,False
170850492,170850492,2500.0,2500.0,2016-02-11T11:19:41,365.62,alibaba.com,US,US,09,01,online_retail,03/2031,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,0.0,,,,False,,,False
170850492,170850492,2500.0,2134.38,2016-02-11T22:15:04,249.19,sears.com,US,US,05,08,online_retail,11/2031,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,365.62,,,,False,,,False
170850492,170850492,2500.0,2500.0,2016-03-15T13:09:06,103.6,gap.com,US,US,02,01,online_retail,01/2022,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,0.0,,,,False,,,False
170850492,170850492,2500.0,2396.4,2016-03-20T13:20:55,249.68,AMC #606218,US,US,02,01,entertainment,05/2024,2014-07-10,2014-07-10,281,281,7332,PURCHASE,True,,103.6,,,,True,,,False
170850492,170850492,2500.0,2500.0,2016-04-08T02:00:48,38.72,Arbys #979932,US,US,05,01,fastfood,05/2025,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,0.0,,,,True,,,False
170850492,170850492,2500.0,2461.28,2016-04-25T03:27:45,12.06,gap.com,US,US,02,08,online_retail,06/2026,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,38.72,,,,False,,,False
170850492,170850492,2500.0,2449.22,2016-04-25T06:10:12,115.03,apple.com,US,US,02,01,online_retail,02/2023,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,50.78,,,,False,,,False
170850492,170850492,2500.0,2500.0,2016-05-10T01:12:47,124.15,walmart.com,US,US,09,01,online_retail,03/2020,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,0.0,,,,False,,,False
170850492,170850492,2500.0,2500.0,2016-06-08T07:57:27,241.92,oldnavy.com,US,US,09,01,online_retail,01/2033,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,0.0,,,,False,,,False
170850492,170850492,2500.0,2258.08,2016-06-08T07:57:39,241.92,oldnavy.com,US,US,09,01,online_retail,01/2033,2014-07-10,2014-07-10,281,281,7332,REVERSAL,False,,241.92,,,,False,,,False
170850492,170850492,2500.0,2500.0,2016-06-15T21:48:25,75.76,walmart.com,US,US,09,01,online_retail,11/2024,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,0.0,,,,False,,,False
170850492,170850492,2500.0,2424.24,2016-06-20T10:49:31,82.1,apple.com,US,US,05,01,online_retail,07/2028,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,75.76,,,,False,,,False
170850492,170850492,2500.0,2342.14,2016-06-24T13:17:45,0.68,EZ Putt Putt #982199,US,US,02,01,entertainment,10/2028,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,157.86,,,,True,,,False
170850492,170850492,2500.0,2341.46,2016-06-27T17:46:14,580.64,target.com,US,US,09,01,online_retail,09/2028,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,158.54,,,,False,,,False
170850492,170850492,2500.0,2500.0,2016-07-19T00:36:41,401.36,staples.com,US,US,02,01,online_retail,12/2020,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,0.0,,,,False,,,False
170850492,170850492,2500.0,2500.0,2016-08-25T14:23:08,532.22,sears.com,US,US,05,08,online_retail,12/2022,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,0.0,,,,False,,,False
170850492,170850492,2500.0,2500.0,2016-09-01T13:07:38,22.19,apple.com,US,US,02,01,online_retail,07/2031,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,0.0,,,,False,,,False
170850492,170850492,2500.0,2477.81,2016-09-02T04:22:51,18.51,cheapfast.com,US,US,02,01,online_retail,12/2030,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,22.19,,,,False,,,False
170850492,170850492,2500.0,2459.3,2016-09-04T03:05:20,73.77,oldnavy.com,US,US,05,08,online_retail,12/2030,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,40.7,,,,False,,,False
170850492,170850492,2500.0,2385.53,2016-09-24T10:49:06,230.7,oldnavy.com,US,US,02,01,online_retail,06/2020,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,114.47,,,,False,,,False
170850492,170850492,2500.0,2500.0,2016-10-13T06:30:21,180.77,Washington Repair,US,US,05,01,auto,07/2029,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,0.0,,,,True,,,False
170850492,170850492,2500.0,2319.23,2016-10-26T13:58:03,85.58,ebay.com,US,US,05,01,online_retail,03/2020,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,180.77,,,,False,,,False
170850492,170850492,2500.0,2233.65,2016-10-28T16:49:02,49.21,cheapfast.com,US,US,05,01,online_retail,11/2029,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,266.35,,,,False,,,False
170850492,170850492,2500.0,2500.0,2016-11-07T18:15:44,49.79,AMC #606218,US,US,09,01,entertainment,11/2020,2014-07-10,2014-07-10,281,281,7332,PURCHASE,True,,0.0,,,,True,,,False
170850492,170850492,2500.0,2450.21,2016-11-20T23:02:37,17.24,walmart.com,US,US,09,01,online_retail,08/2021,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,49.79,,,,False,,,False
170850492,170850492,2500.0,2432.97,2016-11-23T09:44:27,292.36,apple.com,US,US,09,08,online_retail,01/2029,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,67.03,,,,False,,,False
170850492,170850492,2500.0,2500.0,2016-12-08T08:32:12,25.77,amazon.com,US,US,02,01,online_retail,05/2026,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,0.0,,,,False,,,False
170850492,170850492,2500.0,2474.23,2016-12-23T18:03:08,589.69,target.com,US,US,09,01,online_retail,03/2027,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,25.77,,,,False,,,False
170850492,170850492,2500.0,1884.54,2016-12-26T22:48:40,138.12,walmart.com,US,US,09,01,online_retail,03/2026,2014-07-10,2014-07-10,281,281,7332,PURCHASE,False,,615.46,,,,False,,,False
