accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
161628105,161628105,250.0,250.0,2016-01-04T12:58:44,66.88,Fresh Flowers,US,US,02,99,online_gifts,11/2032,2012-12-14,2012-12-14,939,939,7784,PURCHASE,,0.0,,,,False,,,False,False
161628105,161628105,250.0,183.12,2016-01-05T00:36:56,42.9,Hardee's #254356,,US,05,01,fastfood,12/2020,2012-12-14,2012-12-14,400,400,7480,PURCHASE,,66.88,,,,True,,,False,False
161628105,161628105,250.0,140.22,2016-01-07T10:13:05,25.83,Next Day eCards,US,US,05,01,online_gifts,05/2021,2012-12-14,2012-12-14,400,400,7480,PURCHASE,,109.78,,,,False,,,False,False
161628105,161628105,250.0,114.39,2016-01-09T05:36:45,21.97,Fresh Flowers,US,US,05,01,online_gifts,05/2027,2012-12-14,2012-12-14,400,400,7480,PURCHASE,,135.61,,,,False,,,False,False
161628105,161628105,250.0,92.42,2016-01-09T13:16:51,0.0,Next Day Online Services,US,US,90,99,online_gifts,07/2031,2012-12-14,2012-12-14,939,939,7784,ADDRESS_VERIFICATION,,157.58,,,,False,,,False,False
161628105,161628105,250.0,92.42,2016-01-10T00:00:04,416.0,Blue Mountain eCards,US,US,09,01,online_gifts,08/2030,2012-12-14,2012-12-14,400,400,7480,PURCHASE,,157.58,,,,False,,,False,False
161628105,161628105,250.0,34.0,2016-01-10T09:40:38,253.88,Blue Mountain Online Services,US,US,05,01,online_gifts,08/2022,2012-12-14,2012-12-14,939,939,7784,PURCHASE,,216.0,,,,False,,,False,False
161628105,161628105,250.0,250.0,2016-01-11T00:23:49,7.81,Fresh Flowers,US,US,05,01,online_gifts,05/2027,2012-12-14,2012-12-14,400,400,7480,REVERSAL,,0.0,,,,False,,,False,False
161628105,161628105,250.0,250.0,2016-01-14T07:43:27,9.59,Mobile eCards,US,US,02,08,online_gifts,05/2031,2012-12-14,2012-12-14,400,400,7480,PURCHASE,,0.0,,,,False,,,False,False
161628105,161628105,250.0,240.41,2016-01-18T06:23:46,289.98,Blue Mountain Online Services,US,US,02,01,online_gifts,11/2027,2012-12-14,2012-12-14,939,939,7784,PURCHASE,,9.59,,,,True,,,False,False
161628105,161628105,250.0,190.62,2016-01-20T07:32:31,27.33,Blue Mountain eCards,US,US,05,01,online_gifts,06/2020,2012-12-14,2012-12-14,400,400,7480,PURCHASE,,59.38,,,,False,,,False,False
161628105,161628105,250.0,163.29,2016-01-22T00:35:48,96.47,Next Day Online Services,US,US,05,01,online_gifts,12/2020,2012-12-14,2012-12-14,400,400,7480,PURCHASE,,86.71,,,,False,,,False,False
161628105,161628105,250.0,66.82,2016-01-24T13:09:51,80.39,Fresh Online Services,US,US,05,01,online_gifts,10/2021,2012-12-14,2012-12-14,400,400,7480,PURCHASE,,183.18,,,,False,,,False,False
161628105,161628105,250.0,123.93,2016-01-28T00:55:16,37.64,Mobile eCards,US,US,05,01,online_gifts,05/2022,2012-12-14,2012-12-14,939,939,7784,PURCHASE,,126.07,,,,False,,,False,False
161628105,161628105,250.0,250.0,2016-02-04T23:00:27,217.6,Blue Mountain eCards,US,US,90,01,online_gifts,08/2023,2012-12-14,2012-12-14,400,400,7480,PURCHASE,,0.0,,,,False,,,False,False
161628105,161628105,250.0,32.4,2016-02-05T02:06:09,21.2,Next Day Online Services,US,US,05,08,online_gifts,10/2032,2012-12-14,2012-12-14,400,400,7480,PURCHASE,,217.6,,,,False,,,False,False
161628105,161628105,250.0,250.0,2016-02-05T03:02:32,78.36,Blue Mountain Online Services,US,US,02,08,online_gifts,04/2023,2012-12-14,2012-12-14,939,939,7784,PURCHASE,,0.0,,,,False,,,False,False
161628105,161628105,250.0,171.64,2016-02-07T03:20:42,1.25,Blue Mountain Online Services,US,US,80,01,online_gifts,06/2029,2012-12-14,2012-12-14,400,400,7480,PURCHASE,,78.36,,,,False,,,False,False
161628105,161628105,250.0,170.39,2016-02-07T20:20:27,134.68,Blue Mountain Online Services,US,US,09,01,online_gifts,08/2028,2012-12-14,2012-12-14,400,400,7480,PURCHASE,,79.61,,,,False,,,False,False
