accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,transactionAmount,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
228106650,228106650,500.0,500.0,2016-01-01T23:50:48,In-N-Out #969690,US,US,05,01,fastfood,11/2024,2015-12-26,2015-12-26,489,489,6994,ADDRESS_VERIFICATION,,0.0,0.0,,,,False,,,False,False
228106650,228106650,500.0,500.0,2016-01-02T02:54:59,Arbys #252654,US,US,09,01,fastfood,04/2033,2015-12-26,2015-12-26,489,489,6994,PURCHASE,,0.0,23.01,,,,True,,,False,False
228106650,228106650,500.0,476.99,2016-01-04T11:00:38,Quizno's #714690,US,US,05,01,fastfood,02/2021,2015-12-26,2015-12-26,335,335,349,PURCHASE,,23.01,163.52,,,,True,,,False,False
228106650,228106650,500.0,313.47,2016-01-04T21:58:56,Wendys #881295,US,US,05,01,fastfood,11/2028,2015-12-26,2015-12-26,489,489,6994,PURCHASE,,186.53,234.71,,,,True,,,False,False
228106650,228106650,500.0,78.76,2016-01-06T02:54:07,Wendys #283022,US,US,05,01,fastfood,10/2032,2015-12-26,2015-12-26,489,489,6994,PURCHASE,,421.24,293.83,,,,False,,,False,False
228106650,228106650,500.0,196.98,2016-01-09T14:52:56,Hardee's #855967,US,US,90,01,fastfood,03/2023,2015-12-26,2015-12-26,716,716,1439,PURCHASE,,303.02,390.84,,,,True,,,False,False
228106650,228106650,500.0,31.93,2016-01-11T18:32:03,Popeyes #996859,US,US,05,01,fastfood,03/2027,2015-12-26,2015-12-26,489,489,6994,PURCHASE,,468.07,137.89,,,,True,,,False,False
228106650,228106650,500.0,153.98,2016-01-13T00:05:05,Arbys #252654,US,US,05,01,fastfood,11/2027,2015-12-26,2015-12-26,335,335,349,PURCHASE,,346.02,51.74,,,,True,,,False,False
228106650,228106650,500.0,102.24,2016-01-13T00:07:13,Dunkin' Donuts #323125,US,US,09,01,fastfood,07/2020,2015-12-26,2015-12-26,335,332,349,PURCHASE,,397.76,31.49,,,,True,,,False,False
228106650,228106650,500.0,70.75,2016-01-14T18:05:28,Cinnabon #772670,US,US,09,01,fastfood,02/2031,2015-12-26,2015-12-26,489,489,6994,PURCHASE,,429.25,44.58,,,,True,,,False,False
