accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
172230695,172230695,500.0,500.0,2016-01-01T02:41:59,315.26,Auntie Anne's #333365,US,US,09,08,fastfood,True,04/2025,2014-12-11,2014-12-11,445,445,7948,PURCHASE,,0.0,,,,,,False,False
172230695,172230695,500.0,184.74,2016-01-01T08:06:11,871.77,Starbucks #709771,US,US,09,08,fastfood,True,01/2025,2014-12-11,2014-12-11,445,445,7948,PURCHASE,,315.26,,,,,,False,False
172230695,172230695,500.0,461.73,2016-01-02T01:37:15,150.69,Shake Shack #10829,US,US,05,01,fastfood,True,01/2026,2014-12-11,2014-12-11,445,445,7948,PURCHASE,,38.27,,,,,,False,False
172230695,172230695,500.0,311.04,2016-01-02T03:39:06,429.44,Hardee's #415826,US,US,09,01,fastfood,True,02/2029,2014-12-11,2014-12-11,445,445,7948,PURCHASE,,188.96,,,,,,False,False
172230695,172230695,500.0,306.64,2016-01-03T02:34:09,393.87,Domino's Pizza #454231,US,US,05,01,fastfood,True,11/2023,2014-12-11,2014-12-11,445,445,7948,PURCHASE,,193.36,,,,,,False,False
172230695,172230695,500.0,253.97,2016-01-03T05:44:54,179.52,Subway #228067,US,US,02,01,fastfood,True,12/2032,2014-12-11,2014-12-11,445,445,7948,PURCHASE,,246.03,,,,,,False,False
172230695,172230695,500.0,74.45,2016-01-03T15:35:33,37.91,Wendys #08916,US,US,05,01,fastfood,True,02/2032,2014-12-11,2014-12-11,445,445,7948,PURCHASE,,425.55,,,,,,False,False
172230695,172230695,500.0,36.54,2016-01-04T17:26:51,0.0,Domino's Pizza #429599,US,US,09,01,fastfood,False,06/2028,2014-12-11,2014-12-11,445,445,7948,ADDRESS_VERIFICATION,,463.46,,,,,,False,False
172230695,172230695,500.0,36.54,2016-01-05T04:54:32,15.94,Quizno's #13005,US,US,09,01,fastfood,True,06/2023,2014-12-11,2014-12-11,445,465,7948,PURCHASE,,463.46,,,,,,False,False
172230695,172230695,500.0,264.03,2016-01-05T07:29:44,92.56,Dunkin' Donuts #952118,US,US,09,08,fastfood,True,09/2023,2014-12-11,2014-12-11,445,445,7948,PURCHASE,,235.97,,,,,,False,False
