accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
977142969,977142969,500.0,500.0,2016-01-01T11:20:58,107.06,alibaba.com,US,90,01,online_retail,10/2030,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,0.0,,,,,False,,,False,False
977142969,977142969,500.0,392.94,2016-01-04T17:41:55,118.24,oldnavy.com,US,02,08,online_retail,12/2030,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,107.06,,,,US,False,,,False,False
977142969,977142969,500.0,274.7,2016-01-06T07:35:38,534.79,staples.com,US,09,08,online_retail,07/2023,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,225.3,,,,US,False,,,False,False
977142969,977142969,500.0,472.07,2016-01-06T15:01:14,14.9,staples.com,US,80,01,online_retail,07/2031,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,27.93,,,,US,False,,,False,False
977142969,977142969,500.0,457.17,2016-01-07T16:57:39,7.78,discount.com,US,02,01,online_retail,07/2026,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,42.83,,,,US,False,,,False,False
977142969,977142969,500.0,449.39,2016-01-10T11:40:54,283.28,cheapfast.com,US,02,01,online_retail,07/2029,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,50.61,,,,US,False,,,False,False
977142969,977142969,500.0,166.11,2016-01-11T18:06:22,164.55,cheapfast.com,US,09,01,online_retail,10/2024,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,333.89,,,,US,False,,,False,False
977142969,977142969,500.0,487.66,2016-01-13T19:59:19,44.7,staples.com,US,05,01,online_retail,04/2030,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,12.34,,,,US,False,,,False,False
977142969,977142969,500.0,442.96,2016-01-15T04:52:16,84.57,target.com,US,09,08,online_retail,10/2031,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,57.04,,,,US,False,,,False,False
977142969,977142969,500.0,358.39,2016-01-18T09:39:56,54.16,34th BBQ #207369,US,09,01,food,08/2025,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,141.61,,,,US,True,,,False,False
977142969,977142969,500.0,304.23,2016-01-20T11:08:41,237.75,discount.com,US,09,01,online_retail,08/2022,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,195.77,,,,US,False,,,False,False
977142969,977142969,500.0,66.48,2016-01-20T11:29:45,286.2,cheapfast.com,US,02,01,online_retail,07/2030,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,433.52,,,,US,False,,,False,False
977142969,977142969,500.0,320.13,2016-01-21T12:17:12,137.84,cheapfast.com,US,05,01,online_retail,01/2029,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,179.87,,,,US,False,,,False,False
977142969,977142969,500.0,182.29,2016-01-22T12:46:11,80.82,oldnavy.com,US,09,01,online_retail,05/2031,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,317.71,,,,US,False,,,False,False
977142969,977142969,500.0,101.47,2016-01-23T01:08:45,132.76,Krispy Kreme #983881,US,02,01,fastfood,01/2029,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,398.53,,,,US,True,,,False,False
977142969,977142969,500.0,292.72,2016-01-23T22:52:51,520.53,sears.com,US,05,08,online_retail,12/2028,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,207.28,,,,US,False,,,False,False
977142969,977142969,500.0,106.91,2016-01-23T23:01:11,199.31,discount.com,US,09,01,online_retail,04/2027,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,393.09,,,,US,False,,,False,False
977142969,977142969,500.0,107.76,2016-01-27T08:59:13,20.59,oldnavy.com,US,02,01,online_retail,06/2030,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,392.24,,,,US,False,,,False,False
977142969,977142969,500.0,87.17,2016-01-27T21:05:16,66.84,discount.com,US,09,01,online_retail,10/2027,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,412.83,,,,US,False,,,False,False
977142969,977142969,500.0,500.0,2016-01-31T07:50:51,31.1,gap.com,US,,01,online_retail,04/2021,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,0.0,,,,US,False,,,False,False
977142969,977142969,500.0,468.9,2016-01-31T15:20:13,105.5,walmart.com,US,05,01,online_retail,04/2020,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,31.1,,,,US,False,,,False,False
977142969,977142969,500.0,388.4,2016-02-01T01:33:39,145.19,staples.com,US,02,01,online_retail,07/2020,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,111.6,,,,US,False,,,False,False
977142969,977142969,500.0,243.21,2016-02-01T06:56:40,84.57,target.com,US,09,08,online_retail,10/2031,2014-01-16,2014-01-16,469,469,9477,REVERSAL,,256.79,,,,US,False,,,False,False
977142969,977142969,500.0,327.78,2016-02-02T12:58:22,49.55,alibaba.com,US,09,01,online_retail,07/2029,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,172.22,,,,US,False,,,False,False
977142969,977142969,500.0,278.23,2016-02-02T12:59:46,49.55,alibaba.com,US,09,01,online_retail,07/2029,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,221.77,,,,US,False,,,False,False
977142969,977142969,500.0,228.68,2016-02-04T21:01:39,577.09,target.com,US,05,01,online_retail,02/2032,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,271.32,,,,US,False,,,False,False
977142969,977142969,500.0,382.43,2016-02-05T10:54:02,4.3,target.com,US,05,01,online_retail,09/2023,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,117.57,,,,US,False,,,False,False
977142969,977142969,500.0,378.13,2016-02-06T01:53:26,274.27,Best Deli #329705,US,09,01,food,11/2021,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,121.87,,,,US,True,,,False,False
977142969,977142969,500.0,103.86,2016-02-06T12:02:57,26.8,amazon.com,US,02,01,online_retail,05/2026,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,396.14,,,,US,False,,,False,False
977142969,977142969,500.0,77.06,2016-02-09T14:12:42,123.77,oldnavy.com,US,02,01,online_retail,12/2026,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,422.94,,,,US,False,,,False,False
977142969,977142969,500.0,64.24,2016-02-11T22:29:55,0.61,sears.com,US,05,08,online_retail,02/2032,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,435.76,,,,US,False,,,False,False
977142969,977142969,500.0,63.63,2016-02-11T23:43:57,6.84,target.com,US,05,01,online_retail,10/2032,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,436.37,,,,US,False,,,False,False
977142969,977142969,500.0,56.79,2016-02-13T07:14:41,118.14,oldnavy.com,US,05,01,online_retail,09/2027,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,443.21,,,,US,False,,,False,False
977142969,977142969,500.0,500.0,2016-02-13T13:10:17,5.56,gap.com,US,09,01,online_retail,03/2031,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,0.0,,,,US,False,,,False,False
977142969,977142969,500.0,494.44,2016-02-16T15:47:59,202.35,ebay.com,US,09,01,online_retail,12/2025,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,5.56,,,,US,False,,,False,True
977142969,977142969,500.0,292.09,2016-02-18T00:26:09,35.43,target.com,US,09,01,online_retail,09/2025,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,207.91,,,,US,False,,,False,False
977142969,977142969,500.0,256.66,2016-02-24T22:30:33,153.52,amazon.com,US,05,08,online_retail,12/2019,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,243.34,,,,US,False,,,False,False
977142969,977142969,500.0,103.14,2016-02-25T07:44:46,171.48,gap.com,US,02,08,online_retail,04/2029,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,396.86,,,,US,False,,,False,False
977142969,977142969,500.0,180.3,2016-02-25T09:31:06,6.32,ebay.com,US,05,01,online_retail,12/2021,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,319.7,,,,US,False,,,False,False
977142969,977142969,500.0,173.98,2016-02-28T13:42:03,62.35,ebay.com,US,02,01,online_retail,02/2031,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,326.02,,,,US,False,,,False,False
977142969,977142969,500.0,111.63,2016-02-29T04:04:35,29.71,staples.com,US,02,01,online_retail,07/2033,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,388.37,,,,US,False,,,False,False
977142969,977142969,500.0,106.92,2016-03-01T03:07:57,17.66,sears.com,US,80,01,online_retail,07/2028,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,393.08,,,,US,False,,,False,False
977142969,977142969,500.0,89.26,2016-03-01T22:00:08,228.71,discount.com,US,05,01,online_retail,12/2021,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,410.74,,,,US,False,,,False,False
977142969,977142969,500.0,500.0,2016-03-02T18:49:31,13.51,target.com,US,09,01,online_retail,03/2021,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,0.0,,,,US,False,,,False,False
977142969,977142969,500.0,486.49,2016-03-03T01:17:44,562.14,amazon.com,US,09,01,online_retail,05/2032,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,13.51,,,,US,False,,,False,False
977142969,977142969,500.0,157.05,2016-03-03T16:48:11,154.91,cheapfast.com,US,02,01,online_retail,11/2031,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,342.95,,,,US,False,,,False,False
977142969,977142969,500.0,291.54,2016-03-07T08:56:23,354.56,sears.com,US,09,99,online_retail,08/2027,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,208.46,,,,US,False,,,False,False
977142969,977142969,500.0,500.0,2016-03-08T13:54:24,19.68,oldnavy.com,US,05,01,online_retail,05/2028,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,0.0,,,,US,False,,,False,False
977142969,977142969,500.0,480.32,2016-03-08T23:17:47,25.98,oldnavy.com,US,09,01,online_retail,10/2030,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,19.68,,,,US,False,,,False,False
977142969,977142969,500.0,454.34,2016-03-09T13:38:14,64.37,alibaba.com,US,02,01,online_retail,12/2030,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,45.66,,,,US,False,,,False,False
977142969,977142969,500.0,389.97,2016-03-10T02:04:48,176.19,walmart.com,US,09,01,online_retail,02/2027,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,110.03,,,,US,False,,,False,False
977142969,977142969,500.0,213.78,2016-03-10T14:41:19,25.91,John's Cafe,US,02,01,food,01/2029,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,286.22,,,,US,True,,,False,False
977142969,977142969,500.0,187.87,2016-03-11T18:39:49,3.97,Franks Pub #960098,US,05,08,food,11/2022,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,312.13,,,,US,True,,,False,False
977142969,977142969,500.0,183.9,2016-03-13T16:33:52,74.22,Ray's Fries #892291,US,02,01,food,05/2021,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,316.1,,,,US,True,,,False,False
977142969,977142969,500.0,109.68,2016-03-13T17:49:58,28.96,cheapfast.com,US,02,01,online_retail,12/2026,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,390.32,,,,US,False,,,False,False
977142969,977142969,500.0,80.72,2016-03-16T01:30:23,216.19,oldnavy.com,US,02,01,online_retail,10/2021,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,419.28,,,,US,False,,,False,False
977142969,977142969,500.0,174.93,2016-03-16T14:27:01,333.75,apple.com,US,09,01,online_retail,06/2024,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,325.07,,,,US,False,,,False,False
977142969,977142969,500.0,50.69,2016-03-18T01:28:21,144.84,amazon.com,US,09,01,online_retail,07/2024,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,449.31,,,,US,False,,,False,False
977142969,977142969,500.0,476.11,2016-03-19T15:17:24,251.61,Auntie Anne's #433233,US,02,08,fastfood,08/2028,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,23.89,,,,US,True,,,False,False
977142969,977142969,500.0,224.5,2016-03-20T14:09:42,44.53,oldnavy.com,US,02,08,online_retail,08/2020,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,275.5,,,,US,False,,,False,False
977142969,977142969,500.0,179.97,2016-03-21T20:15:10,102.85,alibaba.com,US,05,01,online_retail,03/2033,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,320.03,,,,US,False,,,False,False
977142969,977142969,500.0,77.12,2016-03-24T18:03:18,59.2,cheapfast.com,US,09,01,online_retail,01/2024,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,422.88,,,,US,False,,,False,False
977142969,977142969,500.0,399.16,2016-03-27T01:32:54,39.32,Franks Pub #960098,US,05,01,food,09/2031,2014-01-16,2014-01-16,469,469,9477,PURCHASE,,100.84,,,,US,True,,,False,False
977142969,977142969,500.0,359.84,2016-03-27T01:49:04,341.65,target.com,US,02,08,online_retail,11/2026,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,140.16,,,,US,False,,,False,False
977142969,977142969,500.0,288.92,2016-03-27T23:52:26,153.1,sears.com,US,09,08,online_retail,08/2033,2014-01-16,2014-01-16,498,498,0000,PURCHASE,,211.08,,,,US,False,,,False,False
