accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
940999738,940999738,50000.0,50000.0,2016-01-04T21:39:41,87.5,Uptown BBQ,US,US,02,01,food,True,12/2026,2015-01-18,2015-01-18,929,929,4995,PURCHASE,True,,0.0,,,,,,False
940999738,940999738,50000.0,49912.5,2016-01-08T02:09:17,48.75,John's Cafe,US,US,05,01,food,True,07/2030,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,87.5,,,,,,False
940999738,940999738,50000.0,49863.75,2016-01-09T13:31:57,0.15,South Steakhouse #335249,US,US,09,01,food,True,07/2020,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,136.25,,,,,,False
940999738,940999738,50000.0,49863.6,2016-01-10T08:11:22,256.41,South Steakhouse #481929,US,US,02,01,food,True,07/2027,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,136.4,,,,,,False
940999738,940999738,50000.0,49607.19,2016-01-11T11:53:52,71.67,Ray's Fries #892291,US,US,09,01,food,True,02/2029,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,392.81,,,,,,False
940999738,940999738,50000.0,49535.52,2016-01-11T20:57:44,334.23,Dinosaur Sandwitch Bar #303701,US,US,05,01,food,True,11/2028,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,464.48,,,,,,False
940999738,940999738,50000.0,49201.29,2016-01-15T09:23:39,292.16,John's Bistro,US,US,05,01,food,True,04/2022,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,798.71,,,,,,False
940999738,940999738,50000.0,48909.13,2016-01-20T09:14:30,19.53,1st Sandwitch Bar #396252,US,US,05,01,food,True,01/2023,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,1090.87,,,,,,False
940999738,940999738,50000.0,48889.6,2016-01-21T01:06:59,299.95,John's Cafe,US,US,09,01,food,True,01/2027,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,1110.4,,,,,,False
940999738,940999738,50000.0,48589.65,2016-01-23T10:49:01,267.76,1st Sandwitch Bar #801388,US,US,05,08,food,True,09/2032,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,1410.35,,,,,,False
940999738,940999738,50000.0,48321.89,2016-01-23T18:44:39,168.15,Franks Restaurant,US,US,02,01,food,True,03/2032,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,1678.11,,,,,,False
940999738,940999738,50000.0,48153.74,2016-01-26T01:40:56,501.54,34th BBQ #214431,US,US,02,08,food,True,01/2029,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,1846.26,,,,,,False
940999738,940999738,50000.0,47652.2,2016-01-27T00:23:27,12.17,34th BBQ #166379,US,US,05,08,food,True,04/2028,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,2347.8,,,,,,False
940999738,940999738,50000.0,47640.03,2016-01-27T15:14:23,38.08,Ray's Fries #24425,US,US,09,01,food,True,01/2027,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,2359.97,,,,,,False
940999738,940999738,50000.0,47601.95,2016-01-28T15:56:25,12.73,Best Fries,US,US,09,08,food,True,05/2022,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,2398.05,,,,,,False
940999738,940999738,50000.0,47589.22,2016-01-29T10:21:52,121.57,Franks Pub #934222,US,US,02,01,food,True,09/2023,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,2410.78,,,,,,False
940999738,940999738,50000.0,47467.65,2016-01-30T07:56:05,54.33,1st Sandwitch Bar #772439,US,US,09,01,food,True,04/2026,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,2532.35,,,,,,False
940999738,940999738,50000.0,50000.0,2016-02-06T22:57:37,25.46,Boston Cafe #465229,US,US,02,01,food,True,07/2026,2015-01-18,2015-01-18,929,929,4995,PURCHASE,False,,0.0,,,,,,False
