accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,expirationDateKeyInMatch,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posOnPremises,recurringAuthInd,isFraud
702505762,702505762,5000.0,5000.0,2016-01-05T08:48:41,16.15,Universe Massage #928178,US,US,09,01,personal care,True,10/2021,2015-06-10,2015-06-10,799,799,4460,True,PURCHASE,,0.0,,,,,,False
702505762,702505762,5000.0,4983.85,2016-01-12T22:14:03,189.41,Washington Repair,US,US,05,01,auto,True,11/2029,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,16.15,,,,,,False
702505762,702505762,5000.0,4794.44,2016-01-26T11:25:37,49.3,West End Beauty #234286,US,US,05,01,personal care,True,01/2020,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,205.56,,,,,,False
702505762,702505762,5000.0,4770.14,2016-02-12T03:53:30,82.97,Universe Massage #219515,US,US,80,01,personal care,True,04/2028,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,229.86,,,,,,False
702505762,702505762,5000.0,4712.17,2016-03-23T14:28:55,434.07,In-N-Out #08453,US,US,09,01,fastfood,True,11/2030,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,287.83,,,,,,False
702505762,702505762,5000.0,4303.1,2016-04-27T15:16:51,112.96,86th Massage,US,US,05,01,personal care,True,07/2029,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,696.9,,,,,,False
702505762,702505762,5000.0,4215.14,2016-05-02T14:09:10,0.51,Universe Massage #396482,US,US,05,01,personal care,True,06/2023,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,784.86,,,,,,False
702505762,702505762,5000.0,4214.63,2016-05-29T02:12:11,126.69,Universe Massage #777394,US,US,09,01,personal care,True,09/2022,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,785.37,,,,,,False
702505762,702505762,5000.0,4112.9400000000005,2016-06-16T08:13:42,88.14,Universe Massage #958412,US,US,05,01,personal care,True,03/2022,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,887.06,,,,,,False
702505762,702505762,5000.0,4049.8,2016-07-06T10:12:52,260.35,Universe Massage #928178,US,US,02,01,personal care,True,10/2028,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,950.2,,,,,,False
702505762,702505762,5000.0,3789.45,2016-07-23T23:51:47,116.15,Universe Massage #550596,US,US,05,01,personal care,True,07/2028,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,1210.55,,,,,,False
702505762,702505762,5000.0,3673.3,2016-07-31T22:20:55,54.49,Pizza Hut #245631,US,US,05,01,fastfood,True,03/2033,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,1326.7,,,,,,False
702505762,702505762,5000.0,3643.81,2016-08-28T21:41:53,31.82,Northtown Salon,US,US,80,01,personal care,True,01/2025,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,1356.19,,,,,,False
702505762,702505762,5000.0,3636.99,2016-09-05T10:15:18,389.31,Universe Massage #219515,US,US,09,08,personal care,True,02/2022,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,1363.01,,,,,,False
702505762,702505762,5000.0,3247.68,2016-09-08T09:45:19,80.77,West End Beauty #240693,US,US,02,01,personal care,True,06/2026,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,1752.32,,,,,,False
702505762,702505762,5000.0,3166.91,2016-09-11T02:46:55,64.09,53rd Massage,US,US,05,01,personal care,True,07/2033,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,1833.09,,,,,,False
702505762,702505762,5000.0,3102.82,2016-09-12T18:12:53,100.36,Shell Auto Body,US,US,05,08,auto,True,03/2026,2015-06-10,2015-06-10,799,799,4460,False,PURCHASE,,1897.18,,,,,,False
702505762,702505762,5000.0,3027.46,2016-10-19T10:01:49,78.01,53rd Massage,US,US,02,01,personal care,True,09/2028,2015-06-10,2016-09-21,799,799,4460,False,PURCHASE,,1972.54,,,,,,False
702505762,702505762,5000.0,2949.45,2016-10-24T04:53:58,159.98,Universe Massage #958412,US,US,02,01,personal care,True,09/2031,2015-06-10,2016-09-21,799,799,4460,False,PURCHASE,,2050.55,,,,,,False
702505762,702505762,5000.0,2814.47,2016-12-04T06:24:41,0.0,Universe Massage #958412,US,US,09,01,personal care,False,02/2022,2015-06-10,2016-09-21,799,799,4460,False,ADDRESS_VERIFICATION,,2185.53,,,,,,False
