accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,transactionAmount,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
934499811,934499811,10000.0,10000.0,2016-01-07T06:49:16,Renaissance Hotel #200279,US,US,05,01,hotels,07/2028,2015-03-25,2015-03-25,703,703,2399,ADDRESS_VERIFICATION,,0.0,0.0,,,,False,,,False,False
934499811,934499811,10000.0,10000.0,2016-01-11T13:03:15,oldnavy.com,US,US,05,01,online_retail,07/2026,2015-03-25,2015-03-25,703,703,2399,PURCHASE,,0.0,8.22,,,,False,,,False,False
934499811,934499811,10000.0,9991.78,2016-01-14T03:25:48,cheapfast.com,US,US,02,01,online_retail,05/2032,2015-03-25,2015-03-25,703,703,2399,PURCHASE,,8.22,71.75,,,,False,,,False,False
934499811,934499811,10000.0,9920.03,2016-01-20T01:44:41,Hyatt House #998451,US,US,05,01,hotels,02/2031,2015-03-25,2015-03-25,703,703,2399,PURCHASE,,79.97,157.75,,,,True,,,False,False
934499811,934499811,10000.0,9762.28,2016-01-28T00:48:41,oldnavy.com,US,US,05,01,online_retail,08/2026,2015-03-25,2015-03-25,703,703,2399,PURCHASE,,237.72,31.58,,,,False,,,False,False
934499811,934499811,10000.0,10000.0,2016-02-03T09:01:54,Hyatt House #461673,US,US,09,01,hotels,04/2024,2015-03-25,2015-03-25,703,703,2399,PURCHASE,,0.0,147.81,,,,True,,,False,False
934499811,934499811,10000.0,9852.19,2016-02-23T13:44:16,Hyatt House #237946,US,US,05,01,hotels,07/2033,2015-03-25,2015-03-25,703,703,2399,PURCHASE,,147.81,162.07,,,,True,,,False,False
934499811,934499811,10000.0,9690.12,2016-02-25T09:59:14,walmart.com,US,US,09,01,online_retail,08/2032,2015-03-25,2015-03-25,703,703,2399,PURCHASE,,309.88,245.1,,,,False,,,False,False
934499811,934499811,10000.0,9445.02,2016-02-28T12:15:16,oldnavy.com,US,US,05,01,online_retail,04/2023,2015-03-25,2015-03-25,703,703,2399,PURCHASE,,554.98,112.06,,,,False,,,False,False
934499811,934499811,10000.0,10000.0,2016-03-19T20:05:17,gap.com,US,US,09,08,online_retail,04/2028,2015-03-25,2015-03-25,703,703,2399,PURCHASE,,0.0,60.52,,,,False,,,False,False
