accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
751505093,751505093,250.0,250.0,2016-01-04T13:00:42,253.14,KFC #448396,US,US,02,01,fastfood,True,06/2030,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,0.0,,,,,,False,False
751505093,751505093,250.0,164.17,2016-01-08T06:40:15,318.23,Burger King #06782,US,US,02,01,fastfood,True,07/2027,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,85.83,,,,,,False,False
751505093,751505093,250.0,164.49,2016-01-09T06:07:18,149.66,EZ Putt Putt #40513,US,US,05,01,entertainment,True,07/2023,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,85.51,,,,,,False,False
751505093,751505093,250.0,14.83,2016-01-10T19:37:27,59.49,Tim Hortons #875776,US,US,02,01,fastfood,True,06/2033,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,235.17,,,,,,False,False
751505093,751505093,250.0,156.19,2016-01-13T00:35:19,195.82,AMC #191138,US,US,02,01,entertainment,True,07/2029,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,93.81,,,,,,False,False
751505093,751505093,250.0,97.21,2016-01-16T06:06:15,125.42,Starbucks #699618,US,US,09,08,fastfood,True,05/2021,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,152.79,,,,,,False,False
751505093,751505093,250.0,235.02,2016-01-18T18:33:54,52.22,Krispy Kreme #827835,US,US,09,01,fastfood,True,10/2024,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,14.98,,,,,,False,False
751505093,751505093,250.0,182.8,2016-01-22T11:16:05,59.2,West End Beauty #220471,US,US,05,01,personal care,True,03/2028,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,67.2,,,,,,False,False
751505093,751505093,250.0,123.6,2016-01-23T04:50:27,87.82,KFC #905103,US,US,09,01,fastfood,False,02/2026,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,126.4,,,,,,False,True
751505093,751505093,250.0,35.78,2016-01-23T12:22:03,181.14,Wendys #123132,US,US,05,08,fastfood,True,07/2025,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,214.22,,,,,,False,False
751505093,751505093,250.0,-43.3,2016-01-24T00:52:37,824.41,Domino's Pizza #997391,US,US,09,01,fastfood,True,08/2031,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,293.3,,,,,,False,True
751505093,751505093,250.0,-200.73,2016-01-26T14:13:34,9.77,Tim Hortons #701110,US,US,09,01,fastfood,True,01/2023,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,450.73,,,,,,False,False
751505093,751505093,250.0,250.0,2016-02-03T03:29:23,16.28,Universe Massage #725790,US,US,05,01,personal care,True,03/2032,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,0.0,,,,,,False,False
751505093,751505093,250.0,233.72,2016-02-03T07:19:49,27.98,AMC #191138,US,US,09,01,entertainment,True,08/2027,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,16.28,,,,,,False,False
751505093,751505093,250.0,205.74,2016-02-03T07:20:17,27.98,AMC #191138,US,US,09,01,entertainment,True,08/2027,2015-09-16,2015-09-16,933,933,8803,REVERSAL,,44.26,,,,,,False,False
751505093,751505093,250.0,233.72,2016-02-05T17:05:17,50.3,Starbucks #643483,US,US,09,08,fastfood,True,05/2032,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,16.28,,,,,,False,False
751505093,751505093,250.0,183.42,2016-02-14T17:21:43,122.16,KFC #806300,US,US,09,01,fastfood,True,08/2021,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,66.58,,,,,,False,False
751505093,751505093,250.0,61.26,2016-02-25T19:35:01,11.47,Universe Massage #219515,US,US,05,01,personal care,True,05/2022,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,188.74,,,,,,False,False
751505093,751505093,250.0,49.79,2016-02-28T21:32:46,263.92,Quizno's #584361,US,US,05,01,fastfood,True,07/2030,2015-09-16,2015-09-16,186,486,1779,PURCHASE,,200.21,,,,,,False,False
751505093,751505093,250.0,198.55,2016-02-29T08:20:22,66.8,Subway #86068,US,US,05,01,fastfood,True,02/2031,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,51.45,,,,,,False,False
751505093,751505093,250.0,250.0,2016-03-02T00:28:32,450.45,McDonalds #853700,US,US,05,08,fastfood,True,01/2033,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,0.0,,,,,,False,False
751505093,751505093,250.0,250.0,2016-03-03T07:54:27,57.37,Domino's Pizza #163814,US,US,05,01,fastfood,True,10/2026,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,0.0,,,,,,False,True
751505093,751505093,250.0,192.63,2016-03-09T03:56:51,157.08,McDonalds #423357,US,US,02,08,fastfood,True,03/2021,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,57.37,,,,,,False,False
751505093,751505093,250.0,35.55,2016-03-11T08:54:53,84.43,Shake Shack #909091,US,US,05,01,fastfood,True,08/2029,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,214.45,,,,,,False,False
751505093,751505093,250.0,76.08,2016-03-12T12:50:13,53.58,Universe Massage #534124,US,US,09,01,personal care,True,05/2020,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,173.92,,,,,,False,False
751505093,751505093,250.0,22.5,2016-03-12T20:53:05,164.51,Cinnabon #852143,US,US,09,01,fastfood,True,10/2024,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,227.5,,,,,,False,False
751505093,751505093,250.0,250.0,2016-03-21T21:35:14,201.18,Wendys #928763,US,US,09,01,fastfood,True,11/2025,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,0.0,,,,,,False,False
751505093,751505093,250.0,48.82,2016-03-22T21:17:32,103.93,Wendys #167221,US,US,09,01,fastfood,True,08/2032,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,201.18,,,,,,False,False
751505093,751505093,250.0,84.79,2016-03-26T06:22:32,348.73,Regal Cinemas #729464,US,US,05,08,entertainment,False,01/2030,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,165.21,,,,,,False,False
751505093,751505093,250.0,73.82,2016-03-27T22:58:48,114.33,Taco Bell #988793,US,US,05,01,fastfood,True,05/2031,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,176.18,,,,,,False,False
751505093,751505093,250.0,142.55,2016-03-31T01:09:47,9.07,AMC #552863,US,US,05,08,entertainment,False,06/2029,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,107.45,,,,,,False,False
751505093,751505093,250.0,250.0,2016-04-06T13:02:13,108.47,Krispy Kreme #80692,US,US,02,01,fastfood,True,05/2021,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,0.0,,,,,,False,False
751505093,751505093,250.0,141.53,2016-04-20T16:31:59,53.17,Quizno's #606921,US,US,,01,fastfood,True,03/2021,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,108.47,,,,,,False,False
751505093,751505093,250.0,88.36,2016-04-21T18:10:53,161.75,Universe Massage #350895,US,US,05,01,personal care,True,06/2031,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,161.64,,,,,,False,False
751505093,751505093,250.0,236.06,2016-04-24T16:44:07,53.17,Quizno's #606921,US,US,,01,fastfood,True,03/2021,2015-09-16,2015-09-16,186,186,1779,REVERSAL,,13.94,,,,,,False,False
751505093,751505093,250.0,250.0,2016-04-24T19:02:37,305.31,Shake Shack #655724,US,US,09,01,fastfood,True,11/2023,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,0.0,,,,,,False,False
751505093,751505093,250.0,250.0,2016-04-25T20:29:30,122.44,EZ Putt Putt #240241,US,US,09,01,entertainment,True,02/2031,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,0.0,,,,,,False,False
751505093,751505093,250.0,127.56,2016-04-27T07:21:51,38.35,Popeyes #766875,US,US,05,01,fastfood,True,08/2028,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,122.44,,,,,,False,False
751505093,751505093,250.0,89.21,2016-04-27T16:23:41,58.46,American Airlines,US,US,05,01,airline,False,12/2026,2015-09-16,2015-09-16,186,186,1779,PURCHASE,,160.79,,,,,,False,False
751505093,751505093,250.0,30.75,2016-04-30T06:05:14,522.67,Subway #685273,US,US,09,01,fastfood,True,12/2030,2015-09-16,2015-09-16,933,933,8803,PURCHASE,,219.25,,,,,,False,False
