accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posEntryMode,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
104372944,104372944,2500.0,2500.0,2016-08-22T03:16:27,61.87,Shell Gas #708550,US,US,01,fuel,11/2029,2014-08-01,2014-08-01,979,979,9199,PURCHASE,,0.0,,,,,False,,,False,False
104372944,104372944,2500.0,2463.13,2016-09-05T20:29:09,51.52,Shell Gas #708550,US,US,01,fuel,11/2029,2014-08-01,2014-08-01,979,979,9199,PURCHASE,,36.87,,,,,False,,,False,False
104372944,104372944,2500.0,2411.61,2016-09-19T11:50:36,50.13,Shell Gas #708550,US,US,01,fuel,11/2029,2014-08-01,2014-08-01,979,979,9199,PURCHASE,,88.39,,,,,False,,,False,False
104372944,104372944,2500.0,2386.48,2016-10-04T11:14:57,53.63,Shell Gas #708550,US,US,01,fuel,11/2029,2014-08-01,2014-08-01,979,979,9199,PURCHASE,,113.52,,,,,False,,,False,False
104372944,104372944,2500.0,2332.85,2016-10-18T11:39:44,50.86,Shell Gas #708550,US,US,01,fuel,11/2029,2014-08-01,2014-08-01,979,979,9199,PURCHASE,,167.15,,,,,False,,,False,False
104372944,104372944,2500.0,2306.99,2016-11-01T06:40:14,50.75,Shell Gas #708550,US,US,01,fuel,11/2029,2014-08-01,2014-08-01,979,979,9199,PURCHASE,,193.01,,,,,False,,,False,False
104372944,104372944,2500.0,2256.24,2016-11-14T18:17:25,51.52,Shell Gas #708550,US,US,01,fuel,11/2029,2014-08-01,2014-08-01,979,979,9199,PURCHASE,,243.76,,,,,False,,,False,False
104372944,104372944,2500.0,2204.72,2016-11-28T17:57:48,51.52,Shell Gas #708550,US,US,01,fuel,11/2029,2014-08-01,2014-08-01,979,979,9199,PURCHASE,,295.28,,,,,False,,,False,False
104372944,104372944,2500.0,2178.2,2016-12-13T01:33:48,51.75,Shell Gas #708550,US,US,01,fuel,11/2029,2014-08-01,2014-08-01,979,979,9199,PURCHASE,,321.8,,,,,False,,,False,False
104372944,104372944,2500.0,2126.45,2016-12-27T13:35:18,59.99,Shell Gas #708550,US,US,01,fuel,11/2029,2014-08-01,2014-08-01,979,979,9199,PURCHASE,,373.55,,,,,False,,,False,False
