accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,transactionAmount,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
702013336,702013336,500.0,500.0,2016-01-10T16:19:16,oldnavy.com,US,US,02,01,online_retail,05/2024,2014-12-23,2014-12-23,107,107,8056,ADDRESS_VERIFICATION,,0.0,0.0,,,,False,,,False,False
702013336,702013336,500.0,500.0,2016-03-25T03:14:24,ebay.com,US,US,05,01,online_retail,04/2022,2014-12-23,2014-12-23,107,107,8056,PURCHASE,,0.0,167.01,,,,False,,,False,False
702013336,702013336,500.0,332.99,2016-03-26T15:10:06,Play Store,US,US,09,08,mobileapps,06/2032,2014-12-23,2014-12-23,107,107,8056,PURCHASE,,167.01,8.63,,,,False,,,False,False
702013336,702013336,500.0,500.0,2016-04-03T23:19:12,Texas Gas #147149,US,US,02,08,fuel,12/2021,2014-12-23,2014-12-23,107,107,8056,PURCHASE,,0.0,41.0,,,,True,,,False,False
702013336,702013336,500.0,459.0,2016-04-09T00:42:52,apple.com,US,US,09,08,online_retail,12/2023,2014-12-23,2014-12-23,107,107,8056,PURCHASE,,41.0,150.76,,,,False,,,False,False
702013336,702013336,500.0,308.24,2016-04-15T08:38:20,amazon.com,US,US,02,01,online_retail,06/2029,2014-12-23,2014-12-23,107,107,8056,PURCHASE,,191.76,592.98,,,,False,,,False,False
702013336,702013336,500.0,320.93,2016-04-18T01:05:25,Texas Gas #147149,US,US,02,08,fuel,12/2021,2014-12-23,2014-12-23,107,107,8056,PURCHASE,,179.07,49.3,,,,True,,,False,False
702013336,702013336,500.0,271.63,2016-04-26T03:51:06,Play Store,US,US,09,08,mobileapps,06/2032,2014-12-23,2014-12-23,107,107,8056,PURCHASE,,228.37,8.63,,,,False,,,False,False
702013336,702013336,500.0,263.0,2016-04-30T22:18:09,amazon.com,US,US,05,01,online_retail,11/2021,2014-12-23,2014-12-23,107,147,8056,PURCHASE,,237.0,154.66,,,,False,,,False,False
702013336,702013336,500.0,500.0,2016-05-01T21:38:15,Texas Gas #147149,US,US,02,08,fuel,12/2021,2014-12-23,2014-12-23,107,107,8056,PURCHASE,,0.0,42.56,,,,True,,,False,False
702013336,702013336,500.0,457.44,2016-05-12T22:22:33,Sprint Communications #673386,US,US,09,01,cable/phone,05/2033,2014-12-23,2014-12-23,107,107,8056,PURCHASE,,42.56,65.77,,,,False,,,False,False
702013336,702013336,500.0,391.67,2016-05-13T19:50:52,target.com,US,US,09,08,online_retail,04/2030,2014-12-23,2014-12-23,107,107,8056,PURCHASE,,108.33,142.21,,,,False,,,False,False
702013336,702013336,500.0,249.46,2016-05-16T14:53:56,Texas Gas #147149,US,US,02,08,fuel,12/2021,2014-12-23,2014-12-23,107,107,8056,PURCHASE,,250.54,41.06,,,,True,,,False,False
702013336,702013336,500.0,208.4,2016-05-26T11:31:42,Play Store,US,US,09,08,mobileapps,06/2032,2014-12-23,2014-12-23,107,107,8056,PURCHASE,,291.6,8.63,,,,False,,,False,False
