accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
366329130,366329130,5000.0,5000.0,2016-01-17T04:01:17,260.62,oldnavy.com,US,US,09,01,online_retail,09/2026,2014-09-22,2014-09-22,217,217,5510,PURCHASE,True,,0.0,,,,False,,,False
366329130,366329130,5000.0,4739.38,2016-01-31T12:25:51,582.29,1st Pub,US,US,09,01,food,03/2031,2014-09-22,2014-09-22,217,217,5510,PURCHASE,False,,260.62,,,,True,,,False
366329130,366329130,5000.0,5000.0,2016-02-11T12:56:06,75.72,34th BBQ #493821,US,US,05,01,food,03/2022,2014-09-22,2014-09-22,217,217,5510,PURCHASE,False,,0.0,,,,True,,,False
366329130,366329130,5000.0,4924.28,2016-02-14T07:17:11,20.51,South Steakhouse #378389,US,US,05,01,food,03/2030,2014-09-22,2014-09-22,217,217,5510,PURCHASE,False,,75.72,,,,True,,,False
366329130,366329130,5000.0,4903.77,2016-02-15T02:31:51,367.12,34th Diner,US,US,05,01,food,01/2023,2014-09-22,2014-09-22,217,217,5510,PURCHASE,False,,96.23,,,,True,,,False
366329130,366329130,5000.0,4536.65,2016-02-15T02:44:07,70.08,34th Pub,US,US,02,01,food,10/2026,2014-09-22,2014-09-22,217,217,5510,PURCHASE,False,,463.35,,,,True,,,False
366329130,366329130,5000.0,4466.57,2016-02-17T06:06:53,41.17,Ray's Fries #153092,US,US,02,01,food,08/2020,2014-09-22,2014-09-22,217,217,5510,PURCHASE,False,,533.43,,,,True,,,False
366329130,366329130,5000.0,4425.4,2016-02-19T02:47:15,315.85,gap.com,US,US,05,01,online_retail,11/2031,2014-09-22,2014-09-22,217,217,5510,PURCHASE,True,,574.6,,,,False,,,False
366329130,366329130,5000.0,4109.55,2016-02-19T22:36:06,16.35,target.com,US,US,09,01,online_retail,05/2025,2014-09-22,2014-09-22,217,217,5510,PURCHASE,False,,890.45,,,,False,,,False
366329130,366329130,5000.0,4093.2,2016-02-27T02:35:40,88.23,Dinosaur Fries,US,US,02,01,food,08/2032,2014-09-22,2014-09-22,217,217,5510,PURCHASE,False,,906.8,,,,True,,,False
366329130,366329130,5000.0,4004.97,2016-02-27T02:37:18,88.23,Dinosaur Fries,US,US,02,01,food,08/2032,2014-09-22,2014-09-22,217,217,5510,PURCHASE,False,,995.03,,,,True,,,False
366329130,366329130,5000.0,3916.74,2016-02-29T21:15:12,64.23,Best Deli #109276,US,US,09,01,food,01/2024,2014-09-22,2014-09-22,217,217,5510,PURCHASE,False,,1083.26,,,,True,,,False
366329130,366329130,5000.0,5000.0,2016-03-07T18:33:05,51.44,Hardee's #08140,US,US,05,08,fastfood,06/2022,2014-09-22,2014-09-22,217,217,5510,PURCHASE,False,,0.0,,,,True,,,False
