accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
304907736,304907736,15000.0,15000.0,2016-01-03T23:00:11,20.08,Popeyes #203711,US,09,01,fastfood,True,01/2028,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,0.0,,,,,,,False,False
304907736,304907736,15000.0,14979.92,2016-01-04T04:19:59,134.5,Mobile eCards,US,05,01,online_gifts,False,03/2020,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,20.08,,,,US,,,False,False
304907736,304907736,15000.0,14845.42,2016-01-06T22:24:20,2.04,cheapfast.com,US,09,01,online_retail,False,01/2028,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,154.58,,,,US,,,False,False
304907736,304907736,15000.0,14843.38,2016-01-08T05:32:07,10.32,Next Day Online Services,US,02,08,online_gifts,False,08/2029,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,156.62,,,,US,,,False,False
304907736,304907736,15000.0,14833.06,2016-01-12T01:00:14,34.49,Blue Mountain eCards,US,05,01,online_gifts,False,11/2030,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,166.94,,,,US,,,False,False
304907736,304907736,15000.0,14798.57,2016-01-13T05:39:49,148.73,Fresh Flowers,US,02,01,online_gifts,False,08/2031,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,201.43,,,,US,,,False,False
304907736,304907736,15000.0,14649.84,2016-01-14T13:50:33,126.82,Fresh Online Services,US,09,01,online_gifts,False,07/2030,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,350.16,,,,US,,,False,False
304907736,304907736,15000.0,14523.02,2016-01-16T20:33:41,279.08,Fresh eCards,US,02,01,online_gifts,False,05/2029,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,476.98,,,,US,,,False,False
304907736,304907736,15000.0,14243.94,2016-01-18T23:31:43,348.86,staples.com,US,02,01,online_retail,False,01/2028,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,756.06,,,,US,,,False,False
304907736,304907736,15000.0,13895.08,2016-01-19T01:02:01,45.8,Blue Mountain Online Services,US,90,01,online_gifts,False,05/2025,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1104.92,,,,US,,,False,False
304907736,304907736,15000.0,13849.28,2016-01-19T09:08:40,33.76,EZ Putt Putt #804489,US,02,01,entertainment,False,08/2025,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1150.72,,,,US,,,False,False
304907736,304907736,15000.0,13815.52,2016-01-23T11:33:19,42.38,Fresh Flowers,US,05,01,online_gifts,False,06/2021,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1184.48,,,,US,,,False,False
304907736,304907736,15000.0,13773.14,2016-01-27T06:38:47,68.11,AMC #724446,US,02,01,entertainment,True,04/2033,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1226.86,,,,US,,,False,False
304907736,304907736,15000.0,13705.03,2016-01-30T05:57:39,136.86,Next Day eCards,US,02,08,online_gifts,False,10/2028,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1294.97,,,,US,,,False,False
304907736,304907736,15000.0,15000.0,2016-02-04T15:29:10,269.32,Blue Mountain eCards,US,05,01,online_gifts,False,07/2031,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,0.0,,,,US,,,False,False
304907736,304907736,15000.0,14730.68,2016-02-07T13:04:12,112.71,Blue Mountain eCards,US,05,01,online_gifts,False,03/2030,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,269.32,,,,US,,,False,False
304907736,304907736,15000.0,14617.97,2016-02-08T12:44:32,4.32,Play Store,US,09,01,mobileapps,False,05/2031,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,382.03,,,,US,,,False,False
304907736,304907736,15000.0,14613.65,2016-02-15T13:35:40,119.2,AMC #692956,US,09,08,entertainment,False,08/2028,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,386.35,,,,US,,,False,False
304907736,304907736,15000.0,14494.45,2016-02-18T07:02:16,17.63,Wendys #770534,US,05,01,fastfood,True,12/2021,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,505.55,,,,US,,,False,False
304907736,304907736,15000.0,14476.82,2016-02-19T13:57:00,70.15,Blue Mountain eCards,US,09,01,online_gifts,False,09/2021,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,523.18,,,,US,,,False,False
304907736,304907736,15000.0,14406.67,2016-02-19T15:42:23,177.75,staples.com,US,09,01,online_retail,False,02/2021,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,593.33,,,,US,,,False,False
304907736,304907736,15000.0,14228.92,2016-02-24T22:08:38,585.71,Fresh eCards,US,05,01,online_gifts,False,03/2031,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,771.08,,,,US,,,False,False
304907736,304907736,15000.0,13643.21,2016-02-26T18:27:55,332.37,Fresh Online Services,US,09,01,online_gifts,False,01/2023,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1356.79,,,,US,,,False,False
304907736,304907736,15000.0,15000.0,2016-03-02T23:57:38,20.17,Mobile eCards,US,05,01,online_gifts,False,03/2025,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,0.0,,,,US,,,False,False
304907736,304907736,15000.0,14979.83,2016-03-03T12:19:56,0.0,Fresh Online Services,US,02,01,online_gifts,False,04/2032,2015-11-26,2015-11-26,585,585,5700,ADDRESS_VERIFICATION,,20.17,,,,US,,,False,False
304907736,304907736,15000.0,14979.83,2016-03-03T19:17:29,129.69,Fresh eCards,US,02,01,online_gifts,False,08/2022,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,20.17,,,,US,,,False,False
304907736,304907736,15000.0,14850.14,2016-03-09T21:25:23,4.32,Play Store,US,09,01,mobileapps,False,05/2031,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,149.86,,,,US,,,False,False
304907736,304907736,15000.0,14845.82,2016-03-12T19:25:44,217.08,EZ Putt Putt #755869,US,05,01,entertainment,True,09/2027,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,154.18,,,,US,,,False,False
304907736,304907736,15000.0,14628.74,2016-03-14T00:07:20,197.26,Blue Mountain Online Services,US,09,01,online_gifts,False,01/2031,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,371.26,,,,US,,,False,False
304907736,304907736,15000.0,14431.48,2016-03-18T16:25:35,325.72,oldnavy.com,US,09,01,online_retail,False,05/2029,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,568.52,,,,US,,,False,False
304907736,304907736,15000.0,14105.76,2016-03-19T23:03:52,163.7,Fresh Flowers,US,05,01,online_gifts,False,10/2030,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,894.24,,,,US,,,False,False
304907736,304907736,15000.0,13942.06,2016-03-20T00:08:28,343.0,walmart.com,US,09,01,online_retail,False,05/2021,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1057.94,,,,US,,,False,False
304907736,304907736,15000.0,13599.06,2016-03-21T19:32:54,92.5,Blue Mountain eCards,US,09,01,online_gifts,False,02/2033,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1400.94,,,,US,,,False,False
304907736,304907736,15000.0,13506.56,2016-03-22T04:00:40,51.85,Fresh Flowers,US,02,01,online_gifts,False,10/2022,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1493.44,,,,US,,,False,False
304907736,304907736,15000.0,13454.71,2016-03-22T18:17:24,355.16,Next Day eCards,US,05,01,online_gifts,False,05/2027,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1545.29,,,,US,,,False,False
304907736,304907736,15000.0,15000.0,2016-04-04T12:20:39,417.8,Blue Mountain eCards,US,02,01,online_gifts,False,12/2028,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,0.0,,,,US,,,False,False
304907736,304907736,15000.0,14582.2,2016-04-05T11:21:18,147.9,Next Day Online Services,US,09,01,online_gifts,False,03/2030,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,417.8,,,,US,,,False,False
304907736,304907736,15000.0,14434.3,2016-04-06T16:08:48,255.06,cheapfast.com,US,09,01,online_retail,False,12/2024,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,565.7,,,,US,,,False,False
304907736,304907736,15000.0,14179.24,2016-04-08T03:28:05,220.2,Next Day Online Services,US,05,01,online_gifts,False,08/2026,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,820.76,,,,US,,,False,False
304907736,304907736,15000.0,13959.04,2016-04-10T19:32:58,245.87,Next Day Online Services,US,05,01,online_gifts,False,10/2024,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1040.96,,,,US,,,False,False
304907736,304907736,15000.0,13713.17,2016-04-10T20:41:46,4.32,Play Store,US,09,01,mobileapps,False,05/2031,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1286.83,,,,US,,,False,False
304907736,304907736,15000.0,13708.85,2016-04-12T02:02:05,117.64,Blue Mountain Online Services,US,05,01,online_gifts,False,02/2027,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1291.15,,,,US,,,False,False
304907736,304907736,15000.0,13591.21,2016-04-12T02:07:36,156.77,Fresh Online Services,US,09,01,online_gifts,False,12/2029,2015-11-26,2015-11-26,585,535,5700,PURCHASE,,1408.79,,,,US,,,False,False
304907736,304907736,15000.0,13434.44,2016-04-16T00:34:35,396.94,Blue Mountain Online Services,US,02,01,online_gifts,False,03/2032,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1565.56,,,,US,,,False,False
304907736,304907736,15000.0,13037.5,2016-04-18T13:34:37,25.04,Fresh Online Services,US,09,08,online_gifts,False,08/2024,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1962.5,,,,US,,,False,False
304907736,304907736,15000.0,13012.46,2016-04-18T15:53:02,84.17,Next Day Online Services,US,02,01,online_gifts,False,11/2031,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1987.54,,,,US,,,False,False
304907736,304907736,15000.0,12928.29,2016-04-22T01:53:46,201.43,EZ Putt Putt #40513,US,05,01,entertainment,False,08/2028,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,2071.71,,,,US,,,False,False
304907736,304907736,15000.0,12726.86,2016-04-24T23:19:38,327.02,EZ Putt Putt #240241,US,02,08,entertainment,True,12/2024,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,2273.14,,,,US,,,False,False
304907736,304907736,15000.0,12399.84,2016-04-29T12:31:41,20.43,Washington News,US,09,01,subscriptions,True,12/2020,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,2600.16,,,,US,,,False,False
304907736,304907736,15000.0,15000.0,2016-05-03T03:56:00,337.09,cheapfast.com,US,80,01,online_retail,False,08/2028,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,0.0,,,,US,,,False,False
304907736,304907736,15000.0,14662.91,2016-05-04T07:07:03,143.75,Next Day eCards,US,02,01,online_gifts,False,01/2029,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,337.09,,,,US,,,False,False
304907736,304907736,15000.0,14519.16,2016-05-06T01:12:40,46.67,Next Day eCards,US,09,01,online_gifts,False,08/2028,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,480.84,,,,US,,,False,False
304907736,304907736,15000.0,14472.49,2016-05-10T13:47:00,79.73,Blue Mountain Online Services,US,02,08,online_gifts,False,02/2022,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,527.51,,,,US,,,False,False
304907736,304907736,15000.0,14392.76,2016-05-11T02:35:55,4.32,Play Store,US,09,01,mobileapps,False,05/2031,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,607.24,,,,US,,,False,False
304907736,304907736,15000.0,14388.44,2016-05-13T03:11:17,4.75,Fresh Online Services,US,05,01,online_gifts,False,10/2024,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,611.56,,,,US,,,False,False
304907736,304907736,15000.0,14383.69,2016-05-14T14:54:03,0.0,amazon.com,US,,08,online_retail,False,02/2032,2015-11-26,2015-11-26,585,585,5700,ADDRESS_VERIFICATION,,616.31,,,,US,,,False,False
304907736,304907736,15000.0,14383.69,2016-05-18T14:21:27,70.26,Mobile eCards,US,09,01,online_gifts,False,04/2020,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,616.31,,,,US,,,False,False
304907736,304907736,15000.0,14313.43,2016-05-24T00:03:59,430.7,Blue Mountain Online Services,US,09,01,online_gifts,False,09/2020,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,686.57,,,,US,,,False,False
304907736,304907736,15000.0,13882.73,2016-05-24T02:29:45,18.86,Mobile eCards,US,05,08,online_gifts,True,09/2021,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1117.27,,,,US,,,False,False
304907736,304907736,15000.0,13863.87,2016-05-24T11:53:06,114.6,Fresh Flowers,US,09,08,online_gifts,False,07/2032,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1136.13,,,,US,,,False,False
304907736,304907736,15000.0,13749.27,2016-05-27T10:26:08,102.39,Regal Cinemas #729464,US,02,01,entertainment,True,06/2021,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1250.73,,,,US,,,False,False
304907736,304907736,15000.0,13646.88,2016-05-28T06:38:36,127.28,Fresh Online Services,US,05,08,online_gifts,False,02/2028,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1353.12,,,,US,,,False,False
304907736,304907736,15000.0,13519.6,2016-05-31T01:55:54,43.68,Next Day Online Services,US,02,01,online_gifts,False,05/2022,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1480.4,,,,US,,,False,False
304907736,304907736,15000.0,15000.0,2016-06-01T06:21:21,146.29,Blue Mountain Online Services,US,02,01,online_gifts,False,09/2031,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,0.0,,,,US,,,False,False
304907736,304907736,15000.0,14853.71,2016-06-02T20:53:11,419.92,Tim Hortons #671796,US,80,01,fastfood,True,03/2031,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,146.29,,,,US,,,False,False
304907736,304907736,15000.0,14433.79,2016-06-05T00:11:14,566.04,Blue Mountain eCards,US,02,01,online_gifts,False,02/2030,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,566.21,,,,US,,,False,False
304907736,304907736,15000.0,13867.75,2016-06-07T09:59:58,209.06,Blue Mountain Online Services,US,02,01,online_gifts,False,02/2020,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1132.25,,,,US,,,False,False
304907736,304907736,15000.0,13658.69,2016-06-10T19:15:33,4.32,Play Store,US,09,01,mobileapps,False,05/2031,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1341.31,,,,US,,,False,False
304907736,304907736,15000.0,13654.37,2016-06-11T04:11:01,122.88,EZ Putt Putt #240241,US,05,01,entertainment,True,07/2031,2015-11-26,2015-11-26,585,585,5700,PURCHASE,,1345.63,,,,US,,,False,False
304907736,304907736,15000.0,13531.49,2016-06-11T11:09:00,96.5,Next Day eCards,US,,01,online_gifts,False,03/2033,2015-11-26,2016-06-11,585,585,5700,PURCHASE,,1468.51,,,,US,,,False,False
304907736,304907736,15000.0,13434.99,2016-06-15T10:05:25,67.83,Mobil Gas #281388,US,05,01,fuel,True,06/2025,2015-11-26,2016-06-13,585,585,5700,PURCHASE,,1565.01,,,,US,,,False,False
