accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
993845451,993845451,20000.0,20000.0,2016-01-02T15:56:13,241.48,Minneapolis News,US,05,01,subscriptions,True,04/2024,2015-01-10,2015-01-10,248,248,5088,PURCHASE,,0.0,,,,,,,False,False
993845451,993845451,20000.0,19758.52,2016-01-08T04:54:04,97.46,Minneapolis News,US,05,01,subscriptions,False,06/2033,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,241.48,,,,US,,,False,False
993845451,993845451,20000.0,19661.06,2016-01-20T04:59:11,359.18,cheapfast.com,US,05,01,online_retail,False,03/2022,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,338.94,,,,US,,,False,False
993845451,993845451,20000.0,19326.88,2016-02-05T08:48:57,195.6,Wall Street Times,US,02,01,subscriptions,False,06/2029,2015-01-10,2015-01-10,248,248,5088,PURCHASE,,673.12,,,,US,,,False,False
993845451,993845451,20000.0,19131.28,2016-02-08T08:16:43,80.82,Washington News,US,05,01,subscriptions,False,04/2023,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,868.72,,,,US,,,False,False
993845451,993845451,20000.0,19050.46,2016-02-12T00:43:16,123.46,Dallas Journal,US,05,01,subscriptions,False,10/2023,2015-01-10,2015-01-10,248,248,5088,PURCHASE,,949.54,,,,US,,,False,False
993845451,993845451,20000.0,18927.0,2016-02-12T15:38:05,6.57,Seattle Times,US,02,01,subscriptions,True,11/2021,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,1073.0,,,,US,,,False,False
993845451,993845451,20000.0,18920.43,2016-02-16T07:04:48,547.98,Minneapolis News,US,05,01,subscriptions,False,07/2021,2015-01-10,2015-01-10,248,248,5088,PURCHASE,,1079.57,,,,US,,,False,False
993845451,993845451,20000.0,18372.45,2016-02-16T09:05:01,238.28,Oklahoma City Post,US,05,01,subscriptions,False,02/2029,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,1627.55,,,,US,,,False,False
993845451,993845451,20000.0,18134.17,2016-02-17T03:59:51,80.82,Washington News,US,05,01,subscriptions,False,04/2023,2015-01-10,2015-01-10,244,244,7850,REVERSAL,,1865.83,,,,US,,,False,False
993845451,993845451,20000.0,18214.99,2016-02-17T17:12:35,173.04,Oklahoma City Post,US,90,01,subscriptions,False,04/2022,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,1785.01,,,,US,,,False,False
993845451,993845451,20000.0,18041.95,2016-02-25T15:59:13,32.22,Texas Gas #91117,US,05,01,fuel,True,01/2028,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,1958.05,,,,US,,,False,False
993845451,993845451,20000.0,18034.73,2016-03-04T01:25:05,119.84,San Francisco Post,US,09,01,subscriptions,False,09/2025,2015-01-10,2015-01-10,248,248,5088,PURCHASE,,1965.27,,,,US,,,False,False
993845451,993845451,20000.0,17914.89,2016-03-10T09:38:46,32.08,Texas Gas #91117,US,05,01,fuel,True,01/2028,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,2085.11,,,,US,,,False,False
993845451,993845451,20000.0,17882.81,2016-03-16T04:12:27,23.06,Dallas Post,US,05,08,subscriptions,True,09/2024,2015-01-10,2015-01-10,248,248,5088,PURCHASE,,2117.19,,,,US,,,False,False
993845451,993845451,20000.0,17859.75,2016-03-18T22:21:22,264.29,Starbucks #133985,US,05,01,fastfood,True,02/2023,2015-01-10,2015-01-10,248,248,5088,PURCHASE,,2140.25,,,,US,,,False,False
993845451,993845451,20000.0,17595.46,2016-03-25T08:33:18,32.08,Texas Gas #91117,US,05,01,fuel,True,01/2028,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,2404.54,,,,US,,,False,False
993845451,993845451,20000.0,17563.38,2016-03-31T02:40:23,6.29,Apple iTunes,US,02,01,mobileapps,False,03/2021,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,2436.62,,,,US,,,False,False
993845451,993845451,20000.0,17582.09,2016-04-01T16:08:54,27.19,San Francisco Post,US,09,08,subscriptions,False,09/2032,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,2417.91,,,,US,,,False,False
993845451,993845451,20000.0,17554.9,2016-04-07T14:21:48,289.0,Chicago News,US,05,01,subscriptions,False,01/2031,2015-01-10,2015-01-10,248,248,5088,PURCHASE,,2445.1,,,,US,,,False,False
993845451,993845451,20000.0,17265.9,2016-04-08T21:34:22,39.5,Texas Gas #91117,US,05,01,fuel,True,01/2028,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,2734.1,,,,US,,,False,False
993845451,993845451,20000.0,17226.4,2016-04-23T14:56:29,39.44,Texas Gas #91117,US,05,01,fuel,True,01/2028,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,2773.6,,,,US,,,False,False
993845451,993845451,20000.0,17186.96,2016-04-24T15:30:10,49.12,Chicago News,US,09,08,subscriptions,False,07/2033,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,2813.04,,,,US,,,False,False
993845451,993845451,20000.0,17137.84,2016-04-30T19:10:23,71.18,Minneapolis News,US,09,01,subscriptions,False,06/2023,2015-01-10,2015-01-10,248,248,5088,PURCHASE,,2862.16,,,,,,,False,False
993845451,993845451,20000.0,17091.66,2016-05-01T07:40:07,6.29,Apple iTunes,US,02,01,mobileapps,False,03/2021,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,2908.34,,,,US,,,False,False
993845451,993845451,20000.0,17085.37,2016-05-02T19:42:54,40.32,Wall Street News,US,09,01,subscriptions,False,04/2029,2015-01-10,2015-01-10,248,248,5088,PURCHASE,,2914.63,,,,US,,,False,False
993845451,993845451,20000.0,17045.05,2016-05-08T02:51:04,32.08,Texas Gas #91117,US,05,01,fuel,True,01/2028,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,2954.95,,,,US,,,False,False
993845451,993845451,20000.0,17012.97,2016-05-09T13:10:35,22.81,Oklahoma City Post,US,02,01,subscriptions,False,07/2020,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,2987.03,,,,US,,,False,False
993845451,993845451,20000.0,16990.16,2016-05-15T19:56:55,25.48,Wall Street Times,US,09,01,subscriptions,False,06/2029,2015-01-10,2015-01-10,248,248,5088,PURCHASE,,3009.84,,,,US,,,False,False
993845451,993845451,20000.0,16964.68,2016-05-22T08:20:03,138.06,Washington Times,US,09,01,subscriptions,False,12/2025,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,3035.32,,,,US,,,False,False
993845451,993845451,20000.0,16826.62,2016-05-22T18:46:41,35.34,Texas Gas #91117,US,05,01,fuel,True,01/2028,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,3173.38,,,,US,,,False,False
993845451,993845451,20000.0,16816.28,2016-06-01T23:23:53,6.29,Apple iTunes,US,02,01,mobileapps,False,03/2021,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,3183.72,,,,US,,,False,False
993845451,993845451,20000.0,16809.99,2016-06-05T19:16:43,32.08,Texas Gas #91117,US,05,01,fuel,True,01/2028,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,3190.01,,,,US,,,False,False
993845451,993845451,20000.0,16777.91,2016-06-07T18:05:35,322.74,Washington Post,US,80,08,subscriptions,False,12/2026,2015-01-10,2015-01-10,248,248,5088,PURCHASE,,3222.09,,,,US,,,False,False
993845451,993845451,20000.0,16455.17,2016-06-07T23:19:58,0.0,Minneapolis News,US,09,01,subscriptions,False,06/2029,2015-01-10,2015-01-10,244,244,7850,ADDRESS_VERIFICATION,,3544.83,,,,US,,,False,False
993845451,993845451,20000.0,16455.17,2016-06-18T19:49:17,40.6,Texas Gas #91117,US,05,01,fuel,True,01/2028,2015-01-10,2015-01-10,244,244,7850,PURCHASE,,3544.83,,,,US,,,False,False
