accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
863684394,863684394,2500.0,2500.0,2016-01-02T17:04:27,165.87,Uber,US,02,01,rideshare,04/2028,2013-05-08,2013-05-08,819,819,561,PURCHASE,,0.0,,,,,False,,,False,False
863684394,863684394,2500.0,2334.13,2016-01-02T19:44:35,126.18,ebay.com,US,05,01,online_retail,12/2028,2013-05-08,2013-05-08,819,819,561,PURCHASE,,165.87,,,,US,False,,,False,False
863684394,863684394,2500.0,2207.95,2016-01-03T10:48:18,49.53,Uber,US,05,01,rideshare,06/2023,2013-05-08,2013-05-08,819,819,561,PURCHASE,,292.05,,,,US,False,,,False,False
863684394,863684394,2500.0,2158.42,2016-01-10T21:11:39,301.06,Lyft,US,09,01,rideshare,01/2022,2013-05-08,2013-05-08,819,819,561,PURCHASE,,341.58,,,,US,False,,,False,False
863684394,863684394,2500.0,1857.36,2016-01-11T03:59:03,195.62,Uber,US,09,01,rideshare,02/2023,2013-05-08,2013-05-08,819,819,561,PURCHASE,,642.64,,,,US,False,,,False,False
863684394,863684394,2500.0,1661.74,2016-01-13T12:56:04,42.95,Lyft,US,02,01,rideshare,11/2024,2013-05-08,2013-05-08,819,819,561,PURCHASE,,838.26,,,,US,False,,,False,False
863684394,863684394,2500.0,1618.79,2016-01-13T15:48:51,11.58,ebay.com,US,09,01,online_retail,07/2023,2013-05-08,2013-05-08,819,819,561,PURCHASE,,881.21,,,,US,False,,,False,False
863684394,863684394,2500.0,1607.21,2016-01-14T14:40:21,19.68,target.com,US,05,08,online_retail,12/2023,2013-05-08,2013-05-08,819,819,561,PURCHASE,,892.79,,,,US,False,,,False,False
863684394,863684394,2500.0,1587.53,2016-01-14T15:10:30,24.58,Lyft,US,02,01,rideshare,06/2031,2013-05-08,2013-05-08,819,819,561,PURCHASE,,912.47,,,,US,False,,,False,False
863684394,863684394,2500.0,1562.95,2016-01-17T01:31:03,1.62,walmart.com,US,05,01,online_retail,12/2031,2013-05-08,2013-05-08,819,819,561,PURCHASE,,937.05,,,,US,False,,,False,False
863684394,863684394,2500.0,1561.33,2016-01-18T08:12:24,2.84,cheapfast.com,US,09,01,online_retail,09/2023,2013-05-08,2013-05-08,819,819,561,PURCHASE,,938.67,,,,US,False,,,False,False
863684394,863684394,2500.0,1558.49,2016-01-18T09:39:21,50.46,Uber,US,02,08,rideshare,05/2023,2013-05-08,2013-05-08,819,819,561,PURCHASE,,941.51,,,,US,False,,,False,False
863684394,863684394,2500.0,1508.03,2016-01-20T07:08:17,142.31,discount.com,US,05,01,online_retail,03/2024,2013-05-08,2013-05-08,819,819,561,PURCHASE,,991.97,,,,US,False,,,False,False
863684394,863684394,2500.0,1365.72,2016-01-21T19:03:07,26.36,Uber,US,09,01,rideshare,11/2030,2013-05-08,2013-05-08,819,819,561,PURCHASE,,1134.28,,,,US,False,,,False,False
863684394,863684394,2500.0,1364.36,2016-02-03T06:07:03,21.78,amazon.com,US,05,08,online_retail,12/2023,2013-05-08,2013-05-08,819,819,561,PURCHASE,,1135.64,,,,US,False,,,False,False
863684394,863684394,2500.0,1342.58,2016-02-03T16:27:22,229.21,Lyft,US,05,01,rideshare,08/2024,2013-05-08,2013-05-08,819,819,561,PURCHASE,,1157.42,,,,US,False,,,False,False
863684394,863684394,2500.0,1113.37,2016-02-06T06:22:26,316.23,oldnavy.com,US,05,08,online_retail,04/2030,2013-05-08,2013-05-08,819,819,561,PURCHASE,,1386.63,,,,US,False,,,False,False
863684394,863684394,2500.0,797.14,2016-02-06T06:24:11,316.23,oldnavy.com,US,05,08,online_retail,04/2030,2013-05-08,2013-05-08,819,819,561,PURCHASE,,1702.86,,,,US,False,,,False,False
863684394,863684394,2500.0,480.91,2016-02-06T06:25:02,316.23,oldnavy.com,US,05,08,online_retail,04/2030,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2019.09,,,,US,False,,,False,False
863684394,863684394,2500.0,164.68,2016-02-06T23:10:13,62.87,Lyft,US,09,01,rideshare,03/2027,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2335.32,,,,US,False,,,False,False
863684394,863684394,2500.0,452.04,2016-02-15T00:19:59,102.79,ebay.com,US,09,08,online_retail,12/2019,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2047.96,,,,US,False,,,False,False
863684394,863684394,2500.0,349.25,2016-02-16T19:12:16,45.6,Lyft,US,02,01,rideshare,02/2024,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2150.75,,,,US,False,,,False,False
863684394,863684394,2500.0,303.65,2016-02-18T06:42:31,16.17,Uber,US,02,01,rideshare,04/2022,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2196.35,,,,US,False,,,False,False
863684394,863684394,2500.0,312.48,2016-03-02T02:52:00,209.96,Uber,US,05,08,rideshare,07/2031,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2187.52,,,,US,False,,,False,False
863684394,863684394,2500.0,513.59,2016-03-02T04:36:54,260.36,Lyft,US,02,01,rideshare,05/2022,2013-05-08,2013-05-08,819,819,561,PURCHASE,,1986.41,,,,US,False,,,False,False
863684394,863684394,2500.0,253.23,2016-03-10T19:52:09,62.31,Uber,US,05,08,rideshare,11/2021,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2246.77,,,,US,False,,,False,False
863684394,863684394,2500.0,190.92,2016-03-13T11:06:59,114.14,gap.com,US,09,01,online_retail,10/2023,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2309.08,,,,US,False,,,False,False
863684394,863684394,2500.0,2388.21,2016-03-21T07:29:46,176.89,Uber,US,05,01,rideshare,11/2028,2013-05-08,2013-05-08,819,819,561,PURCHASE,,111.79,,,,US,False,,,False,False
863684394,863684394,2500.0,2211.32,2016-03-21T07:30:19,176.89,Uber,US,05,01,rideshare,11/2028,2013-05-08,2013-05-08,819,819,561,REVERSAL,,288.68,,,,US,False,,,False,False
863684394,863684394,2500.0,2388.21,2016-03-21T07:31:48,176.89,Uber,US,05,01,rideshare,11/2028,2013-05-08,2013-05-08,819,819,561,PURCHASE,,111.79,,,,US,False,,,False,False
863684394,863684394,2500.0,2211.32,2016-03-21T09:29:23,13.07,ebay.com,US,05,01,online_retail,09/2028,2013-05-08,2013-05-08,819,819,561,PURCHASE,,288.68,,,,US,False,,,False,False
863684394,863684394,2500.0,2198.25,2016-03-21T12:49:19,115.78,Lyft,US,05,01,rideshare,07/2032,2013-05-08,2013-05-08,819,819,561,PURCHASE,,301.75,,,,US,False,,,False,False
863684394,863684394,2500.0,2082.47,2016-03-23T13:47:01,1074.19,Uber,US,02,01,rideshare,10/2024,2013-05-08,2013-05-08,819,819,561,PURCHASE,,417.53,,,,US,False,,,False,False
863684394,863684394,2500.0,1008.28,2016-03-24T12:12:34,217.52,discount.com,US,02,01,online_retail,08/2025,2013-05-08,2013-05-08,819,819,561,PURCHASE,,1491.72,,,,US,False,,,False,False
863684394,863684394,2500.0,790.76,2016-03-27T02:58:19,40.28,Lyft,US,09,01,rideshare,06/2031,2013-05-08,2013-05-08,819,819,561,PURCHASE,,1709.24,,,,US,False,,,False,False
863684394,863684394,2500.0,750.48,2016-03-29T18:15:53,383.64,Uber,US,05,01,rideshare,08/2031,2013-05-08,2013-05-08,819,819,561,PURCHASE,,1749.52,,,,US,False,,,False,False
863684394,863684394,2500.0,391.84,2016-04-02T11:03:55,102.94,Uber,US,02,01,rideshare,02/2022,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2108.16,,,,US,False,,,False,False
863684394,863684394,2500.0,288.9,2016-04-04T14:40:33,60.42,staples.com,US,02,01,online_retail,03/2030,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2211.1,,,,US,False,,,False,False
863684394,863684394,2500.0,228.48,2016-04-05T23:48:58,227.02,discount.com,US,02,01,online_retail,12/2025,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2271.52,,,,US,False,,,False,False
863684394,863684394,2500.0,1518.38,2016-04-07T22:18:09,49.81,discount.com,US,02,08,online_retail,11/2026,2013-05-08,2013-05-08,819,819,561,PURCHASE,,981.62,,,,US,False,,,False,False
863684394,863684394,2500.0,1468.57,2016-04-09T16:17:28,745.28,Lyft,US,05,01,rideshare,03/2024,2013-05-08,2013-05-08,819,819,561,PURCHASE,,1031.43,,,,US,False,,,False,False
863684394,863684394,2500.0,723.29,2016-04-09T18:16:15,53.94,Uber,US,05,01,rideshare,06/2021,2013-05-08,2013-05-08,819,819,561,PURCHASE,,1776.71,,,,US,False,,,False,False
863684394,863684394,2500.0,669.35,2016-04-10T20:50:31,311.78,sears.com,US,05,08,online_retail,06/2027,2013-05-08,2013-05-08,819,819,561,PURCHASE,,1830.65,,,,US,False,,,False,False
863684394,863684394,2500.0,357.57,2016-04-13T03:39:02,48.67,Uber,US,02,01,rideshare,09/2026,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2142.43,,,,US,False,,,False,False
863684394,863684394,2500.0,308.9,2016-04-13T09:17:17,126.06,Lyft,US,02,08,rideshare,10/2028,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2191.1,,,,US,False,,,False,False
863684394,863684394,2500.0,182.84,2016-04-14T04:34:02,162.39,gap.com,US,09,01,online_retail,08/2024,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2317.16,,,,US,False,,,False,False
863684394,863684394,2500.0,1081.73,2016-04-14T10:10:52,625.46,Uber,US,09,01,rideshare,10/2030,2013-05-08,2013-05-08,819,819,561,PURCHASE,,1418.27,,,,US,False,,,False,False
863684394,863684394,2500.0,456.27,2016-04-17T10:24:16,83.94,target.com,US,05,01,online_retail,10/2027,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2043.73,,,,US,False,,,False,False
863684394,863684394,2500.0,372.33,2016-04-21T01:34:48,19.07,Uber,US,02,01,rideshare,07/2028,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2127.67,,,,US,False,,,False,False
863684394,863684394,2500.0,353.26,2016-04-22T10:51:30,46.92,Uber,US,05,01,rideshare,06/2022,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2146.74,,,,US,False,,,False,False
863684394,863684394,2500.0,306.34,2016-04-23T04:23:03,55.16,cheapfast.com,US,90,01,online_retail,12/2020,2013-05-08,2013-05-08,819,819,561,PURCHASE,,2193.66,,,,US,False,,,False,False
