accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posEntryMode,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
662476614,662476614,10000.0,10000.0,2016-01-05T11:42:42,78.78,alibaba.com,US,US,01,online_retail,10/2027,2014-12-30,2014-12-30,936,936,5423,PURCHASE,,0.0,,,,,False,,,False,False
662476614,662476614,10000.0,9921.22,2016-01-07T16:08:33,58.37,walmart.com,US,US,01,online_retail,12/2024,2014-12-30,2014-12-30,936,936,5423,PURCHASE,,78.78,,,,09,False,,,False,False
662476614,662476614,10000.0,9862.85,2016-01-08T05:28:47,0.0,cheapfast.com,US,US,01,online_retail,06/2020,2014-12-30,2014-12-30,267,267,5631,ADDRESS_VERIFICATION,,137.15,,,,05,False,,,False,False
662476614,662476614,10000.0,9862.85,2016-01-09T14:13:13,24.62,amazon.com,US,US,01,online_retail,10/2020,2014-12-30,2014-12-30,267,267,5631,PURCHASE,,137.15,,,,09,False,,,False,False
662476614,662476614,10000.0,9838.23,2016-01-12T21:05:20,51.32,sears.com,US,US,01,online_retail,06/2026,2014-12-30,2014-12-30,936,956,5423,PURCHASE,,161.77,,,,09,False,,,False,False
662476614,662476614,10000.0,9786.91,2016-01-13T03:05:00,3.82,walmart.com,US,US,01,online_retail,07/2032,2014-12-30,2014-12-30,267,267,5631,PURCHASE,,213.09,,,,02,False,,,False,False
662476614,662476614,10000.0,9783.09,2016-01-14T23:09:41,62.54,alibaba.com,US,US,01,online_retail,09/2022,2014-12-30,2014-12-30,936,936,5423,PURCHASE,,216.91,,,,05,False,,,False,False
662476614,662476614,10000.0,9720.55,2016-01-19T01:07:19,304.59,gap.com,US,US,01,online_retail,12/2025,2014-12-30,2014-12-30,936,936,5423,PURCHASE,,279.45,,,,05,False,,,False,False
662476614,662476614,10000.0,9415.96,2016-01-19T08:29:34,39.67,discount.com,US,US,01,online_retail,02/2027,2014-12-30,2014-12-30,936,936,5423,PURCHASE,,584.04,,,,05,False,,,False,False
662476614,662476614,10000.0,9376.29,2016-01-19T23:40:09,150.57,NY News,US,US,08,subscriptions,06/2032,2014-12-30,2014-12-30,936,936,5423,PURCHASE,,623.71,,,,05,False,,,False,False
662476614,662476614,10000.0,9225.72,2016-01-21T12:36:50,67.05,oldnavy.com,US,US,08,online_retail,02/2022,2014-12-30,2014-12-30,267,267,5631,PURCHASE,,774.28,,,,05,False,,,False,False
662476614,662476614,10000.0,9158.67,2016-01-24T04:43:06,39.55,cheapfast.com,US,US,01,online_retail,01/2030,2014-12-30,2014-12-30,936,936,5423,PURCHASE,,841.33,,,,05,False,,,False,False
662476614,662476614,10000.0,9119.12,2016-01-24T09:41:27,167.57,walmart.com,US,US,01,online_retail,03/2023,2014-12-30,2014-12-30,267,267,5631,PURCHASE,,880.88,,,,09,False,,,False,False
662476614,662476614,10000.0,8951.55,2016-01-24T19:35:04,104.99,cheapfast.com,US,US,01,online_retail,10/2022,2014-12-30,2014-12-30,936,936,5423,PURCHASE,,1048.45,,,,,False,,,False,False
