accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
791252043,791252043,5000.0,5000.0,2016-01-02T12:48:19,568.59,South Steakhouse #879581,US,05,01,food,True,09/2025,2015-07-08,2015-07-08,973,973,9878,PURCHASE,,0.0,,,,,,,False,False
791252043,791252043,5000.0,4431.41,2016-01-08T11:51:37,80.55,Uber,US,05,01,rideshare,False,10/2026,2015-07-08,2015-07-08,973,983,9878,PURCHASE,,568.59,,,,US,,,False,False
791252043,791252043,5000.0,4350.86,2016-01-10T09:42:16,133.35,South Restaurant,US,09,01,food,True,04/2032,2015-07-08,2015-07-08,973,973,9878,PURCHASE,,649.14,,,,US,,,False,False
791252043,791252043,5000.0,4217.51,2016-01-10T19:49:10,46.82,apple.com,US,09,01,online_retail,False,12/2032,2015-07-08,2015-07-08,973,973,9878,PURCHASE,,782.49,,,,US,,,False,False
791252043,791252043,5000.0,4170.69,2016-01-15T01:41:27,201.7,34th Diner,US,05,08,food,True,09/2029,2015-07-08,2015-07-08,973,973,9878,PURCHASE,,829.31,,,,US,,,False,False
791252043,791252043,5000.0,3968.99,2016-01-15T23:07:57,45.32,Dinosaur Sandwitch Bar #160554,US,05,01,food,True,01/2020,2015-07-08,2015-07-08,973,973,9878,PURCHASE,,1031.01,,,,US,,,False,False
791252043,791252043,5000.0,3923.67,2016-01-18T00:28:16,73.91,Franks Pub #86033,US,05,01,food,True,03/2021,2015-07-08,2015-07-08,973,973,9878,PURCHASE,,1076.33,,,,US,,,False,False
791252043,791252043,5000.0,3849.76,2016-01-22T11:41:27,263.27,Lyft,US,09,01,rideshare,False,04/2020,2015-07-08,2015-07-08,973,973,9878,PURCHASE,,1150.24,,,,US,,,False,False
791252043,791252043,5000.0,3586.49,2016-01-23T09:57:17,4.78,1st Sandwitch Bar #801388,US,09,01,food,True,12/2027,2015-07-08,2015-07-08,973,973,9878,PURCHASE,,1413.51,,,,US,,,False,False
791252043,791252043,5000.0,3581.71,2016-01-25T06:02:56,114.27,Uber,US,05,01,rideshare,False,08/2032,2015-07-08,2015-07-08,973,973,9878,PURCHASE,,1418.29,,,,US,,,False,False
791252043,791252043,5000.0,3467.44,2016-01-26T04:11:56,242.81,NY Deli,US,09,08,food,True,10/2023,2015-07-08,2015-07-08,973,973,9878,PURCHASE,,1532.56,,,,US,,,False,False
791252043,791252043,5000.0,3224.63,2016-01-27T05:45:34,179.26,Lyft,US,05,01,rideshare,False,01/2022,2015-07-08,2015-07-08,973,973,9878,PURCHASE,,1775.37,,,,US,,,False,False
791252043,791252043,5000.0,3045.37,2016-01-27T13:34:14,79.04,cheapfast.com,US,09,99,online_retail,False,11/2026,2015-07-08,2015-07-08,973,973,9878,PURCHASE,,1954.63,,,,US,,,False,False
791252043,791252043,5000.0,2966.33,2016-01-30T02:08:15,107.06,1st Sandwitch Bar #801388,US,09,01,food,True,05/2031,2015-07-08,2015-07-08,973,973,9878,PURCHASE,,2033.67,,,,US,,,False,False
791252043,791252043,5000.0,2884.27,2016-02-02T20:52:40,52.14,Lyft,US,05,01,rideshare,False,07/2025,2015-07-08,2015-07-08,973,973,9878,PURCHASE,,2115.73,,,,,,,False,False
791252043,791252043,5000.0,2832.13,2016-02-03T00:53:59,229.78,amazon.com,US,90,01,online_retail,False,08/2027,2015-07-08,2015-07-08,973,973,9878,PURCHASE,,2167.87,,,,US,,,False,False
