accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
941631553,941631553,2500.0,2500.0,2016-01-01T09:03:34,91.81,Eazy Tire,US,US,05,01,auto,06/2031,2014-08-02,2014-08-02,870,870,3327,PURCHASE,True,,0.0,,,,False,,,False
941631553,941631553,2500.0,2408.19,2016-01-01T23:37:55,2.09,Ricks Repair,US,US,02,08,auto,02/2024,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,91.81,,,,True,,,False
941631553,941631553,2500.0,2406.1,2016-01-02T00:10:35,1.04,Eazy Tire,US,US,05,01,auto,02/2033,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,93.9,,,,True,,,False
941631553,941631553,2500.0,2405.06,2016-01-02T07:22:51,79.24,Convenient Repair,US,US,05,08,auto,11/2032,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,94.94,,,,True,,,False
941631553,941631553,2500.0,2325.82,2016-01-02T16:41:32,77.96,Shell Auto Body,US,US,05,01,auto,12/2031,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,174.18,,,,True,,,False
941631553,941631553,2500.0,2247.86,2016-01-02T17:15:51,97.82,Fast Repair,US,US,05,01,auto,08/2029,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,252.14,,,,True,,,False
941631553,941631553,2500.0,2150.04,2016-01-04T04:05:15,166.71,EZ Putt Putt #804489,US,US,02,01,entertainment,01/2025,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,349.96,,,,True,,,False
941631553,941631553,2500.0,1983.33,2016-01-04T04:07:48,166.71,EZ Putt Putt #804489,US,US,02,01,entertainment,01/2025,2014-08-02,2014-08-02,870,870,3327,REVERSAL,False,,516.67,,,,True,,,False
941631553,941631553,2500.0,2150.04,2016-01-05T09:21:57,236.71,Convenient Repair,US,US,02,01,auto,03/2026,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,349.96,,,,True,,,False
941631553,941631553,2500.0,1913.33,2016-01-05T09:24:43,236.71,Convenient Repair,US,US,02,01,auto,03/2026,2014-08-02,2014-08-02,870,870,3327,REVERSAL,False,,586.67,,,,True,,,False
941631553,941631553,2500.0,2150.04,2016-01-06T15:24:33,125.72,Fast Repair,US,US,09,01,auto,09/2021,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,349.96,,,,True,,,False
941631553,941631553,2500.0,2024.32,2016-01-06T16:24:03,562.25,Convenient Repair,US,US,05,01,auto,08/2030,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,475.68,,,,True,,,False
941631553,941631553,2500.0,1462.07,2016-01-07T23:50:22,39.82,Eazy Tire,US,US,02,01,auto,11/2022,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,1037.93,,,,False,,,False
941631553,941631553,2500.0,1422.25,2016-01-08T01:54:21,262.71,Eazy Repair,US,US,02,01,auto,05/2025,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,1077.75,,,,True,,,False
941631553,941631553,2500.0,1159.54,2016-01-11T05:08:52,124.74,Convenient Auto Services,US,US,05,08,auto,11/2026,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,1340.46,,,,True,,,False
941631553,941631553,2500.0,1034.8,2016-01-11T13:26:13,609.68,Ricks Auto Body,US,US,09,08,auto,11/2022,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,1465.2,,,,True,,,False
941631553,941631553,2500.0,425.12,2016-01-11T16:10:57,422.59,Shell Repair,US,US,09,08,auto,07/2032,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,2074.88,,,,True,,,False
941631553,941631553,2500.0,1647.17,2016-01-12T16:55:38,96.76,Renaissance Hotel #839209,US,US,02,01,hotels,09/2028,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,852.83,,,,False,,,False
941631553,941631553,2500.0,1550.41,2016-01-12T23:24:31,0.4,Eazy Tire,US,US,05,01,auto,05/2031,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,949.59,,,,True,,,False
941631553,941631553,2500.0,1550.01,2016-01-13T07:29:37,388.3,Merchants Auto Services,US,US,05,01,auto,07/2023,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,949.99,,,,True,,,False
941631553,941631553,2500.0,1161.71,2016-01-14T18:57:55,6.11,Ricks Repair,US,US,02,01,auto,10/2024,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,1338.29,,,,True,,,False
941631553,941631553,2500.0,1155.6,2016-01-15T07:14:34,108.83,Convenient Auto Services,US,US,02,01,auto,02/2032,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,1344.4,,,,True,,,False
941631553,941631553,2500.0,1046.77,2016-01-15T13:43:28,138.79,Shell Tire,US,US,05,01,auto,07/2031,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,1453.23,,,,True,,,False
941631553,941631553,2500.0,907.98,2016-01-15T18:12:44,227.43,Eazy Auto Body,US,US,05,01,auto,11/2020,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,1592.02,,,,True,,,False
941631553,941631553,2500.0,680.55,2016-01-16T02:50:11,96.8,Convenient Auto Services,US,US,09,01,auto,06/2023,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,1819.45,,,,True,,,False
941631553,941631553,2500.0,583.75,2016-01-16T04:42:23,35.64,Convenient Tire,US,US,80,99,auto,08/2029,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,1916.25,,,,True,,,False
941631553,941631553,2500.0,548.11,2016-01-17T18:29:50,323.19,Eazy Auto Body,US,US,09,01,auto,07/2021,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,1951.89,,,,True,,,False
941631553,941631553,2500.0,224.92,2016-01-18T12:47:45,3.35,Washington Auto Body,US,US,02,01,auto,04/2033,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,2275.08,,,,True,,,False
941631553,941631553,2500.0,221.57,2016-01-19T22:09:24,193.8,Rodeway Inn #93410,US,US,05,01,hotels,12/2027,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,2278.43,,,,True,,,False
941631553,941631553,2500.0,1591.46,2016-01-19T23:48:10,197.03,Uber,US,US,09,01,rideshare,02/2032,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,908.54,,,,False,,,False
941631553,941631553,2500.0,1394.43,2016-01-20T06:17:35,157.9,Merchants Auto Body,US,US,02,01,auto,01/2023,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,1105.57,,,,True,,,False
941631553,941631553,2500.0,1236.53,2016-01-20T06:57:46,75.51,Fast Auto Services,US,US,09,01,auto,06/2033,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,1263.47,,,,True,,,False
941631553,941631553,2500.0,1161.02,2016-01-20T20:34:59,422.59,Shell Repair,US,US,09,08,auto,07/2032,2014-08-02,2014-08-02,870,870,3327,REVERSAL,False,,1338.98,,,,True,,,False
941631553,941631553,2500.0,1583.61,2016-01-22T05:27:15,429.49,Washington Repair,US,US,09,01,auto,04/2027,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,916.39,,,,True,,,False
941631553,941631553,2500.0,1154.12,2016-01-22T06:46:48,56.51,Shell Auto Body,US,US,02,08,auto,10/2031,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,1345.88,,,,True,,,False
941631553,941631553,2500.0,1097.61,2016-01-24T18:04:50,85.38,Merchants Auto Services,US,US,05,01,auto,09/2024,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,1402.39,,,,True,,,False
941631553,941631553,2500.0,1012.23,2016-01-25T11:06:14,162.49,Convenient Auto Services,US,US,02,01,auto,06/2022,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,1487.77,,,,True,,,False
941631553,941631553,2500.0,849.74,2016-01-26T03:48:23,115.61,Shell Repair,US,US,02,01,auto,10/2020,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,1650.26,,,,True,,,False
941631553,941631553,2500.0,734.13,2016-01-27T04:11:37,90.69,Merchants Tire,US,US,05,08,auto,06/2023,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,1765.87,,,,True,,,False
941631553,941631553,2500.0,643.44,2016-01-27T05:59:29,143.0,Fast Auto Services,US,US,05,01,auto,04/2026,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,1856.56,,,,True,,,False
941631553,941631553,2500.0,500.44,2016-01-27T06:40:08,247.21,Fast Auto Services,US,US,02,01,auto,08/2031,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,1999.56,,,,True,,,False
941631553,941631553,2500.0,253.23,2016-01-27T10:58:46,15.22,Washington Auto Body,US,US,05,01,auto,10/2030,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,2246.77,,,,True,,,False
941631553,941631553,2500.0,238.01,2016-01-31T09:03:40,63.22,Convenient Tire,US,US,02,01,auto,08/2032,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,2261.99,,,,True,,,False
941631553,941631553,2500.0,174.79,2016-01-31T12:50:13,302.23,alibaba.com,US,US,05,01,online_retail,02/2031,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,2325.21,,,,False,,,False
941631553,941631553,2500.0,2500.0,2016-02-01T15:27:23,117.16,Merchants Auto Body,US,US,02,01,auto,03/2033,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,0.0,,,,True,,,False
941631553,941631553,2500.0,2382.84,2016-02-03T09:17:08,604.84,Lyft,US,US,02,01,rideshare,04/2020,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,117.16,,,,False,,,False
941631553,941631553,2500.0,1778.0,2016-02-03T20:22:38,77.71,EZ Putt Putt #982199,US,US,05,99,entertainment,12/2020,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,722.0,,,,True,,,False
941631553,941631553,2500.0,1700.29,2016-02-04T02:27:27,49.83,Shell Tire,US,US,02,01,auto,01/2027,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,799.71,,,,True,,,False
941631553,941631553,2500.0,1650.46,2016-02-04T08:25:07,52.4,Washington Auto Body,US,US,09,01,auto,12/2026,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,849.54,,,,True,,,False
941631553,941631553,2500.0,1598.06,2016-02-04T13:54:48,28.73,Washington Repair,US,US,09,01,auto,05/2020,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,901.94,,,,True,,,False
941631553,941631553,2500.0,1569.33,2016-02-05T22:40:23,31.73,Eazy Repair,US,US,09,01,auto,06/2033,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,930.67,,,,True,,,False
941631553,941631553,2500.0,1537.6,2016-02-05T22:44:19,30.62,Merchants Auto Body,US,US,05,01,auto,06/2029,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,962.4,,,,True,,,False
941631553,941631553,2500.0,1506.98,2016-02-07T21:37:25,962.4,Fast Tire,US,US,09,01,auto,01/2026,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,993.02,,,,True,,,False
941631553,941631553,2500.0,544.58,2016-02-08T04:41:51,93.4,Convenient Repair,US,US,05,01,auto,10/2028,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,1955.42,,,,True,,,False
941631553,941631553,2500.0,451.18,2016-02-08T19:14:37,144.65,Eazy Tire,US,US,05,01,auto,10/2022,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,2048.82,,,,True,,,False
941631553,941631553,2500.0,306.53,2016-02-09T07:24:48,135.78,Convenient Auto Services,US,US,09,99,auto,03/2021,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,2193.47,,,,True,,,False
941631553,941631553,2500.0,170.75,2016-02-10T01:24:15,295.85,Lyft,US,US,02,08,rideshare,10/2025,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,2329.25,,,,False,,,False
941631553,941631553,2500.0,2357.18,2016-02-10T02:53:38,572.74,Convenient Repair,US,US,09,01,auto,11/2028,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,142.82,,,,True,,,False
941631553,941631553,2500.0,1784.44,2016-02-12T07:42:07,60.58,Convenient Tire,US,US,05,01,auto,01/2029,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,715.56,,,,True,,,False
941631553,941631553,2500.0,1723.86,2016-02-13T08:32:13,109.5,Washington Repair,US,US,02,08,auto,12/2020,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,776.14,,,,False,,,False
941631553,941631553,2500.0,1614.36,2016-02-13T13:57:17,74.91,Lyft,US,US,09,01,rideshare,05/2021,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,885.64,,,,False,,,False
941631553,941631553,2500.0,1539.45,2016-02-13T20:57:02,363.51,Eazy Auto Body,US,US,05,01,auto,10/2032,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,960.55,,,,True,,,False
941631553,941631553,2500.0,1175.94,2016-02-14T12:16:05,65.82,Fast Auto Services,US,US,09,01,auto,02/2028,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,1324.06,,,,False,,,False
941631553,941631553,2500.0,1110.12,2016-02-15T04:11:25,0.0,Shell Auto Body,US,US,09,01,auto,05/2022,2014-08-02,2014-08-02,870,870,3327,ADDRESS_VERIFICATION,False,,1389.88,,,,False,,,False
941631553,941631553,2500.0,1110.12,2016-02-15T07:41:49,624.78,Shell Tire,US,US,90,01,auto,09/2021,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,1389.88,,,,True,,,False
941631553,941631553,2500.0,485.34,2016-02-16T06:58:56,293.59,target.com,US,US,05,01,online_retail,05/2026,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,2014.66,,,,False,,,False
941631553,941631553,2500.0,191.75,2016-02-16T13:01:01,21.69,Ricks Repair,US,US,05,08,auto,06/2022,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,2308.25,,,,True,,,False
941631553,941631553,2500.0,170.06,2016-02-17T01:21:32,0.0,Washington Repair,US,US,09,01,auto,03/2023,2014-08-02,2014-08-02,870,870,3327,ADDRESS_VERIFICATION,False,,2329.94,,,,False,,,False
941631553,941631553,2500.0,170.06,2016-02-17T14:36:50,133.84,Fast Auto Services,US,US,09,08,auto,05/2022,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,2329.94,,,,True,,,False
941631553,941631553,2500.0,282.45,2016-02-17T23:06:02,217.95,Merchants Tire,US,US,02,01,auto,04/2032,2014-08-02,2014-08-02,370,370,5639,PURCHASE,False,,2217.55,,,,True,,,False
941631553,941631553,2500.0,2500.0,2016-02-18T12:39:25,50.31,Shell Tire,US,US,02,01,auto,08/2032,2014-08-02,2014-08-02,870,870,3327,PURCHASE,False,,0.0,,,,True,,,False
