accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
427490022,427490022,5000.0,5000.0,2016-01-09T14:09:05,243.0,target.com,US,US,05,08,online_retail,04/2026,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,0.0,,,,False,,,False,False
427490022,427490022,5000.0,4757.0,2016-01-25T14:26:50,28.35,EZ Putt Putt #755869,US,US,05,01,entertainment,07/2027,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,243.0,,,,True,,,False,False
427490022,427490022,5000.0,4728.65,2016-01-29T15:36:18,28.35,EZ Putt Putt #755869,US,US,05,01,entertainment,07/2027,2012-08-24,2012-08-24,904,904,3815,REVERSAL,,271.35,,,,True,,,False,False
427490022,427490022,5000.0,4757.0,2016-01-30T13:06:10,181.0,South Restaurant,US,US,05,01,food,10/2024,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,243.0,,,,True,,,False,False
427490022,427490022,5000.0,4576.0,2016-01-30T22:45:04,136.76,Regal Cinemas #05791,,US,05,01,entertainment,04/2024,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,424.0,,,,True,,,False,False
427490022,427490022,5000.0,4439.24,2016-01-31T21:58:28,80.11,ebay.com,US,US,02,08,online_retail,05/2029,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,560.76,,,,False,,,False,False
427490022,427490022,5000.0,4384.13,2016-02-02T13:02:47,571.21,amazon.com,US,US,09,08,online_retail,03/2026,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,615.87,,,,False,,,False,False
427490022,427490022,5000.0,3812.92,2016-02-09T12:13:29,172.84,In-N-Out #663096,US,US,02,01,fastfood,03/2025,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,1187.08,,,,True,,,False,False
427490022,427490022,5000.0,3640.08,2016-02-20T08:24:28,124.05,EZ Putt Putt #503815,US,US,05,01,entertainment,09/2028,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,1359.92,,,,True,,,False,False
427490022,427490022,5000.0,3516.03,2016-02-23T20:55:38,0.0,EZ Putt Putt #240241,US,US,05,01,entertainment,10/2020,2012-08-24,2012-08-24,267,267,1133,ADDRESS_VERIFICATION,,1483.97,,,,False,,,False,False
427490022,427490022,5000.0,3516.03,2016-02-23T21:46:48,336.29,EZ Putt Putt #240241,US,US,09,01,entertainment,03/2020,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,1483.97,,,,True,,,False,False
427490022,427490022,5000.0,3204.74,2016-03-02T06:13:21,12.06,AMC #552863,US,US,09,01,entertainment,10/2025,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,1795.26,,,,True,,,False,False
427490022,427490022,5000.0,3192.68,2016-03-13T20:06:38,162.65,Boston Cafe #465229,US,US,02,01,food,09/2032,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,1807.32,,,,True,,,False,False
427490022,427490022,5000.0,3030.03,2016-03-20T21:50:50,277.15,AMC #79863,US,US,09,01,entertainment,12/2031,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,1969.97,,,,True,,,False,False
427490022,427490022,5000.0,2752.88,2016-03-30T18:04:51,130.64,gap.com,US,US,09,01,online_retail,08/2025,2012-08-24,2012-08-24,267,267,1133,,,2247.12,,,,False,,,False,False
427490022,427490022,5000.0,2647.24,2016-04-08T16:55:39,24.25,AMC #79863,US,US,02,08,entertainment,01/2030,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,2352.76,,,,False,,,False,False
427490022,427490022,5000.0,2622.99,2016-04-10T09:16:53,41.59,AMC #706324,US,US,90,08,entertainment,09/2025,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,2377.01,,,,True,,,False,False
427490022,427490022,5000.0,2581.4,2016-04-11T00:07:53,4.07,EZ Putt Putt #982199,US,US,05,01,entertainment,06/2032,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,2418.6,,,,True,,,False,False
427490022,427490022,5000.0,2577.33,2016-04-11T05:56:45,345.96,Regal Cinemas #05791,US,US,09,01,entertainment,07/2028,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,2422.67,,,,True,,,False,False
427490022,427490022,5000.0,2231.37,2016-04-14T03:26:54,117.33,AMC #724446,US,US,05,08,entertainment,06/2026,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,2768.63,,,,True,,,False,False
427490022,427490022,5000.0,2114.04,2016-04-24T07:13:45,2.34,AMC #706324,US,US,05,01,entertainment,09/2030,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,2885.96,,,,True,,,False,False
427490022,427490022,5000.0,2136.7,2016-05-08T22:35:07,476.86,AMC #191138,US,US,05,01,entertainment,11/2021,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,2863.3,,,,True,,,False,False
427490022,427490022,5000.0,1659.84,2016-05-21T06:15:26,40.23,Sunoco Gas #642571,US,US,05,01,fuel,09/2032,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,3340.16,,,,True,,,False,False
427490022,427490022,5000.0,1644.61,2016-06-04T03:12:53,38.64,Sunoco Gas #642571,US,US,05,01,fuel,09/2032,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,3355.39,,,,True,,,False,False
427490022,427490022,5000.0,1605.97,2016-06-10T19:49:53,435.06,EZ Putt Putt #982199,US,US,05,08,entertainment,03/2031,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,3394.03,,,,True,,,False,False
427490022,427490022,5000.0,1170.91,2016-06-17T16:09:49,40.23,Sunoco Gas #642571,US,US,05,01,fuel,09/2032,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,3829.09,,,,True,,,False,False
427490022,427490022,5000.0,1130.68,2016-06-30T21:55:54,43.59,Sunoco Gas #642571,US,US,05,01,fuel,09/2032,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,3869.32,,,,True,,,False,False
427490022,427490022,5000.0,1112.09,2016-07-02T13:09:43,134.34,sears.com,PR,PR,02,08,online_retail,09/2030,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,3887.91,,,,False,,,False,False
427490022,427490022,5000.0,977.75,2016-07-05T00:17:11,81.51,AMC #692956,US,US,05,01,entertainment,04/2026,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,4022.25,,,,True,,,False,False
427490022,427490022,5000.0,896.24,2016-07-08T00:20:24,13.84,alibaba.com,US,US,05,01,online_retail,05/2027,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,4103.76,,,,False,,,False,False
427490022,427490022,5000.0,882.4,2016-07-08T11:46:12,0.0,AMC #191138,US,US,09,08,entertainment,11/2023,2012-08-24,2012-08-24,267,267,1133,ADDRESS_VERIFICATION,,4117.6,,,,False,,,False,False
427490022,427490022,5000.0,882.4,2016-07-13T19:54:08,465.97,AMC #145832,US,US,90,01,entertainment,01/2033,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,4117.6,,,,True,,,False,False
427490022,427490022,5000.0,416.43,2016-07-15T04:21:16,42.99,Sunoco Gas #642571,US,US,05,01,fuel,09/2032,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,4583.57,,,,True,,,False,False
427490022,427490022,5000.0,373.44,2016-07-21T12:54:23,318.77,AMC #79863,US,US,05,01,entertainment,07/2021,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,4626.56,,,,True,,,False,False
427490022,427490022,5000.0,4881.47,2016-07-24T09:42:44,213.72,gap.com,US,US,09,01,online_retail,12/2024,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,118.53,,,,False,,,False,False
427490022,427490022,5000.0,4667.75,2016-07-24T14:37:30,62.3,AMC #128743,US,US,09,08,entertainment,02/2028,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,332.25,,,,True,,,False,False
427490022,427490022,5000.0,4605.45,2016-07-29T22:50:42,40.23,Sunoco Gas #642571,US,US,05,01,fuel,09/2032,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,394.55,,,,True,,,False,False
427490022,427490022,5000.0,4590.22,2016-08-06T04:08:35,20.24,Runners #764376,US,US,09,01,gym,12/2021,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,409.78,,,,False,,,False,False
427490022,427490022,5000.0,4569.98,2016-08-13T09:49:53,40.23,Sunoco Gas #642571,US,US,05,01,fuel,09/2032,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,430.02,,,,True,,,False,False
427490022,427490022,5000.0,4529.75,2016-08-14T09:21:17,51.7,EZ Putt Putt #503815,US,US,05,01,entertainment,05/2020,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,470.25,,,,True,,,False,False
427490022,427490022,5000.0,4478.05,2016-08-18T12:32:23,54.7,Regal Cinemas #276341,US,US,90,01,entertainment,07/2022,2012-08-24,2012-08-24,267,267,1133,PURCHASE,,521.95,,,,True,,,False,False
427490022,427490022,5000.0,4423.35,2016-08-19T21:59:00,20.24,Runners #764376,US,US,09,01,gym,12/2021,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,576.65,,,,False,,,False,False
427490022,427490022,5000.0,4403.11,2016-08-26T10:04:55,47.74,Sunoco Gas #642571,US,US,05,01,fuel,09/2032,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,596.89,,,,True,,,False,False
427490022,427490022,5000.0,4355.37,2016-08-29T19:13:58,71.72,Regal Cinemas #276341,CAN,CAN,05,01,entertainment,12/2027,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,644.63,,,,True,,,False,False
427490022,427490022,5000.0,4308.65,2016-09-03T08:55:16,20.24,Runners #764376,US,US,09,01,gym,12/2021,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,691.35,,,,False,,,False,False
427490022,427490022,5000.0,4288.41,2016-09-08T17:15:06,52.29,Sunoco Gas #642571,US,US,05,01,fuel,09/2032,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,711.59,,,,True,,,False,False
427490022,427490022,5000.0,4236.12,2016-09-18T07:09:25,20.24,Runners #764376,US,US,09,01,gym,12/2021,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,763.88,,,,False,,,False,False
427490022,427490022,5000.0,4215.88,2016-09-19T22:40:21,42.85,EZ Putt Putt #503815,US,US,02,01,entertainment,03/2031,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,784.12,,,,True,,,False,False
427490022,427490022,5000.0,4173.03,2016-09-20T19:15:53,87.98,EZ Putt Putt #755869,US,US,05,01,entertainment,04/2028,2012-08-24,2012-08-24,904,904,3815,PURCHASE,,826.97,,,,True,,,False,False
427490022,427490022,5000.0,4085.05,2016-09-23T11:25:34,40.64,Sunoco Gas #642571,US,US,05,01,fuel,09/2032,2012-08-24,2016-09-21,904,904,3815,PURCHASE,,914.95,,,,True,,,False,False
427490022,427490022,5000.0,4069.41,2016-10-01T22:33:23,128.2,AMC #79863,US,US,05,01,entertainment,06/2021,2012-08-24,2016-09-21,904,904,3815,PURCHASE,,930.59,,,,True,,,False,False
427490022,427490022,5000.0,3941.21,2016-10-02T05:14:31,20.24,Runners #764376,US,US,09,01,gym,12/2021,2012-08-24,2016-09-21,904,904,3815,PURCHASE,,1058.79,,,,False,,,False,False
427490022,427490022,5000.0,3920.97,2016-10-03T22:29:14,145.76,EZ Putt Putt #69446,US,US,05,01,entertainment,05/2027,2012-08-24,2016-09-21,267,267,1133,PURCHASE,,1079.03,,,,True,,,False,False
427490022,427490022,5000.0,3775.21,2016-10-04T15:32:30,314.21,apple.com,US,US,02,08,online_retail,05/2020,2012-08-24,2016-09-21,904,904,3815,PURCHASE,,1224.79,,,,False,,,False,False
427490022,427490022,5000.0,3461.0,2016-10-07T14:03:06,40.23,Sunoco Gas #642571,US,US,05,01,fuel,09/2032,2012-08-24,2016-09-21,904,904,3815,PURCHASE,,1539.0,,,,True,,,False,False
427490022,427490022,5000.0,3420.77,2016-10-16T01:13:29,123.33,EZ Putt Putt #40513,US,US,09,01,entertainment,04/2021,2012-08-24,2016-09-21,267,267,1133,PURCHASE,,1579.23,,,,True,,,False,False
427490022,427490022,5000.0,3297.44,2016-10-16T13:43:20,20.24,Runners #764376,US,US,09,01,gym,12/2021,2012-08-24,2016-09-21,904,904,3815,PURCHASE,,1702.56,,,,False,,,False,False
427490022,427490022,5000.0,3277.2,2016-10-21T05:16:34,40.69,Sunoco Gas #642571,US,US,05,01,fuel,09/2032,2012-08-24,2016-09-21,904,904,3815,PURCHASE,,1722.8,,,,True,,,False,False
427490022,427490022,5000.0,3236.51,2016-10-28T15:18:01,8.92,AMC #724446,US,US,02,08,entertainment,11/2030,2012-08-24,2016-09-21,904,904,3815,PURCHASE,,1763.49,,,,True,,,False,False
427490022,427490022,5000.0,3227.59,2016-10-30T13:49:18,20.24,Runners #764376,US,US,09,01,gym,12/2021,2012-08-24,2016-09-21,904,904,3815,PURCHASE,,1772.41,,,,False,,,False,False
427490022,427490022,5000.0,3232.35,2016-11-02T19:12:38,186.24,AMC #191138,US,US,09,01,entertainment,03/2021,2012-08-24,2016-09-21,267,267,1133,PURCHASE,,1767.65,,,,True,,,False,False
427490022,427490022,5000.0,3046.11,2016-11-03T19:37:42,40.04,Sunoco Gas #642571,US,US,05,01,fuel,09/2032,2012-08-24,2016-09-21,904,904,3815,PURCHASE,,1953.89,,,,True,,,False,False
427490022,427490022,5000.0,3006.07,2016-11-13T13:38:47,20.24,Runners #764376,US,US,09,01,gym,12/2021,2012-08-24,2016-09-21,904,904,3815,PURCHASE,,1993.93,,,,False,,,False,False
427490022,427490022,5000.0,2985.83,2016-11-16T00:32:53,144.62,AMC #191138,US,US,05,01,entertainment,05/2032,2012-08-24,2016-09-21,267,267,1133,PURCHASE,,2014.17,,,,True,,,False,False
